group_key	unit_key	quality
#cdir_military_generator_unit_qualities_tables;2;db/cdir_military_generator_unit_qualities_tables/ovn_araby_only		
wh3_default_land_artillery_long_range	ovn_arb_art_grand_bombard	tier_3_step_3_units
wh3_default_land_artillery_long_range	ovn_arb_art_grand_bombard_ror	tier_4_rors
wh3_default_land_artillery_short_range	ovn_arb_art_naphtha_thrower	tier_3_step_2_units
wh3_default_land_artillery_long_range	ovn_arb_art_quadballista	tier_2_step_3_units
wh3_default_land_artillery_long_range	ovn_arb_art_quadballista_ror	tier_3_rors
wh3_default_land_melee_cavalry_main_mounted_medium	ovn_arb_cav_arabyan_knights	tier_2_step_3_units
wh3_default_land_melee_cavalry_main_mounted_medium	ovn_arb_cav_arabyan_knights_ror	tier_2_rors
wh3_default_land_ranged_cavalry_mounted	ovn_arb_cav_archer_camels	tier_2_step_1_units
wh3_default_land_ranged_cavalry_mounted	ovn_arb_cav_bedouin_scouts	tier_2_step_2_units
wh3_default_land_ranged_cavalry_mounted	ovn_arb_cav_flying_carpets	tier_2_step_3_units
wh3_default_land_ranged_cavalry_mounted	ovn_arb_cav_flying_carpets_ror	tier_2_rors
wh3_default_land_ranged_cavalry_mounted	ovn_arb_cav_jezzail_camels	tier_2_step_5_units
wh3_default_land_melee_cavalry_light	ovn_arb_cav_lancer_camels	tier_2_step_1_units
wh3_default_land_melee_cavalry_light	ovn_arb_cav_lancer_camels_ror	tier_2_rors
wh3_default_land_melee_cavalry_main_mounted_heavy	ovn_arb_cav_sipahis	tier_3_step_4_units
wh3_default_land_melee_cavalry_main_mounted_heavy	ovn_arb_cav_sipahis_ror	tier_4_rors
wh3_default_land_melee_cavalry_main_mounted_heavy	ovn_arb_cav_waghzen	tier_3_step_5_units
wh3_default_land_characters	ovn_arb_cha_caravan_master	tier_2_step_3_units
wh3_default_land_characters	ovn_arb_cha_champion_0	tier_1_step_5_units
wh3_default_land_characters	ovn_arb_cha_champion_1	tier_2_step_3_units
wh3_default_land_characters	ovn_arb_cha_champion_2	tier_2_step_5_units
wh3_default_land_characters	ovn_arb_cha_champion_3	tier_3_step_2_units
wh3_default_land_characters	ovn_arb_cha_champion_wazar_0	tier_1_step_5_units
wh3_default_land_characters	ovn_arb_cha_champion_wazar_1	tier_2_step_3_units
wh3_default_land_characters	ovn_arb_cha_champion_wazar_2	tier_2_step_5_units
wh3_default_land_characters	ovn_arb_cha_champion_wazar_3	tier_3_step_2_units
