technology	effect	effect_scope	value
#technology_effects_junction_tables;0;db/technology_effects_junction_tables/ovn_araby_only			
jaffar_tech_unique_1	ovn_effect_force_stat_djinn_upkeep	faction_to_force_own_unseen	-15.0000
jaffar_tech_unique_1	wh_main_effect_character_mod_ancillary_drop	faction_to_character_own_unseen	5.0000
jaffar_tech_unique_2	wh3_main_effect_economy_gdp_mod_slaves	faction_to_region_own_unseen	10.0000
scythan_tech_unique_0	ovn_effect_tech_weapon_strength_arb_tomb_king_units	faction_to_force_own_unseen	15.0000
scythan_tech_unique_0	ovn_scythan_numas_diplo	faction_to_faction_own_unseen	10.0000
scythan_tech_unique_1	wh2_dlc09_effect_unit_cap_tmb_inf_tomb_guard_0	faction_to_faction_own_unseen	2.0000
scythan_tech_unique_1	wh2_dlc09_effect_unit_cap_tmb_inf_tomb_guard_1	faction_to_faction_own_unseen	2.0000
scythan_tech_unique_1	ovn_effect_tech_melee_defense_arb_tomb_king_units	faction_to_force_own_unseen	6.0000
scythan_tech_unique_2	wh2_dlc09_faction_political_diplomacy_mod_technology_tomb_kings	faction_to_faction_own_unseen	10.0000
scythan_tech_unique_2	ovn_scythan_numas_diplo	faction_to_faction_own_unseen	20.0000
scythan_tech_unique_2	wh2_dlc09_effect_unit_cap_tmb_mon_ushabti_0	faction_to_faction_own_unseen	1.0000
scythan_tech_unique_2	wh2_dlc09_effect_unit_cap_tmb_mon_ushabti_1	faction_to_faction_own_unseen	1.0000
scimitar_tech_unique_1	ovn_effect_tech_weapon_strength_arb_sea_units	faction_to_force_own_unseen	10.0000
scimitar_tech_unique_1	ovn_effect_tech_speed_arb_sea_units	faction_to_force_own_unseen	6.0000
scimitar_tech_unique_1	wh2_main_effect_force_stat_leadership_at_sea	faction_to_force_own_unseen	10.0000
scimitar_tech_unique_2	ovn_effect_tech_armour_arb_sea_units	faction_to_force_own_unseen	10.0000
scimitar_tech_unique_2	wh_main_effect_force_all_campaign_raid_income	faction_to_force_own_unseen	20.0000
araby_tech_good_civ_0	ovn_effect_tech_weapon_strength_arb_sharkas_slaves_pit_fighters	faction_to_force_own_unseen	15.0000
araby_tech_good_civ_0	ovn_effect_tech_melee_attack_arb_sharkas_slaves_pit_fighters	faction_to_force_own_unseen	5.0000
araby_tech_good_civ_1	wh_main_effect_public_order_tech	faction_to_province_own_unseen	2.0000
araby_tech_good_civ_1	wh3_main_effect_corruption_reduction_technology	faction_to_province_own	-2.0000
araby_tech_good_civ_2	roy_effect_agent_cap_increase_arb_champion	faction_to_faction_own_unseen	1.0000
araby_tech_good_civ_2	roy_effect_agent_recruitment_xp_arb_champion	faction_to_province_own_unseen	2.0000
araby_tech_good_civ_2	roy_effect_agent_action_success_chance_arb_champion	faction_to_character_own_unseen	5.0000
araby_tech_good_civ_3	ovn_effect_tech_upkeep_reduction_giant_vultures_Dervishers	faction_to_force_own_unseen	-15.0000
araby_tech_good_civ_3	ovn_effect_tech_leadership_arb_vultures	faction_to_force_own_unseen	10.0000
araby_tech_good_civ_4	wh_main_effect_unit_recruitment_points	faction_to_province_own	1.0000
araby_tech_good_civ_4	ovn_effect_tech_leadership_cost_reduction_arb_nomads	faction_to_force_own_unseen	-20.0000
araby_tech_good_civ_5	wh_dlc07_effect_economy_gdp_mod_industry	faction_to_region_own_unseen	10.0000
araby_tech_good_civ_5	ovn_effect_arb_rite_cost_mod_crafting	faction_to_faction_own_unseen	-10.0000
