key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost	required_parents	pixel_offset_x	pixel_offset_y
#technology_nodes_tables;0;db/technology_nodes_tables/ovn_grudgebringers_only														
grudge_tech_1		ovn_emp_grudgebringers	7	grudge_tech_1	emp_civ_reworkd	4	500	1000	0	ovn_grudge_path		0	42	0
grudge_tech_2		ovn_emp_grudgebringers	8	grudge_tech_2	emp_civ_reworkd	4	500	1000	0	ovn_grudge_path		0	49	0
grudge_tech_3		ovn_emp_grudgebringers	7	grudge_tech_3	emp_civ_reworkd	5	500	1000	0	ovn_grudge_path		0	42	0
grudge_tech_4		ovn_emp_grudgebringers	8	grudge_tech_4	emp_civ_reworkd	5	500	1000	0	ovn_grudge_path		0	49	0
rhox_grudge_tech_emp_academia_1		ovn_emp_grudgebringers	4	rhox_grudge_tech_emp_academia_1	emp_civ_reworkd	4	500	0	0	ovn_grudge_rightness		0	42	0
rhox_grudge_tech_emp_academia_1_a		ovn_emp_grudgebringers	3	rhox_grudge_tech_emp_academia_1_a	emp_civ_reworkd	4	700	0	0	ovn_grudge_rightness		0	42	0
rhox_grudge_tech_emp_academia_1_b		ovn_emp_grudgebringers	5	rhox_grudge_tech_emp_academia_1_b	emp_civ_reworkd	4	700	0	0	ovn_grudge_rightness		0	42	0
rhox_grudge_tech_emp_academia_2		ovn_emp_grudgebringers	3	rhox_grudge_tech_emp_academia_2	emp_civ_reworkd	5	500	0	0	ovn_grudge_rightness		0	49	0
rhox_grudge_tech_emp_academia_2_a		ovn_emp_grudgebringers	3	rhox_grudge_tech_emp_academia_2_a	emp_civ_reworkd	6	700	0	0	ovn_grudge_rightness		0	56	0
rhox_grudge_tech_emp_academia_2_b		ovn_emp_grudgebringers	5	rhox_grudge_tech_emp_academia_2_b	emp_civ_reworkd	5	700	0	0	ovn_grudge_rightness		0	49	0
rhox_grudge_tech_emp_academia_3		ovn_emp_grudgebringers	3	rhox_grudge_tech_emp_academia_3	emp_civ_reworkd	7	500	0	0	ovn_grudge_rightness		0	63	0
rhox_grudge_tech_emp_academia_3_a		ovn_emp_grudgebringers	5	rhox_grudge_tech_emp_academia_3_a	emp_civ_reworkd	7	700	0	0	ovn_grudge_rightness		0	63	0
rhox_grudge_tech_emp_academia_3_b		ovn_emp_grudgebringers	5	rhox_grudge_tech_emp_academia_3_b	emp_civ_reworkd	6	700	0	0	ovn_grudge_rightness		0	56	0
rhox_grudge_tech_emp_economy_1		ovn_emp_grudgebringers	4	rhox_grudge_tech_emp_economy_1	emp_civ_reworkd	0	500	0	0	ovn_grudge_camp_tech		0	0	0
rhox_grudge_tech_emp_economy_1_a		ovn_emp_grudgebringers	3	rhox_grudge_tech_emp_economy_1_a	emp_civ_reworkd	0	700	0	0	ovn_grudge_camp_tech		0	0	0
rhox_grudge_tech_emp_economy_1_b		ovn_emp_grudgebringers	5	rhox_grudge_tech_emp_economy_1_b	emp_civ_reworkd	2	700	0	0	ovn_grudge_camp_tech		0	14	0
rhox_grudge_tech_emp_economy_2		ovn_emp_grudgebringers	4	rhox_grudge_tech_emp_economy_2	emp_civ_reworkd	1	500	0	0	ovn_grudge_camp_tech		0	7	0
rhox_grudge_tech_emp_economy_2_a		ovn_emp_grudgebringers	4	rhox_grudge_tech_emp_economy_2_a	emp_civ_reworkd	2	700	0	0	ovn_grudge_camp_tech		0	14	0
rhox_grudge_tech_emp_economy_2_b		ovn_emp_grudgebringers	5	rhox_grudge_tech_emp_economy_2_b	emp_civ_reworkd	0	700	0	0	ovn_grudge_camp_tech		0	0	0
rhox_grudge_tech_emp_economy_3		ovn_emp_grudgebringers	3	rhox_grudge_tech_emp_economy_3	emp_civ_reworkd	3	500	0	0	ovn_grudge_camp_tech		0	21	0
rhox_grudge_tech_emp_economy_3_a		ovn_emp_grudgebringers	5	rhox_grudge_tech_emp_economy_3_a	emp_civ_reworkd	3	700	0	0	ovn_grudge_camp_tech		0	21	0
rhox_grudge_tech_emp_economy_3_b		ovn_emp_grudgebringers	3	rhox_grudge_tech_emp_economy_3_b	emp_civ_reworkd	2	700	0	0	ovn_grudge_camp_tech		0	14	0
