faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character	campaign_exclusive	armory_item_set
#units_custom_battle_permissions_tables;10;db/units_custom_battle_permissions_tables/ovn_grudge									
ovn_emp_grudgebringers_CB	false	wh_main_emp_inf_spearmen_0	true	true				false	
ovn_emp_grudgebringers_CB	false	wh_dlc04_emp_inf_flagellants_0	true	true				false	
ovn_emp_grudgebringers_CB	false	wh_dlc04_emp_inf_free_company_militia_0	true	true				false	
ovn_emp_grudgebringers_CB	false	wh_main_emp_cha_wizard_fire_0	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_fire_campaign_01_0.png	wh_main_uniform_emp_bright_wizard_01	wh_main_emp_cha_wizard_fire_0	false	
ovn_emp_grudgebringers_CB	false	wh_main_emp_cha_wizard_fire_1	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_fire_campaign_01_0.png	wh_main_uniform_emp_bright_wizard_01	wh_main_emp_cha_wizard_fire_1	false	
ovn_emp_grudgebringers_CB	false	wh_main_emp_cha_wizard_fire_2	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_fire_campaign_01_0.png	wh_main_uniform_emp_bright_wizard_01	wh_main_emp_cha_wizard_fire_2	false	
ovn_emp_grudgebringers_CB	false	wh_main_emp_cha_wizard_fire_3	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_fire_campaign_01_0.png	wh_main_uniform_emp_bright_wizard_01	wh_main_emp_cha_wizard_fire_3	false	
ovn_emp_grudgebringers_CB	false	wh_main_emp_cha_captain_0	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_captains_campaign_01_0.png	wh_main_uniform_emp_captain_01	wh_main_emp_cha_captain_0	false	
ovn_emp_grudgebringers_CB	false	wh_main_emp_cha_captain_1	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_captains_campaign_01_0.png	wh_main_uniform_emp_captain_01	wh_main_emp_cha_captain_0	false	
ovn_emp_grudgebringers_CB	false	wh_main_emp_cha_captain_2	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_captains_campaign_01_0.png	wh_main_uniform_emp_captain_01	wh_main_emp_cha_captain_0	false	
ovn_emp_grudgebringers_CB	false	wh_main_emp_cha_captain_3	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_captains_campaign_01_0.png	wh_main_uniform_emp_captain_01	wh_main_emp_cha_captain_0	false	
ovn_emp_grudgebringers_CB	true	wh_main_emp_cha_general_0	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_generals_campaign_01_0.png	wh_main_uniform_emp_general_01	wh_main_emp_cha_general_0	false	
ovn_emp_grudgebringers_CB	true	wh_main_emp_cha_general_1	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_generals_campaign_01_0.png	wh_main_uniform_emp_general_01	wh_main_emp_cha_general_1	false	
ovn_emp_grudgebringers_CB	true	wh_main_emp_cha_general_2	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_generals_campaign_01_0.png	wh_main_uniform_emp_general_01	wh_main_emp_cha_general_2	false	
ovn_emp_grudgebringers_CB	true	wh_main_emp_cha_general_3	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_generals_campaign_01_0.png	wh_main_uniform_emp_general_01	wh_main_emp_cha_general_3	false	
ovn_emp_grudgebringers_CB	true	wh_main_emp_cha_general_4	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_generals_campaign_01_0.png	wh_main_uniform_emp_general_01	wh_main_emp_cha_general_4	false	
ovn_emp_grudgebringers_CB	false	wh_main_emp_cha_warrior_priest_0	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_warrior_priest_campaign_01_0.png	wh_main_uniform_emp_warrior_priest_01	wh_main_emp_cha_warrior_priest_0	false	
ovn_emp_grudgebringers_CB	false	wh_main_emp_cha_warrior_priest_1	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_warrior_priest_campaign_01_0.png	wh_main_uniform_emp_warrior_priest_01	wh_main_emp_cha_warrior_priest_1	false	
ovn_emp_grudgebringers_CB	false	wh_main_emp_cha_warrior_priest_2	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_warrior_priest_campaign_01_0.png	wh_main_uniform_emp_warrior_priest_01	wh_main_emp_cha_warrior_priest_2	false	
