id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/ovn_fimir		
wh_dlc10_feed_agent_action_shadow_walker_hinder_character_fimir	wh_dlc08_event_feed_agent_action_all_hinder_character_fimir	0.0000
wh_event_feed_agent_action_all_failure_critical_hinder_army_fimir	wh_dlc08_event_feed_agent_action_all_failure_critical_fimir	0.0000
wh_event_feed_agent_action_all_failure_critical_hinder_character_fimir	wh_dlc08_event_feed_agent_action_all_failure_critical_fimir	0.0000
wh_event_feed_agent_action_all_failure_critical_hinder_province_fimir	wh_dlc08_event_feed_agent_action_all_failure_critical_fimir	0.0000
wh_event_feed_agent_action_all_failure_hinder_army_fimir	wh_dlc08_event_feed_agent_action_all_failure_fimir	0.0000
wh_event_feed_agent_action_all_failure_hinder_character_fimir	wh_dlc08_event_feed_agent_action_all_failure_fimir	0.0000
wh_event_feed_agent_action_all_failure_hinder_province_fimir	wh_dlc08_event_feed_agent_action_all_failure_fimir	0.0000
wh_event_feed_agent_action_all_hinder_character_fimir	wh_dlc08_event_feed_agent_action_all_hinder_character_fimir	0.0000
wh_event_feed_agent_action_all_success_critical_hinder_character_fimir	wh_dlc08_event_feed_agent_action_all_success_critical_hinder_character_fimir	0.0000
wh_event_feed_agent_action_champion_hinder_army_fimir	wh_dlc08_event_feed_agent_action_all_hinder_army_fimir	0.0000
wh_event_feed_agent_action_champion_hinder_settlement_fimir	wh_dlc08_event_feed_agent_action_all_hinder_settlement_fimir	0.0000
wh_event_feed_agent_action_champion_hinder_settlement_plague_priest_fimir	wh_dlc08_event_feed_agent_action_all_hinder_settlement_fimir	0.0000
wh_event_feed_agent_action_champion_hinder_settlement_warlock_engineer_fimir	wh_dlc08_event_feed_agent_action_all_hinder_settlement_fimir	0.0000
wh_event_feed_agent_action_dignitary_hinder_army_fimir	wh_dlc08_event_feed_agent_action_all_hinder_army_fimir	0.0000
wh_event_feed_agent_action_dignitary_hinder_settlement_fimir	wh_dlc08_event_feed_agent_action_all_hinder_settlement_fimir	0.0000
wh_event_feed_agent_action_engineer_hinder_settlement_fimir	wh_dlc08_event_feed_agent_action_all_hinder_settlement_fimir	0.0000
wh_event_feed_agent_action_hinder_settlement_gain_influence_fimir	wh_dlc08_event_feed_agent_action_all_hinder_settlement_fimir	0.0000
wh_event_feed_agent_action_spy_hinder_army_fimir	wh_dlc08_event_feed_agent_action_all_hinder_army_fimir	0.0000
wh_event_feed_agent_action_spy_hinder_settlement_fimir	wh_dlc08_event_feed_agent_action_all_hinder_settlement_fimir	0.0000
wh_event_feed_agent_action_wizard_hinder_army_fimir	wh_dlc08_event_feed_agent_action_all_hinder_army_fimir	0.0000
diplomacy_Subcult_fimir_rancor_hold_&_Negative	diplomacy_Subcult_fimir_rancor_hold_&_Negative	0.0000
diplomacy_Subcult_fimir_rancor_hold_&_Positive	diplomacy_Subcult_fimir_rancor_hold_&_Positive	0.0000
diplomacy_Subcult_fimir_tendrils_of_doom_&_Negative	diplomacy_Subcult_fimir_tendrils_of_doom_&_Negative	0.0000
diplomacy_Subcult_fimir_tendrils_of_doom_&_Positive	diplomacy_Subcult_fimir_tendrils_of_doom_&_Positive	0.0000
wh_captive_option_enslave_fimir	wh_captive_option_enslave_fimir	0.0000
wh_captive_option_kill_fimir	wh_captive_option_kill_fimir	0.0000
wh_captive_option_release_fimir	wh_captive_option_release_fimir	0.0000
ovn_even_feed_cult_fimir	ovn_even_feed_cult_fimir	0.0000
ovn_fimir_rancor_hold_climate_chaotic	wh3_dlc20_climate_suitable_chaotic	0.0000
ovn_fimir_rancor_hold_climate_desert	wh3_dlc20_climate_uninhabitable_desert	0.0000
ovn_fimir_rancor_hold_climate_frozen	wh3_dlc20_climate_suitable_frozen	0.0000
ovn_fimir_rancor_hold_climate_island	wh3_dlc20_climate_uninhabitable_island	0.0000
ovn_fimir_rancor_hold_climate_jungle	wh3_dlc20_climate_suitable_jungle	0.0000
ovn_fimir_rancor_hold_climate_magicforest	wh3_dlc20_climate_unsuitable_magicforest	0.0000
ovn_fimir_rancor_hold_climate_mountain	wh3_dlc20_climate_suitable_mountain	0.0000
ovn_fimir_rancor_hold_climate_ocean	wh3_dlc20_climate_uninhabitable_ocean	0.0000
ovn_fimir_rancor_hold_climate_savannah	wh3_dlc20_climate_suitable_savannah	0.0000
ovn_fimir_rancor_hold_climate_temperate	wh3_dlc20_climate_suitable_temperate	0.0000
ovn_fimir_rancor_hold_climate_wasteland	wh3_dlc20_climate_suitable_wasteland	0.0000
ovn_fimir_tendrils_of_doom_climate_chaotic	wh3_dlc20_climate_suitable_chaotic	0.0000
ovn_fimir_tendrils_of_doom_climate_desert	wh3_dlc20_climate_uninhabitable_desert	0.0000
