id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables;1;db/building_level_armed_citizenry_junctions_tables/ovn_fimir_buildings		
97000225	ovn_fimir_allied_outpost_1	ovn_fimir_allied_1
97000226	ovn_fimir_allied_outpost_2	ovn_fimir_allied_2
97000227	ovn_fimir_allied_outpost_3	ovn_fimir_allied_3
97000228	ovn_fimir_settlement_major_1	ovn_fimir_settlement_major_1
97000229	ovn_fimir_settlement_major_2	ovn_fimir_settlement_major_2
97000230	ovn_fimir_settlement_major_3	ovn_fimir_settlement_major_3
97000231	ovn_fimir_settlement_major_4	ovn_fimir_settlement_major_4
97000232	ovn_fimir_settlement_major_5	ovn_fimir_settlement_major_5
97000233	ovn_fimir_settlement_minor_1	ovn_fimir_settlement_minor_1
97000234	ovn_fimir_settlement_minor_2	ovn_fimir_settlement_minor_2
97000235	ovn_fimir_settlement_minor_3	ovn_fimir_settlement_minor_3
97000236	ovn_fimir_walls_major_1	ovn_fimir_defence_major_1
97000237	ovn_fimir_walls_major_2	ovn_fimir_defence_major_2
97000238	ovn_fimir_walls_major_3	ovn_fimir_defence_major_3
97000239	ovn_fimir_walls_minor_1	ovn_fimir_defence_minor_1
97000240	ovn_fimir_walls_minor_2	ovn_fimir_defence_minor_2
97000241	wh2_dlc11_special_settlement_galleons_graveyard_other_1	ovn_fimir_settlement_major_1
97000242	wh2_main_rogue_settlement_major_1	ovn_fimir_settlement_major_1
97000243	wh2_main_rogue_settlement_major_2	ovn_fimir_settlement_major_2
97000244	wh2_main_rogue_settlement_major_3	ovn_fimir_settlement_major_3
97000245	wh2_main_special_empire_fort_untainted_1	ovn_fimir_settlement_major_1
97000246	wh2_main_special_empire_fort_untainted_2	ovn_fimir_settlement_major_2
97000247	wh2_main_special_empire_fort_untainted_3	ovn_fimir_settlement_major_3
97000248	wh2_main_special_empire_fort_untainted_4	ovn_fimir_settlement_major_4
97000249	wh2_main_special_empire_fort_untainted_5	ovn_fimir_settlement_major_5
97000250	wh2_main_special_fortress_gate_eagle_untainted_1	ovn_fimir_settlement_major_1
97000251	wh2_main_special_fortress_gate_eagle_untainted_2	ovn_fimir_settlement_major_2
97000252	wh2_main_special_fortress_gate_eagle_untainted_3	ovn_fimir_settlement_major_3
97000253	wh2_main_special_fortress_gate_eagle_untainted_4	ovn_fimir_settlement_major_4
97000254	wh2_main_special_fortress_gate_eagle_untainted_5	ovn_fimir_settlement_major_5
97000255	wh2_main_special_fortress_gate_griffon_untainted_1	ovn_fimir_settlement_major_1
97000256	wh2_main_special_fortress_gate_griffon_untainted_2	ovn_fimir_settlement_major_2
97000257	wh2_main_special_fortress_gate_griffon_untainted_3	ovn_fimir_settlement_major_3
97000258	wh2_main_special_fortress_gate_griffon_untainted_4	ovn_fimir_settlement_major_4
97000259	wh2_main_special_fortress_gate_griffon_untainted_5	ovn_fimir_settlement_major_5
97000260	wh2_main_special_fortress_gate_phoenix_untainted_1	ovn_fimir_settlement_major_1
97000261	wh2_main_special_fortress_gate_phoenix_untainted_2	ovn_fimir_settlement_major_2
97000262	wh2_main_special_fortress_gate_phoenix_untainted_3	ovn_fimir_settlement_major_3
97000263	wh2_main_special_fortress_gate_phoenix_untainted_4	ovn_fimir_settlement_major_4
97000264	wh2_main_special_fortress_gate_phoenix_untainted_5	ovn_fimir_settlement_major_5
97000265	wh2_main_special_fortress_gate_unicorn_untainted_1	ovn_fimir_settlement_major_1
97000266	wh2_main_special_fortress_gate_unicorn_untainted_2	ovn_fimir_settlement_major_2
97000267	wh2_main_special_fortress_gate_unicorn_untainted_3	ovn_fimir_settlement_major_3
97000268	wh2_main_special_fortress_gate_unicorn_untainted_4	ovn_fimir_settlement_major_4
97000269	wh2_main_special_fortress_gate_unicorn_untainted_5	ovn_fimir_settlement_major_5
97000270	wh2_main_wef_oak_of_ages_occupied_1	ovn_fimir_settlement_major_1
97000271	wh3_main_special_settlement_bastion_other_1	ovn_fimir_settlement_major_1
97000272	wh3_main_special_settlement_bastion_other_2	ovn_fimir_settlement_major_2
97000273	wh3_main_special_settlement_bastion_other_3	ovn_fimir_settlement_major_3
97000274	wh3_main_special_settlement_bastion_other_4	ovn_fimir_settlement_major_4
97000275	wh3_main_special_settlement_bastion_other_5	ovn_fimir_settlement_major_5
97000276	wh2_main_rogue_settlement_minor_1	ovn_fimir_settlement_minor_1
97000277	wh2_main_rogue_settlement_minor_2	ovn_fimir_settlement_minor_2
97000278	wh2_main_rogue_settlement_minor_3	ovn_fimir_settlement_minor_3
