id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables;1;db/building_level_armed_citizenry_junctions_tables/ovn_araby_vanilla		
1783976035	wh3_main_special_settlement_bastion_other_1	ovn_arb_settlement_major_1
1783976036	wh3_main_special_settlement_bastion_other_2	ovn_arb_settlement_major_2
1783976037	wh3_main_special_settlement_bastion_other_3	ovn_arb_settlement_major_3
1783976038	wh3_main_special_settlement_bastion_other_4	ovn_arb_settlement_major_4
1783976039	wh3_main_special_settlement_bastion_other_5	ovn_arb_settlement_major_5
1783976040	wh2_dlc11_special_settlement_galleons_graveyard_other_1	ovn_arb_settlement_major_1
1783976041	wh2_main_rogue_settlement_major_1	ovn_arb_settlement_major_1
1783976042	wh2_main_rogue_settlement_major_2	ovn_arb_settlement_major_2
1783976043	wh2_main_rogue_settlement_major_3	ovn_arb_settlement_major_3
1783976044	wh2_main_special_empire_fort_untainted_1	ovn_arb_settlement_major_1
1783976045	wh2_main_special_empire_fort_untainted_2	ovn_arb_settlement_major_2
1783976046	wh2_main_special_empire_fort_untainted_3	ovn_arb_settlement_major_3
1783976047	wh2_main_special_empire_fort_untainted_4	ovn_arb_settlement_major_4
1783976048	wh2_main_special_empire_fort_untainted_5	ovn_arb_settlement_major_5
1783976049	wh2_main_special_fortress_gate_eagle_untainted_1	ovn_arb_settlement_major_1
1783976050	wh2_main_special_fortress_gate_eagle_untainted_2	ovn_arb_settlement_major_2
1783976051	wh2_main_special_fortress_gate_eagle_untainted_3	ovn_arb_settlement_major_3
1783976052	wh2_main_special_fortress_gate_eagle_untainted_4	ovn_arb_settlement_major_4
1783976053	wh2_main_special_fortress_gate_eagle_untainted_5	ovn_arb_settlement_major_5
1783976054	wh2_main_special_fortress_gate_griffon_untainted_1	ovn_arb_settlement_major_1
1783976055	wh2_main_special_fortress_gate_griffon_untainted_2	ovn_arb_settlement_major_2
1783976056	wh2_main_special_fortress_gate_griffon_untainted_3	ovn_arb_settlement_major_3
1783976057	wh2_main_special_fortress_gate_griffon_untainted_4	ovn_arb_settlement_major_4
1783976058	wh2_main_special_fortress_gate_griffon_untainted_5	ovn_arb_settlement_major_5
1783976059	wh2_main_special_fortress_gate_phoenix_untainted_1	ovn_arb_settlement_major_1
1783976060	wh2_main_special_fortress_gate_phoenix_untainted_2	ovn_arb_settlement_major_2
1783976061	wh2_main_special_fortress_gate_phoenix_untainted_3	ovn_arb_settlement_major_3
1783976062	wh2_main_special_fortress_gate_phoenix_untainted_4	ovn_arb_settlement_major_4
1783976063	wh2_main_special_fortress_gate_phoenix_untainted_5	ovn_arb_settlement_major_5
1783976064	wh2_main_special_fortress_gate_unicorn_untainted_1	ovn_arb_settlement_major_1
1783976065	wh2_main_special_fortress_gate_unicorn_untainted_2	ovn_arb_settlement_major_2
1783976066	wh2_main_special_fortress_gate_unicorn_untainted_3	ovn_arb_settlement_major_3
1783976067	wh2_main_special_fortress_gate_unicorn_untainted_4	ovn_arb_settlement_major_4
1783976068	wh2_main_special_fortress_gate_unicorn_untainted_5	ovn_arb_settlement_major_5
1783976069	wh2_main_wef_oak_of_ages_occupied_1	ovn_arb_settlement_major_1
1783976070	wh2_main_rogue_settlement_minor_1	ovn_arb_settlement_minor_1
1783976071	wh2_main_rogue_settlement_minor_2	ovn_arb_settlement_minor_2
1783976072	wh2_main_rogue_settlement_minor_3	ovn_arb_settlement_minor_3
1783976073	wh2_main_special_settlement_sartosa_emp_1	ovn_arb_settlement_major_1
1783976074	wh2_main_special_settlement_sartosa_emp_2	ovn_arb_settlement_major_2
1783976075	wh2_main_special_settlement_sartosa_emp_3	ovn_arb_settlement_major_3
1783976076	wh2_main_special_settlement_sartosa_emp_4	ovn_arb_settlement_major_4
1783976077	wh2_main_special_settlement_sartosa_emp_5	ovn_arb_settlement_major_5
1783976078	wh_main_special_settlement_castle_drakenhof_1_emp	ovn_arb_settlement_major_1
1783976079	wh_main_special_settlement_castle_drakenhof_2_emp	ovn_arb_settlement_major_2
1783976080	wh_main_special_settlement_castle_drakenhof_3_emp	ovn_arb_settlement_major_3
1783976081	wh_main_special_settlement_castle_drakenhof_4_emp	ovn_arb_settlement_major_4
1783976082	wh_main_special_settlement_castle_drakenhof_5_emp	ovn_arb_settlement_major_5
1783976083	wh_main_special_settlement_couronne_1_emp	ovn_arb_settlement_major_1
1783976084	wh_main_special_settlement_couronne_2_emp	ovn_arb_settlement_major_2
1783976085	wh_main_special_settlement_couronne_3_emp	ovn_arb_settlement_major_3
1783976086	wh_main_special_settlement_couronne_4_emp	ovn_arb_settlement_major_4
1783976087	wh_main_special_settlement_couronne_5_emp	ovn_arb_settlement_major_5
1783976088	wh_main_special_settlement_miragliano_1_emp	ovn_arb_settlement_major_1
1783976089	wh_main_special_settlement_miragliano_2_emp	ovn_arb_settlement_major_2
1783976090	wh_main_special_settlement_miragliano_3_emp	ovn_arb_settlement_major_3
1783976091	wh_main_special_settlement_miragliano_4_emp	ovn_arb_settlement_major_4
1783976092	wh_main_special_settlement_miragliano_5_emp	ovn_arb_settlement_major_5
1783976093	wh_main_special_settlement_altdorf_1_emp	ovn_arb_settlement_major_1
1783976094	wh_main_special_settlement_altdorf_2_emp	ovn_arb_settlement_major_2
1783976095	wh_main_special_settlement_altdorf_3_emp	ovn_arb_settlement_major_3
1783976096	wh_main_special_settlement_altdorf_4_emp	ovn_arb_settlement_major_4
1783976097	wh_main_special_settlement_altdorf_5_emp	ovn_arb_settlement_major_5
