id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables;1;db/building_level_armed_citizenry_junctions_tables/ovn_araby_only		
60530174	ovn_arb_settlement_major_1	ovn_arb_settlement_major_1
60530175	ovn_arb_settlement_major_2	ovn_arb_settlement_major_2
60530176	ovn_arb_settlement_major_3	ovn_arb_settlement_major_3
60530177	ovn_arb_settlement_major_4	ovn_arb_settlement_major_4
60530178	ovn_arb_settlement_major_5	ovn_arb_settlement_major_5
60530179	ovn_arb_settlement_minor_1	ovn_arb_settlement_minor_1
60530180	ovn_arb_settlement_minor_2	ovn_arb_settlement_minor_2
60530181	ovn_arb_settlement_minor_3	ovn_arb_settlement_minor_3
60530182	ovn_arb_special_settlement_al_haikk_1	ovn_arb_settlement_major_1
60530183	ovn_arb_special_settlement_al_haikk_1	ovn_arb_settlement_special
60530184	ovn_arb_special_settlement_al_haikk_2	ovn_arb_settlement_major_2
60530185	ovn_arb_special_settlement_al_haikk_2	ovn_arb_settlement_special
60530186	ovn_arb_special_settlement_al_haikk_3	ovn_arb_settlement_major_3
60530187	ovn_arb_special_settlement_al_haikk_3	ovn_arb_settlement_special
60530188	ovn_arb_special_settlement_al_haikk_4	ovn_arb_settlement_major_4
60530189	ovn_arb_special_settlement_al_haikk_4	ovn_arb_settlement_special
60530190	ovn_arb_special_settlement_al_haikk_5	ovn_arb_settlement_major_5
60530191	ovn_arb_special_settlement_al_haikk_5	ovn_arb_settlement_special
60530192	ovn_arb_defence_major_1	ovn_arb_defence_major_1
60530193	ovn_arb_defence_major_2	ovn_arb_defence_major_2
60530194	ovn_arb_defence_major_3	ovn_arb_defence_major_3
60530195	ovn_arb_defence_minor_1	ovn_arb_defence_minor_1
60530196	ovn_arb_defence_minor_2	ovn_arb_defence_minor_2
60530197	ovn_arb_defence_norsca_1	ovn_arb_defence_minor_1
60530198	ovn_arb_defence_major_1_scythans	wh2_dlc09_tmb_defence_major_1
60530199	ovn_arb_defence_major_2_scythans	wh2_dlc09_tmb_defence_major_2
60530200	ovn_arb_defence_major_3_scythans	wh2_dlc09_tmb_defence_major_3
60530201	ovn_arb_defence_minor_1_scythans	wh2_dlc09_tmb_defence_minor_1
60530202	ovn_arb_defence_minor_2_scythans	wh2_dlc09_tmb_defence_minor_2
