building_chain	id
#building_chain_availability_sets_tables;0;db/building_chain_availability_sets_tables/ovn_fimir_res	
ovn_fimir_resource_obsidian	ovn_fimir
ovn_fimir_resource_dyes	ovn_fimir
ovn_fimir_resource_exotic_animals	ovn_fimir
ovn_fimir_resource_furs	ovn_fimir
ovn_fimir_resource_gemstones	ovn_fimir
ovn_fimir_resource_ivory	ovn_fimir
ovn_fimir_resource_pastures	ovn_fimir
ovn_fimir_resource_salt	ovn_fimir
ovn_fimir_resource_spices	ovn_fimir
ovn_fimir_resource_wine	ovn_fimir
ovn_fimir_resource_marble	ovn_fimir
ovn_fimir_resource_timber	ovn_fimir
ovn_fimir_resource_gold	ovn_fimir
ovn_fimir_resource_iron	ovn_fimir
ovn_fimir_resource_pottery	ovn_fimir
ovn_fimir_resource_medicine	ovn_fimir
