key	group	initial_unit_count	pool	faction_requirement	subculture_requirement	tech_requirement
#mercenary_pool_to_groups_junctions_tables;1;db/mercenary_pool_to_groups_junctions_tables/ovn_araby_only						
63452341	ovn_arb_art_grand_bombard_ror	1	ovn_arb_units_of_renown_pool		ovn_sc_arb_araby	
63452342	ovn_arb_veh_naphtha_thrower_ror	1	ovn_arb_units_of_renown_pool		ovn_sc_arb_araby	
63452343	ovn_arb_cav_lancer_camels_ror	1	ovn_arb_units_of_renown_pool		ovn_sc_arb_araby	
63452344	ovn_arb_cav_arabyan_knights_ror	1	ovn_arb_units_of_renown_pool		ovn_sc_arb_araby	
63452345	ovn_arb_cav_sipahis_ror	1	ovn_arb_units_of_renown_pool		ovn_sc_arb_araby	
63452346	ovn_arb_cav_flying_carpets_ror	1	ovn_arb_units_of_renown_pool		ovn_sc_arb_araby	
63452347	ovn_arb_inf_arabyan_warriors_ror	1	ovn_arb_units_of_renown_pool		ovn_sc_arb_araby	
63452348	ovn_arb_mon_desert_spirit_ror	1	ovn_arb_units_of_renown_pool		ovn_sc_arb_araby	
63452349	ovn_arb_mon_fire_efreet_ror	1	ovn_arb_units_of_renown_pool		ovn_sc_arb_araby	
63452350	ovn_arb_mon_sea_nymph_ror	1	ovn_arb_units_of_renown_pool		ovn_sc_arb_araby	
63452351	ovn_arb_mon_war_elephant_ror_2	1	ovn_arb_units_of_renown_pool		ovn_sc_arb_araby	
63452352	ovn_arb_mon_war_elephant_ror_1	1	ovn_arb_units_of_renown_pool		ovn_sc_arb_araby	
63452353	ovn_arb_inf_jezzails_ror	1	ovn_arb_units_of_renown_pool		ovn_sc_arb_araby	
63452354	ovn_arb_mon_tempest_djinn_ror	1	ovn_arb_units_of_renown_pool		ovn_sc_arb_araby	
63452355	ovn_arb_inf_arabyan_guard_ror	1	ovn_arb_units_of_renown_pool		ovn_sc_arb_araby	
63452359	ovn_arb_inf_naffatun_ror	1	ovn_arb_units_of_renown_pool		ovn_sc_arb_araby	
63452360	ovn_arb_art_quadballista_ror	1	ovn_arb_units_of_renown_pool		ovn_sc_arb_araby	
63452361	ovn_arb_inf_sharkas_slaves	1	ovn_arb_units_of_renown_pool		ovn_sc_arb_araby	
