hint	key
#character_skill_utilization_hints_junctions_tables;0;db/character_skill_utilization_hints_junctions_tables/ovn_araby_only	
USELESS_ALWAYS	arb_scythan_tomb_king_units
USELESS_ALWAYS	ovn_skill_arb_all_unique_ward_of_the_one
USELESS_ALWAYS	roy_skill_arb_agent_missile_res
USELESS_ALWAYS	roy_skill_champion_arb_guard
USELESS_ALWAYS	roy_skill_champion_arb_sergeant
USELESS_ALWAYS	roy_skill_champion_arb_warrior
USELESS_ALWAYS	arb_fatandira_unique_1
USELESS_ALWAYS	arb_fatandira_unique_2
USELESS_ALWAYS	arb_fatandira_unique_3
USELESS_ALWAYS	arb_fatandira_unique_4
USELESS_ALWAYS	arb_fatandira_unique_5
USELESS_ALWAYS	arb_fatandira_unique_6
USELESS_ALWAYS	arb_fatandira_aimed_shot
USELESS_ALWAYS	arb_fatandira_aimed_shot_cooldown
USELESS_ALWAYS	ovn_skill_arb_army_buff_infantry_basic
USELESS_ALWAYS	ovn_skill_arb_army_buff_infantry_advanced
USELESS_ALWAYS	ovn_skill_arb_army_buff_cavalry_melee
USELESS_ALWAYS	ovn_skill_arb_army_buff_monsters
USELESS_ALWAYS	ovn_skill_arb_army_buff_settled_rank7
USELESS_ALWAYS	ovn_skill_arb_lord_campaign_army
USELESS_ALWAYS	arb_golden_magus_sultan_seas
USELESS_ALWAYS	arb_golden_magus_old_gold
USELESS_ALWAYS	arb_golden_magus_master_djinn
USELESS_ALWAYS	arb_golden_magus_wishmaster
USELESS_ALWAYS	arb_golden_magus_aether_tether
USELESS_ALWAYS	arb_golden_magus_sphere_changer
USELESS_ALWAYS	arb_golden_magus_master_sorcerer
USELESS_ALWAYS	arb_golden_magus_tzeentch_servant
USELESS_ALWAYS	roy_skill_arb_nomad_doppelgang
USELESS_ALWAYS	roy_skill_arb_nomad_strike_from_the_shadows
USELESS_ALWAYS	ovn_araby_Friend_Of_Evil
USELESS_ALWAYS	ovn_araby_unyeilding_stride
USELESS_ALWAYS	arb_jaffar_unique_0
USELESS_ALWAYS	arb_jaffar_unique_1
USELESS_ALWAYS	arb_jaffar_unique_2
USELESS_ALWAYS	arb_jaffar_unique_3
USELESS_ALWAYS	arb_jaffar_unique_4
USELESS_ALWAYS	arb_jaffar_unique_5
USELESS_ALWAYS	arb_vizier_administrator
USELESS_ALWAYS	arb_vizier_scholar
USELESS_ALWAYS	arb_vizier_schemer
USELESS_ALWAYS	ovn_skill_magic_desert_mirage
USELESS_ALWAYS	ovn_skill_magic_desert_blessing_of_the_elements
USELESS_ALWAYS	ovn_skill_magic_desert_sunstrike_lord
USELESS_ALWAYS	ovn_skill_magic_desert_quicksand_lord
USELESS_ALWAYS	ovn_skill_magic_desert_sandstorm_lord
USELESS_ALWAYS	ovn_skill_magic_desert_sunstrike
USELESS_ALWAYS	ovn_skill_magic_desert_quicksand
USELESS_ALWAYS	ovn_skill_magic_desert_sandstorm
USELESS_ALWAYS	arb_sheikh_mehmed_unique_0
USELESS_ALWAYS	arb_sheikh_mehmed_unique_1
USELESS_ALWAYS	arb_sheikh_mehmed_unique_2
USELESS_ALWAYS	arb_sheikh_mehmed_unique_3
USELESS_ALWAYS	arb_sheikh_mehmed_unique_4
USELESS_ALWAYS	arb_sheikh_mehmed_unique_5
USELESS_ALWAYS	arb_champion_wazar_unique_0
USELESS_ALWAYS	arb_champion_wazar_unique_1
USELESS_ALWAYS	arb_champion_wazar_unique_2
USELESS_ALWAYS	arb_champion_wazar_unique_3
USELESS_ALWAYS	arb_champion_wazar_unique_4
USELESS_ALWAYS	arb_champion_wazar_unique_5
USELESS_ALWAYS	arb_sheikh_administrator
USELESS_ALWAYS	arb_sheikh_city
USELESS_ALWAYS	arb_sheikh_nomad
