id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/rhox_araby_fatandira		
rhox_fatandira_pooled_resource_1	rhox_fatandira_pooled_resource_1	0.0000
rhox_fatandira_pooled_resource_2	rhox_fatandira_pooled_resource_2	0.0000
rhox_fatandira_pooled_resource_3	rhox_fatandira_pooled_resource_3	0.0000
rhox_fatandira_pooled_resource_4	rhox_fatandira_pooled_resource_4	0.0000
rhox_fatandira_pooled_resource_5	rhox_fatandira_pooled_resource_5	0.0000
rhox_fatandira_pooled_resource_6	rhox_fatandira_pooled_resource_6	0.0000
rhox_fatandira_pooled_resource_7	rhox_fatandira_pooled_resource_7	0.0000
rhox_fatandira_pooled_resource_8	rhox_fatandira_pooled_resource_8	0.0000
rhox_fatandira_pooled_resource_9	rhox_fatandira_pooled_resource_9	0.0000
rhox_fatandira_meter_group	rhox_fatandira_meter_group	0.0000
rhox_araby_fatandira_vs_araby	rhox_araby_fatandira_vs_araby	0.0000
rhox_araby_fatandira_vs_tk	rhox_araby_fatandira_vs_tk	0.0000
