id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/ovn_golden_magus		
wh2_dlc11_infamy_factions_ovn_arb_golden_fleet	wh2_dlc11_infamy_factions	0.0000
rhox_araby_occupation_group	rhox_araby_occupation_group	0.0000
rhox_araby_gm_occupation_group	rhox_araby_gm_occupation_group	1.0000
rhox_araby_captive_group	rhox_araby_captive_group	0.0000
rhox_araby_gm_captive_group	rhox_araby_gm_captive_group	1.0000
rhox_araby_slave_captive_jaffar	rhox_araby_slave_captive_group	0.0000
rhox_araby_slave_captive_kalabad	rhox_araby_slave_captive_group	0.0000
rhox_araby_slave_captive_golden_fleet	rhox_araby_slave_captive_group	0.0000
ovn_araby_flaming_scimitar_boat_wom	wh3_main_winds_of_magic	0.0000
rhox_araby_fatandira_captive_group	rhox_araby_fatandira_captive_group	0.0000
rhox_araby_fatandira_numas_gift	rhox_araby_fatandira_numas_gift	0.0000
rhox_araby_slave_captive_sultanate_ind	rhox_araby_slave_captive_group	0.0000
rhox_araby_slave_captive_cult_of_djinns	rhox_araby_slave_captive_group	0.0000
