id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/rhox_araby_event_feed		
event_feed_cult_ovn_araby	event_feed_cult_ovn_araby	0.0000
event_feed_cult_ovn_araby_attrition_desertion	event_feed_cult_ovn_araby_attrition_desertion	0.0000
event_feed_cult_ovn_araby_battle_attack_outcome_defeat	event_feed_cult_ovn_araby_battle_attack_outcome_defeat	0.0000
event_feed_cult_ovn_araby_battle_attack_outcome_draw	event_feed_cult_ovn_araby_battle_attack_outcome_draw	0.0000
event_feed_cult_ovn_araby_battle_attack_outcome_victory	event_feed_cult_ovn_araby_battle_attack_outcome_victory	0.0000
event_feed_agent_action_all_failure_critical_hinder_army_ovn_araby	event_feed_agent_action_all_failure_critical_hinder_army_ovn_araby	0.0000
event_feed_agent_action_all_failure_critical_hinder_character_ovn_araby	event_feed_agent_action_all_failure_critical_hinder_character_ovn_araby	0.0000
event_feed_agent_action_all_failure_critical_hinder_province_ovn_araby	event_feed_agent_action_all_failure_critical_hinder_province_ovn_araby	0.0000
event_feed_agent_action_all_failure_hinder_army_ovn_araby	event_feed_agent_action_all_failure_hinder_army_ovn_araby	0.0000
event_feed_agent_action_all_failure_hinder_character_ovn_araby	event_feed_agent_action_all_failure_hinder_character_ovn_araby	0.0000
event_feed_agent_action_all_failure_hinder_province_ovn_araby	event_feed_agent_action_all_failure_hinder_province_ovn_araby	0.0000
event_feed_agent_action_all_hinder_character_ovn_araby	event_feed_agent_action_all_hinder_character_ovn_araby	0.0000
event_feed_agent_action_all_success_critical_hinder_character_ovn_araby	event_feed_agent_action_all_success_critical_hinder_character_ovn_araby	0.0000
event_feed_agent_action_champion_hinder_army_ovn_araby	event_feed_agent_action_champion_hinder_army_ovn_araby	0.0000
event_feed_agent_action_dignitary_hinder_army_ovn_araby	event_feed_agent_action_dignitary_hinder_army_ovn_araby	0.0000
event_feed_agent_action_spy_hinder_army_ovn_araby	event_feed_agent_action_spy_hinder_army_ovn_araby	0.0000
event_feed_agent_action_wizard_hinder_army_ovn_araby	event_feed_agent_action_wizard_hinder_army_ovn_araby	0.0000
event_feed_cult_character_dies_battle_ovn_araby	event_feed_cult_character_dies_battle_ovn_araby	0.0000
event_feed_scripted_intro_ovn_araby	event_feed_scripted_intro_ovn_araby	0.0000
event_feed_agent_action_champion_hinder_settlement_ovn_araby	event_feed_agent_action_all_hinder_settlement_ovn_araby	0.0000
event_feed_agent_action_champion_hinder_settlement_plague_priest_ovn_araby	event_feed_agent_action_all_hinder_settlement_ovn_araby	0.0000
event_feed_agent_action_champion_hinder_settlement_warlock_engineer_ovn_araby	event_feed_agent_action_all_hinder_settlement_ovn_araby	0.0000
event_feed_agent_action_dignitary_hinder_settlement_ovn_araby	event_feed_agent_action_all_hinder_settlement_ovn_araby	0.0000
event_feed_agent_action_engineer_hinder_settlement_ovn_araby	event_feed_agent_action_all_hinder_settlement_ovn_araby	0.0000
event_feed_agent_action_hinder_settlement_gain_influence_ovn_araby	event_feed_agent_action_all_hinder_settlement_ovn_araby	0.0000
event_feed_agent_action_spy_hinder_settlement_ovn_araby	event_feed_agent_action_all_hinder_settlement_ovn_araby	0.0000
event_feed_agent_action_champion_hinder_army_araby	event_feed_agent_action_all_hinder_army_ovn_araby	0.0000
event_feed_agent_action_dignitary_hinder_army_araby	event_feed_agent_action_all_hinder_army_ovn_araby	0.0000
event_feed_agent_action_spy_hinder_army_araby	event_feed_agent_action_all_hinder_army_ovn_araby	0.0000
event_feed_agent_action_wizard_hinder_army_araby	event_feed_agent_action_all_hinder_army_ovn_araby	0.0000
