ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/ovn_halflings_only	
ovn_unit_abilities_crazed_cooks	halfling_cook
ovn_unit_abilities_crazed_cooks_upgraded	halfling_cook_ror
ovn_thief	ovn_mtl_veh_reaper
wh_main_unit_passive_frenzy	halfling_housewives
ovn_thief	halfling_housewives
reckless_taste	wh_main_mtl_veh_soupcart
wh_main_character_abilities_arcane_conduit	ovn_com_cha_olorin_the_grey_wizard_0
wh_main_lord_passive_hold_the_line	ovn_com_cha_aragand_the_layabout_0
wh_main_character_abilities_foe_seeker	ovn_com_cha_aragand_the_layabout_0
wh_main_hero_abilities_slippery	ovn_com_cha_aragand_the_layabout_0
ovn_character_abilities_the_recovery_of_the_king	ovn_com_cha_aragand_the_layabout_0
wh_main_lord_passive_hold_the_line	ovn_com_cha_aragand_the_layabout_1
wh_main_character_abilities_foe_seeker	ovn_com_cha_aragand_the_layabout_1
ovn_character_abilities_hair_of_the_dog	ovn_com_cha_aragand_the_layabout_1
ovn_character_passive_sobriety	ovn_com_cha_aragand_the_layabout_1
ovn_character_abilities_whirling_death	ovn_com_cha_legles_the_elf_0
ovn_character_abilities_storm_of_blades	ovn_com_cha_legles_the_elf_0
ovn_character_abilities_the_shadows_coil	ovn_com_cha_legles_the_elf_0
ovn_character_abilities_woven_mist	ovn_com_cha_legles_the_elf_0
ovn_character_passive_unlikely_friendship	ovn_com_cha_legles_the_elf_0
ovn_character_passive_self_preservation	ovn_com_cha_giblit_the_dwarf_0
wh_main_character_abilities_deadly_onslaught	ovn_com_cha_giblit_the_dwarf_0
wh_main_character_abilities_foe_seeker	ovn_com_cha_giblit_the_dwarf_0
wh_main_lord_passive_deathblow	ovn_com_cha_giblit_the_dwarf_0
ovn_thief	halfling_milittia_arch
ovn_thief	halfling_milittia_great
ovn_thief	halfling_warden_great
ovn_thief	hlf_roast_pig
ovn_thief	ovn_mtl_cav_swine_riders_0
ovn_thief	ovn_mtl_cav_poultry_riders_0
ovn_fight_eat	hlf_roast_pig
ovn_take_bite	hlf_roast_pig
ovn_dont_abandon	hlf_roast_pig
ovn_baby_dragon_breath	hlf_baby_dragon
ovn_thief	halfling_militia
ovn_feast	halfling_cook
ovn_feast	halfling_cook_ror
ovn_thief	halfling_thief
wh_main_unit_passive_deathblow	sr_ogre
wh_main_unit_passive_deathblow	sr_ogre_ror
wh_main_character_abilities_deadly_onslaught	ovn_hlf_ll
wh_main_character_abilities_foe_seeker	ovn_hlf_ll
wh_main_character_abilities_stand_your_ground	ovn_hlf_ll
wh_dlc05_spell_shadow_melkoths_mystifying_miasma	ovn_hlf_ll
wh_dlc05_spell_shadow_pit_of_shades	ovn_hlf_ll
wh_dlc05_spell_shadow_the_enfeebling_foe	ovn_hlf_ll
wh_dlc05_spell_shadow_the_penumbral_pendulum	ovn_hlf_ll
wh_dlc05_spell_shadow_the_withering	ovn_hlf_ll
ovn_thief	ovn_hlf_ll
ovn_thief	halfling_archer
ovn_thief	halfling_inf
ovn_thief	halfling_warfoot
ovn_thief	halfling_cock
ovn_thief	halfling_spear
ovn_thief	halfling_cook
ovn_thief	halfling_cook_ror
ovn_thief	halfling_cat
ovn_thief	halfling_cat_ror
wh_dlc06_unit_abilities_smoke_bomb	halfling_thief
wh_dlc03_unit_passive_drunken	halfling_thief
equipment_maintanance	elo_supply_wagon
smokeleaf_smokescreen	elo_supply_wagon
ovn_thief	ovn_mtl_art_hotpot
ovn_thief	ovn_mtl_art_hotpot_ror
ovn_thief	ovn_hlf_glibfoot
hlf_glibfoot_adv_continues	ovn_hlf_glibfoot
hlf_glibfoot_for_the_moot	ovn_hlf_glibfoot
wh_main_character_abilities_deadly_onslaught	ovn_hlf_glibfoot
hlf_glibfoot_thief_tactics	ovn_hlf_glibfoot
wh_main_character_abilities_foe_seeker	ovn_hlf_moot_general_0
wh_main_character_abilities_stand_your_ground	ovn_hlf_moot_general_0
ovn_thief	ovn_hlf_moot_general_0
ovn_thief	ovn_hlf_fieldwarden_0
wh_main_hero_abilities_slippery	ovn_hlf_fieldwarden_0
ovn_thief	ovn_hlf_master_chef_0
hlf_master_chef_regeneration_passive_aura	ovn_hlf_master_chef_0
hlf_master_chef_earth_blood_upgraded	ovn_hlf_master_chef_0
hlf_master_chef_hot_spices	ovn_hlf_master_chef_0
wh_main_character_abilities_foe_seeker	ovn_hlf_sheriff_0
wh_main_character_abilities_stand_your_ground	ovn_hlf_sheriff_0
ovn_thief	ovn_hlf_sheriff_0
hlf_master_chef_flush_soup	ovn_hlf_master_chef_0
wh_main_lord_passive_hold_the_line	ovn_hlf_sheriff_0
wh_main_character_abilities_foe_seeker	ovn_hlf_moot_general_2
wh_main_character_abilities_stand_your_ground	ovn_hlf_moot_general_2
ovn_thief	ovn_hlf_moot_general_2
hlf_master_chef_regeneration_passive_aura	ovn_hlf_master_chef_1
hlf_master_chef_earth_blood_upgraded	ovn_hlf_master_chef_1
hlf_master_chef_hot_spices	ovn_hlf_master_chef_1
equipment_maintanance	ovn_hlf_master_chef_1
smokeleaf_smokescreen	ovn_hlf_master_chef_1
hlf_master_chef_flush_soup	ovn_hlf_master_chef_1
wh_main_character_abilities_foe_seeker	ovn_hlf_sheriff_1
wh_main_character_abilities_stand_your_ground	ovn_hlf_sheriff_1
ovn_thief	ovn_hlf_sheriff_1
wh_main_lord_passive_hold_the_line	ovn_hlf_sheriff_1
ovn_hlf_ammo	elo_supply_wagon
ovn_hlf_ammo	ovn_hlf_master_chef_1
wh2_dlc10_unit_passive_unbinding_alith_anar	ovn_hlf_mislead_summoned
ovn_thief	ovn_hlf_bee_throwers
ovn_thief	ovn_mtl_cav_battleram_riders_0
ovn_unit_passive_running_with_the_herd	ovn_hlf_sheep_dogs
ovn_thief	hlf_gatherers
hlf_gatherers_yank	hlf_gatherers
wh_main_character_abilities_deadly_onslaught	ovn_hlf_ll_battle_ram
wh_main_character_abilities_foe_seeker	ovn_hlf_ll_battle_ram
wh_main_character_abilities_stand_your_ground	ovn_hlf_ll_battle_ram
wh_dlc05_spell_shadow_melkoths_mystifying_miasma	ovn_hlf_ll_battle_ram
wh_dlc05_spell_shadow_pit_of_shades	ovn_hlf_ll_battle_ram
wh_dlc05_spell_shadow_the_enfeebling_foe	ovn_hlf_ll_battle_ram
wh_dlc05_spell_shadow_the_penumbral_pendulum	ovn_hlf_ll_battle_ram
wh_dlc05_spell_shadow_the_withering	ovn_hlf_ll_battle_ram
ovn_thief	ovn_hlf_ll_battle_ram
wh_main_character_abilities_deadly_onslaught	ovn_hlf_ll_swan
wh_main_character_abilities_foe_seeker	ovn_hlf_ll_swan
wh_main_character_abilities_stand_your_ground	ovn_hlf_ll_swan
wh_dlc05_spell_shadow_melkoths_mystifying_miasma	ovn_hlf_ll_swan
wh_dlc05_spell_shadow_pit_of_shades	ovn_hlf_ll_swan
wh_dlc05_spell_shadow_the_enfeebling_foe	ovn_hlf_ll_swan
wh_dlc05_spell_shadow_the_penumbral_pendulum	ovn_hlf_ll_swan
wh_dlc05_spell_shadow_the_withering	ovn_hlf_ll_swan
ovn_thief	ovn_hlf_ll_swan
wh_main_character_abilities_foe_seeker	ovn_hlf_moot_general_3
wh_main_character_abilities_stand_your_ground	ovn_hlf_moot_general_3
ovn_thief	ovn_hlf_moot_general_3
ovn_thief	ovn_mtl_cav_swan_riders_0
ovn_thief	ovn_hlf_fieldwarden_1
wh_main_hero_abilities_slippery	ovn_hlf_fieldwarden_1
ovn_feast	halfling_pantry_guards_ror
wh_main_unit_passive_deathblow	halfling_pantry_guards_ror
ovn_thief	halfling_pantry_guards_ror
ovn_thief	halfling_knights_kitchentable_ror
ovn_thief	halfling_lords_of_harvest_ror
hlf_gatherers_yank	halfling_lords_of_harvest_ror
wh_main_lord_passive_hold_the_line	cr_mtl_cha_matron_moot_0
wh3_main_unit_passive_single_entity	cr_mtl_cha_matron_moot_0
