key	campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;5;db/character_skill_nodes_tables/ovn_halflings_matron										
cr_skill_node_mtl_matron_misc_01		wh_main_skill_all_lord_battle_brass-lunged	cr_skill_node_set_mtl_matron		0.0	4.0		0	0	true
cr_skill_node_mtl_matron_misc_02		wh_main_skill_emp_lord_battle_hold_the_line	cr_skill_node_set_mtl_matron		0.0	5.0		0	0	true
cr_skill_node_mtl_matron_misc_03		wh_main_skill_emp_all_unique_sigmars_ward	cr_skill_node_set_mtl_matron		0.0	6.0		0	0	true
cr_skill_node_mtl_matron_immortality		wh2_main_skill_all_immortality_lord	cr_skill_node_set_mtl_matron		0.0	7.0		0	0	true
cr_skill_node_mtl_matron_unique_01		cr_skill_mtl_matron_esmeralda_worship	cr_skill_node_set_mtl_matron		1.0	0.0		0	0	true
cr_skill_node_mtl_matron_unique_02		cr_skill_mtl_matron_phineas_worship	cr_skill_node_set_mtl_matron		1.0	1.0		0	0	true
cr_skill_node_mtl_matron_unique_03		cr_skill_mtl_matron_josias_worship	cr_skill_node_set_mtl_matron		1.0	2.0		0	0	true
cr_skill_node_mtl_matron_unique_04		cr_skill_mtl_matron_groplotta_worship	cr_skill_node_set_mtl_matron		1.0	3.0		0	0	true
cr_skill_node_mtl_matron_unique_05		cr_skill_mtl_matron_hyacinth_worship	cr_skill_node_set_mtl_matron		1.0	4.0		0	0	true
cr_skill_node_mtl_matron_unique_06		cr_skill_mtl_matron_gaffey_worship	cr_skill_node_set_mtl_matron		1.0	5.0		0	0	true
cr_skill_node_mtl_matron_unique_07		cr_skill_mtl_matron_quinsberry_worship	cr_skill_node_set_mtl_matron		1.0	6.0		0	0	true
cr_skill_node_mtl_matron_magic1_01		cr_skill_all_magic_moot_01_40_goulashes	cr_skill_node_set_mtl_matron		2.0	0.0		0	0	true
cr_skill_node_mtl_matron_magic1_02		cr_skill_all_magic_moot_03_whiff_of_home_and_hearth	cr_skill_node_set_mtl_matron		2.0	1.0		0	0	true
cr_skill_node_mtl_matron_magic1_03		cr_skill_all_magic_moot_02_phineas_wrath	cr_skill_node_set_mtl_matron		2.0	2.0		0	0	true
cr_skill_node_mtl_matron_magic1_04		cr_skill_all_magic_moot_04_josiass_bodily_cleanse	cr_skill_node_set_mtl_matron		2.0	3.0		0	0	true
cr_skill_node_mtl_matron_magic1_05		cr_skill_all_magic_moot_05_barnyard_stampede	cr_skill_node_set_mtl_matron		2.0	4.0		0	0	true
cr_skill_node_mtl_matron_magic1_06		wh_main_skill_all_magic_all_06_evasion	cr_skill_node_set_mtl_matron		2.0	5.0		0	4	true
cr_skill_node_mtl_matron_magic1_09		cr_skill_all_magic_moot_09_esmeraldas_last_course	cr_skill_node_set_mtl_matron		2.0	6.0		0	0	true
