variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
#variants_tables;6;db/variants_tables/ovn_halflings_only							
ovn_com_cha_olorin_the_grey_wizard		com_olorin_the_grey_wizard		1.0000	1.1500	0.0500	
ovn_com_cha_aragand_the_layabout		com_aragand_the_layabout		1.0000	1.1500	0.0500	
ovn_com_cha_aragand_the_layabout_sober		com_aragand_the_layabout_sober		1.0000	1.1500	0.0500	
ovn_com_cha_legles_the_elf		com_legles_the_elf		1.0000	1.1500	0.0500	
ovn_com_cha_giblit_the_dwarf		com_giblit_the_dwarf		1.0000	1.1500	0.0500	
elo_supply_wagon		mtl_chuckwagon_campaign_01		1.0000	1.0000	-0.0000	
ovn_mtl_warpony_draught		emp_warhorse		1.0000	0.8500	0.0000	
ovn_mtl_warpony_armoured_draught		emp_warhorse_armoured		1.0000	0.8500	0.0000	
halfling_archer		halfling_archer		1.0000	0.8000	0.0500	
halfling_inf		halfling_inf		1.0000	0.8000	0.0500	
halfling_cock		halfling_cock		1.0000	0.8000	0.0500	
halfling_warfoot		halfling_warfoot		1.0000	0.8000	0.0500	
sr_ogre		ogr_hlf_ogre		1.0000	1.0000	0.0500	
wh_dwf_dwarf_tank		emp_state_troops		0.5000	0.5000	0.0000	
wh_dwf_dwarf_tank_turret		wh_dwf_dwarf_tank_turret		0.5000	0.5000	0.0000	
halfling_cook		halfling_cook		1.0000	0.8000	0.0500	
halfling_spear		halfling_spear		1.0000	0.8000	0.0500	
halfling_thief		halfling_thief		1.0000	0.8000	0.0500	
halfling_cook_ror		halfling_cook_ror		1.0000	0.8000	0.0500	
ovn_hlf_ll		halfling_lord		0.8000	0.8000	0.0000	
half_pig		half_pig		0.6500	0.6500	0.1000	
halfling_milittia_arch		halfling_milittia_arch		1.0000	0.8000	0.0500	
halfling_milittia_great		halfling_milittia_great		1.0000	0.8000	0.0500	
halfling_warden_great		halfling_warden_great		1.0000	0.8000	0.0500	
hlf_baby_dragon		hlf_baby_dragon		0.5000	0.5000	0.0000	
hlf_roast_pig		hlf_roast_pig		0.8000	0.8000	0.0000	
halfling_militia		halfling_militia		1.0000	0.8000	0.0500	
ovn_hlf_moot_general_0		halfling_moot_general		1.0000	0.9000	0.0000	
ovn_hlf_moot_general_01		halfling_moot_general_1		1.0000	0.9000	0.0000	
ovn_hlf_fieldwarden_0		halfling_fieldwarden		1.0000	0.9000	0.0000	
ovn_hlf_fieldwarden_1		halfling_fieldwarden_1		1.0000	0.9000	0.0000	
ovn_hlf_master_chef_0		halfling_master_chef		1.0000	0.9000	0.0000	
ovn_hlf_master_chef_1		halfling_master_chef_1		1.0000	0.9000	0.0000	
ovn_hlf_sheriff_0		halfling_sheriff		1.0000	0.9000	0.0000	
ovn_hlf_master_chef_0_wagon		halfling_master_chef_wagon		1.0000	0.9000	0.0000	
ovn_hlf_master_chef_1_wagon		halfling_master_chef_1_wagon		1.0000	0.9000	0.0000	
ovn_mtl_swine_lord_general	VariantMeshes\wh_variantmodels\bo1\grn\grn_warboar\tech	mtl_swine		1.0000	0.9000	0.0500	
ovn_hlf_sheriff_1		halfling_sheriff_2		1.0000	0.9000	0.0000	
ovn_mtl_swine	VariantMeshes\wh_variantmodels\bo1\grn\grn_warboar\tech	mtl_swine		1.0000	0.8000	0.0000	
ovn_mtl_swine_rider		halfling_militia		1.0000	0.8000	0.0000	
wh_main_vehicle_halftank		mtl_halftank		1.0000	0.6500	0.0000	
wh_main_mtl_soupcart_rider		mtl_soupcart_rider		1.0000	0.8500	0.0000	
ovn_mtl_auroch		mtl_auroch		1.0000	1.0000	0.0500	
ovn_mtl_reaper_blade		mtl_reaper_blade		1.0000	1.0000	0.0000	
ovn_mtl_reaper_rider		mtl_reaper_rider		1.0000	0.8000	0.0000	
halfling_housewives		halfling_housewives		1.0000	0.8000	0.0500	
ovn_mtl_battleram_riders		ovn_mtl_battleram_riders		1.0000	0.7500	0.0000	
ovn_mtl_battleram		ovn_mtl_battleram		1.0500	0.8100	0.0000	
sr_ogre_ror		ogr_hlf_ogre_ror		1.0000	1.2000	0.1000	
halfling_piggyback_mount		halfling_piggyback_mount		1.0000	0.8000	0.0000	
halfling_piggyback_rider		halfling_gatherers_rider		1.0000	0.8000	0.0000	
ovn_cam_mtl_battleram	VariantMeshes\wh_variantmodels\bo1\grn\grn_warboar\tech	ovn_mtl_battleram		1.0500	0.8100	0.0000	
ovn_mtl_swan	VariantMeshes\wh_variantmodels\bi1\wef\wef_great_eagle\body\tech	mtl_swan		0.7500	0.8000	0.0000	
ovn_mtl_swan_mgeneral	VariantMeshes\wh_variantmodels\bi1\wef\wef_great_eagle\body\tech	mtl_swan_mgeneral		0.7500	0.8000	0.0000	
ovn_mtl_swan_rider		mtl_swan_rider		1.0000	0.8000	0.0000	
ovn_mtl_poultry_rider_0		halfling_rooster_rider		1.0000	0.8000	0.0000	
ovn_mtl_poultry		mtl_poultry		1.0000	0.8000	0.0000	
