order	special_ability	target_self	target_friends	target_enemies	phase
#special_ability_to_special_ability_phase_junctions_tables;2;db/special_ability_to_special_ability_phase_junctions_tables/ovn_halflings_only					
1	ovn_feast	false	true	false	ovn_feast
1	ovn_thief	false	true	false	ovn_thief
1	ovn_fight_eat	false	true	false	ovn_fight_eat
1	ovn_take_bite	false	true	false	ovn_take_bite
1	ovn_dont_abandon	false	true	false	ovn_dont_abandon
1	ammo_supply	false	true	false	ammo_supply
1	equipment_maintanance	false	true	false	equipment_maintanance
1	smokeleaf_smokescreen	false	true	false	smokeleaf_smokescreen
1	elo_superfood	false	true	false	elo_superfood
1	ovn_character_passive_sobriety	false	true	false	ovn_character_passive_sobriety
1	ovn_character_abilities_hair_of_the_dog	false	true	false	ovn_character_abilities_hair_of_the_dog
1	ovn_character_abilities_whirling_death	false	true	false	wh2_dlc16_unit_abilities_whirling_death
1	ovn_character_abilities_storm_of_blades	false	true	false	wh_dlc05_unit_abilities_storm_of_blades
1	ovn_character_abilities_the_shadows_coil	false	true	false	wh_dlc05_unit_abilities_the_shadows_coil
1	ovn_character_abilities_woven_mist	false	true	false	wh_dlc05_unit_abilities_woven_mist
1	ovn_character_passive_unlikely_friendship	false	true	false	ovn_character_passive_unlikely_friendship
1	ovn_character_passive_self_preservation	false	true	false	ovn_character_passive_self_preservation
0	hlf_glibfoot_adv_continues	false	true	false	ovn_hlf_glibfoot_adv_continues
1	hlf_glibfoot_for_the_moot	false	true	false	hlf_glibfoot_for_the_moot
1	hlf_glibfoot_willowblade_ability	false	true	false	hlf_glibfoot_willowblade_ability
1	hlf_glibfoot_thief_tactics	false	true	false	hlf_glibfoot_thief_tactics
1	hlf_master_chef_regeneration_passive_aura	false	true	false	hlf_master_chef_regeneration_passive_aura
0	hlf_master_chef_hot_spices	false	true	false	hlf_master_chef_hot_spices
1	hlf_master_chef_earth_blood	false	true	false	hlf_master_chef_earth_blood
1	hlf_master_chef_earth_blood_upgraded	false	true	false	hlf_master_chef_earth_blood_upgraded
1	ovn_hlf_ammo	false	true	false	ovn_hlf_ammo
1	ovn_unit_passive_running_with_the_herd	false	true	false	ovn_unit_passive_running_with_the_herd
1	hlf_gatherers_yank	false	true	false	hlf_gatherers_yank
1	cr_lore_passive_whiff_of_home_and_hearth	false	true	false	cr_lore_passive_whiff_of_home_and_hearth
1	cr_spell_moot_40_goulashes	false	false	true	cr_spell_moot_40_goulashes
1	cr_spell_moot_40_goulashes_upgraded	false	false	false	cr_spell_moot_40_goulashes_upgraded
1	cr_spell_moot_esmeraldas_last_course	false	true	false	cr_spell_moot_esmeraldas_last_course
1	cr_spell_moot_esmeraldas_last_course_upgraded	false	true	false	cr_spell_moot_esmeraldas_last_course_upgraded
1	cr_spell_moot_haffenlyver	false	true	false	cr_spell_moot_haffenlyver
1	cr_spell_moot_haffenlyver_upgraded	false	true	false	cr_spell_moot_haffenlyver_upgraded
