id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/ovn_halflings		
ovn_sc_halflings_occupation_decision_loot	ovn_sc_halflings_occupation_decision_loot	0.0
ovn_sc_halflings_occupation_decision_occupy	ovn_sc_halflings_occupation_decision_occupy	0.0
ovn_sc_halflings_occupation_decision_raze_without_occupy	ovn_sc_halflings_occupation_decision_raze_without_occupy	0.0
ovn_sc_halflings_occupation_decision_resettle	ovn_sc_halflings_occupation_decision_resettle	0.0
ovn_sc_halflings_occupation_decision_sack	ovn_sc_halflings_occupation_decision_sack	0.0
ovn_sc_halflings_occupation_decision_vassal	ovn_sc_halflings_occupation_decision_vassal	0.0
ovn_sc_halflings_occupation_decision_colonise	ovn_sc_halflings_occupation_decision_colonise	0.0
ovn_sc_halflings_occupation_decision_do_nothing	ovn_sc_halflings_occupation_decision_do_nothing	0.0
diplomacy_Faction_Halfling_&_Negative	diplomacy_Faction_Halfling_&_Negative	25.0
diplomacy_Faction_Halfling_&_Positive	diplomacy_Faction_Halfling_&_Positive	25.0
diplomacy_Faction_Halfling	diplomacy_Faction_Halfling	25.0
diplomacy_Faction_comradeship_&_Negative	diplomacy_Faction_comradeship_&_Negative	25.0
diplomacy_Faction_comradeship_&_Positive	diplomacy_Faction_comradeship_&_Positive	25.0
diplomacy_Faction_comradeship	diplomacy_Faction_comradeship	25.0
ovn_halflings	ovn_halflings	0.0
