faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character	campaign_exclusive	armory_item_set
#units_custom_battle_permissions_tables;10;db/units_custom_battle_permissions_tables/ovn_halflings_only_custom_battles									
ovn_hlf_the_moot	false	halfling_housewives	true	true				false	
ovn_hlf_the_moot	false	ovn_mtl_veh_reaper	true	true				false	
ovn_hlf_the_moot	true	ovn_hlf_glibfoot	true	true	ui/portraits/portholes/no_culture/ovn_hlf_glibfoot.png	ovn_hlf_glibfoot	hlf_glibfoot	false	
ovn_hlf_the_moot	true	ovn_hlf_moot_general_0	true	true	ui/portraits/portholes/no_culture/ovn_hlf_moot_general.png	ovn_hlf_moot_general	wh_main_grn_cha_orc_warboss_0	false	
ovn_hlf_the_moot	false	ovn_hlf_master_chef_0	true	true	ui/portraits/portholes/no_culture/ovn_hlf_master_chef.png	ovn_hlf_master_chef_1		false	
ovn_hlf_the_moot	false	ovn_hlf_sheriff_0	true	true	ui/portraits/portholes/no_culture/ovn_hlf_sheriff_0.png	ovn_hlf_sheriff_0		false	
ovn_hlf_the_moot	true	ovn_hlf_moot_general_2	true	true	ui/portraits/portholes/no_culture/ovn_hlf_moot_general.png	ovn_hlf_moot_general_1_poultry	wh_main_grn_cha_orc_warboss_0	false	
ovn_hlf_the_moot	false	ovn_hlf_master_chef_1	true	true	ui/portraits/portholes/no_culture/ovn_hlf_master_chef.png	ovn_hlf_master_chef_1_wagon		false	
ovn_hlf_the_moot	false	ovn_hlf_sheriff_1	true	true	ui/portraits/portholes/no_culture/ovn_hlf_sheriff_0.png	ovn_hlf_sheriff_1		false	
ovn_hlf_the_moot	false	halfling_cock	true	true				false	
ovn_hlf_the_moot	false	halfling_warfoot	true	true				false	
ovn_hlf_the_moot	false	halfling_archer	true	true				false	
ovn_hlf_the_moot	false	halfling_inf	true	true				false	
ovn_hlf_the_moot	false	sr_ogre	true	true				false	
ovn_hlf_the_moot	false	wh_main_emp_cha_warrior_priest_0	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_warrior_priest_campaign_01_0.png	wh_main_uniform_emp_warrior_priest_01	wh_main_emp_cha_warrior_priest_0	false	
ovn_hlf_the_moot	false	wh_main_emp_cha_warrior_priest_1	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_warrior_priest_campaign_01_0.png	wh_main_uniform_emp_warrior_priest_01	wh_main_emp_cha_warrior_priest_1	false	
ovn_hlf_the_moot	false	wh_main_emp_cha_warrior_priest_2	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_warrior_priest_campaign_01_0.png	wh_main_uniform_emp_warrior_priest_01	wh_main_emp_cha_warrior_priest_2	false	
ovn_hlf_the_moot	false	wh_main_emp_cha_wizard_fire_0	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_fire_campaign_01_0.png	wh_main_uniform_emp_bright_wizard_01	wh_main_emp_cha_wizard_fire_0	false	
ovn_hlf_the_moot	false	wh_main_emp_cha_wizard_fire_1	true	true	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_fire_campaign_01_0.png	wh_main_uniform_emp_bright_wizard_01	wh_main_emp_cha_wizard_fire_1	false	
