id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables;1;db/building_level_armed_citizenry_junctions_tables/ovn_halflings		
92112446	ovn_hlf_settlement_major_3	ovn_halfling
92112447	ovn_hlf_settlement_major_2	ovn_halfling
92112448	ovn_hlf_settlement_major_4	ovn_halfling
92112449	ovn_hlf_settlement_major_2	ovn_halfling2
92112450	ovn_hlf_settlement_major_3	ovn_halfling2
92112451	ovn_hlf_settlement_major_4	ovn_halfling2
92112452	ovn_hlf_settlement_major_4	ovn_halfling
92112453	ovn_hlf_settlement_major_5	ovn_halfling2
92112454	ovn_hlf_settlement_major_1	ovn_halfling
92112455	ovn_hlf_settlement_major_5	ovn_halfling2_ogres
92112456	ovn_hlf_settlement_major_5	ovn_halfling3
92112457	ovn_hlf_settlement_major_1	ovn_hlf_bee_throwers
92112458	ovn_hlf_settlement_major_2	ovn_hlf_bee_throwers
92112459	ovn_hlf_settlement_major_3	ovn_hlf_bee_throwers
92112460	ovn_hlf_settlement_major_4	ovn_hlf_bee_throwers
92112461	ovn_hlf_settlement_major_5	ovn_hlf_bee_throwers
92112462	ovn_hlf_settlement_minor_1	ovn_halfling
92112463	ovn_hlf_settlement_minor_1	ovn_hlf_bee_throwers
92112464	ovn_hlf_settlement_minor_2	ovn_halfling
92112465	ovn_hlf_settlement_minor_2	ovn_halfling2
92112466	ovn_hlf_settlement_minor_2	ovn_hlf_bee_throwers
92112467	ovn_hlf_settlement_minor_3	ovn_halfling2
92112468	ovn_hlf_settlement_minor_3	ovn_halfling3
92112469	ovn_hlf_settlement_minor_3	ovn_hlf_bee_throwers
