attrition	unit
#campaign_map_attrition_unit_immunities_tables;0;db/campaign_map_attrition_unit_immunities_tables/ovn_halflings_only	
non_vampire_territory	ovn_hlf_glibfoot
non_vampire_territory	halfling_archer
non_vampire_territory	halfling_warfoot
non_vampire_territory	halfling_cock
non_vampire_territory	sr_ogre
non_vampire_territory	halfling_spear
non_vampire_territory	halfling_cook
non_vampire_territory	halfling_thief
non_vampire_territory	sr_ogre_ror
non_vampire_territory	halfling_cook_ror
non_vampire_territory	halfling_militia
non_vampire_territory	half_pig
non_vampire_territory	halfling_milittia_arch
non_vampire_territory	halfling_milittia_great
non_vampire_territory	hlf_baby_dragon
non_vampire_territory	halfling_cat
non_vampire_territory	halfling_cat_ror
non_vampire_territory	ovn_mtl_art_hotpot
non_vampire_territory	ovn_mtl_art_hotpot_ror
non_vampire_territory	wh_main_mtl_veh_soupcart
non_vampire_territory	ovn_mtl_cav_poultry_riders_0
non_vampire_territory	ovn_mtl_cav_swine_riders_0
non_vampire_territory	ovn_com_cha_olorin_the_grey_wizard_0
non_vampire_territory	ovn_com_cha_aragand_the_layabout_0
non_vampire_territory	ovn_com_cha_aragand_the_layabout_1
non_vampire_territory	ovn_com_cha_legles_the_elf_0
non_vampire_territory	ovn_com_cha_giblit_the_dwarf_0
non_vampire_territory	ovn_mtl_veh_reaper
non_vampire_territory	halfling_housewives
non_vampire_territory	ovn_mtl_art_hotpot_emp
non_vampire_territory	halfling_spear_emp
non_vampire_territory	halfling_militia_emp
non_vampire_territory	halfling_milittia_arch_emp
non_vampire_territory	halfling_milittia_great_emp
non_vampire_territory	halfling_cook_emp
non_vampire_territory	ovn_hlf_bee_throwers
non_vampire_territory	ovn_hlf_sheep_dogs
non_vampire_territory	ovn_mtl_cav_swan_riders_0
non_vampire_territory	halfling_knights_kitchentable_ror
non_vampire_territory	halfling_pantry_guards_ror
non_vampire_territory	halfling_lords_of_harvest_ror
non_vampire_territory	ovn_hlf_mislead_summoned
non_vampire_territory	ovn_hlf_ll
non_vampire_territory	ovn_hlf_ll_battle_ram
non_vampire_territory	ovn_hlf_ll_swan
non_vampire_territory	ovn_hlf_fieldwarden_0
non_vampire_territory	ovn_hlf_fieldwarden_1
non_vampire_territory	ovn_hlf_moot_general_0
non_vampire_territory	ovn_hlf_moot_general_2
non_vampire_territory	ovn_hlf_moot_general_3
non_vampire_territory	ovn_hlf_master_chef_0
non_vampire_territory	ovn_hlf_master_chef_1
non_vampire_territory	ovn_hlf_sheriff_0
non_vampire_territory	ovn_hlf_sheriff_1
non_vampire_territory	halfling_inf
non_vampire_territory	halfling_warden_great
non_vampire_territory	hlf_roast_pig
non_vampire_territory	elo_supply_wagon
non_vampire_territory	ovn_mtl_cav_battleram_riders_0
non_vampire_territory	hlf_gatherers
non_vampire_territory	cr_mtl_cha_matron_moot_0
