unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	unique_index	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed
#main_units_tables;4;db/main_units_tables/ovn_halflings_only																																											
ovn_hlf_glibfoot		-1	lord	1	false	ovn_hlf_glibfoot	1	0	775	wh_main_shp_transport	1	1	120	1300	275	heavy		0	2515868128	false	wh_main_vo_culture_Empire	wh2_main_lord_infantry_hybrid	0	true	dwf_warrior_15_degrees		true		5900.0000	0.0000	false	vo_culture_None	true	wh2_dlc11_vo_actor_Generic_Human	0	true	false	6	false	false		0.0000	true
halfling_archer		-1	missile_infantry	1	false	halfling_archer	80	0	550	wh_main_shp_transport	1	1	80	550	125	light		0	250589001	false	wh_main_vo_culture_Empire	missile_infantry_bow	3	false	dwf_warrior_15_degrees		false		125.0000	400.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true
halfling_warfoot		1	melee_infantry	1	false	halfling_warfoot	100	1	700	wh_main_shp_transport	1	1	100	700	175	light		0	250589003	false	wh_main_vo_culture_Empire	infantry_sword	2	false	dwf_warrior_30_degrees		false		500.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true
halfling_cock		1	missile_infantry	1	false	halfling_cock	80	1	800	wh_main_shp_transport	1	1	80	800	185	light		0	250589004	false	wh_main_vo_culture_Empire	missile_infantry_bow	3	false	dwf_warrior_15_degrees		false		125.0000	375.0000	false	vo_culture_None	true	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true
sr_ogre		-1	monstrous_infantry	1	false	sr_ogre	24	0	550	wh_main_shp_transport	1	1	16	550	137	very_heavy		0	250589005	false	wh2_twa05_vo_culture_OgreMercs	wh3_main_ogr_monstrous	2	false	ogre_infantry		false		550.0000	0.0000	true	vo_culture_None	false	wh2_twa05_vo_actor_OgreMercs	0	true	true	6	false	false		0.0000	true
halfling_spear		-1	melee_infantry	1	false	halfling_spear	100	0	250	wh_main_shp_transport	1	1	100	250	62	light		0	230689000	false	wh_main_vo_culture_Empire	infantry_spear	1	false	dwf_warrior_15_degrees		false		225.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true
halfling_cook		-1	melee_infantry	1	false	halfling_cook	48	0	600	wh_main_shp_transport	1	1	48	600	140	light		0	230688999	false	wh_main_vo_culture_Empire	infantry_axe	4	false	dwf_warrior_30_degrees		false		750.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	2	false	false		0.0000	true
halfling_thief		-1	melee_infantry	1	false	halfling_thief	80	0	440	wh_main_shp_transport	1	1	80	440	100	light		0	230688998	false	wh_main_vo_culture_Empire	infantry_sword	2	false	dwf_warrior_30_degrees		false		440.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true
sr_ogre_ror		1	monstrous_infantry	1	false	sr_ogre_ror	26	1	1200	wh_main_shp_transport	1	1	26	1200	225	heavy		0	230688997	false	wh2_twa05_vo_culture_OgreMercs	wh3_main_ogr_monstrous	3	true	ogre_infantry		false		600.0000	0.0000	true	vo_culture_None	true	wh2_twa05_vo_actor_OgreMercs	0	true	true	2	false	false		0.0000	true
halfling_cook_ror		1	melee_infantry	1	false	halfling_cook_ror	40	1	850	wh_main_shp_transport	1	1	40	850	150	light		0	230688996	false	wh_main_vo_culture_Empire	infantry_axe	4	false	dwf_warrior_30_degrees		false		750.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Empire_Infantry	0	true	false	2	false	false		0.0000	true
halfling_militia		-1	melee_infantry	1	false	halfling_militia	100	0	250	wh_main_shp_transport	1	1	100	250	62	light		0	230688997	false	wh_main_vo_culture_Empire	vmp_crypt_ghouls	1	false	dwf_warrior_15_degrees		false		225.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true
half_pig		-1	monstrous_cavalry	1	false	half_pig	60	0	425	wh_main_shp_transport	1	1	60	425	110	heavy		0	1414541	false	wh_dlc03_vo_culture_Boar	wh_dlc03_bst_razorgor	1	false	bst_razorgor_herd		false		425.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	true
halfling_milittia_arch		-1	missile_infantry	1	false	halfling_milittia_arch	80	0	350	wh_main_shp_transport	1	1	80	350	90	light		0	1414542	false	wh_main_vo_culture_Empire	missile_infantry_bow	3	false	dwf_warrior_15_degrees		false		100.0000	250.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true
halfling_milittia_great		-1	melee_infantry	1	false	halfling_milittia_great	100	0	375	wh_main_shp_transport	1	1	100	375	131	light		0	1414543	false	wh_main_vo_culture_Empire	vmp_infantry_scythe	2	false	dwf_warrior_30_degrees		false		350.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true
hlf_baby_dragon		-1	monster	2	false	hlf_baby_dragon	1	0	800	wh_main_shp_transport	1	1	1	800	225	very_heavy		0	1414545	false	wh2_main_vo_culture_Sun_Dragon	dragon	4	true	hef_dragon		true		750.0000	0.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	2	true	false		0.0000	true
halfling_cat		-1	warmachine	1	false	halfling_cat	44	0	900	wh_main_shp_transport	1	1	44	900	185	heavy		0	1049341202	true	wh_main_vo_culture_Empire	catapult	2	false	emp_soldier_15_degrees		false		60.0000	540.0000	true	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true
halfling_cat_ror		1	warmachine	1	false	halfling_cat_ror	44	1	1175	wh_main_shp_transport	1	1	44	1175	210	heavy		0	1049341203	true	wh_main_vo_culture_Empire	catapult	2	false	emp_soldier_15_degrees		false		60.0000	540.0000	true	vo_culture_None	true	wh_main_vo_actor_Empire_Infantry	0	true	false	1	false	false		0.0000	true
ovn_mtl_art_hotpot		-1	warmachine	1	false	ovn_mtl_art_hotpot	44	0	750	wh_main_shp_transport	1	1	44	750	185	heavy		0	7647363121	true	wh_main_vo_culture_Empire	catapult	2	false	emp_soldier_15_degrees		false		60.0000	540.0000	true	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true
ovn_mtl_art_hotpot_ror		1	warmachine	1	false	ovn_mtl_art_hotpot_ror	44	1	975	wh_main_shp_transport	1	1	44	975	210	heavy		0	7647363122	true	wh_main_vo_culture_Empire	catapult	2	false	emp_soldier_15_degrees		false		60.0000	540.0000	true	vo_culture_None	true	wh_main_vo_actor_Empire_Infantry	0	true	false	1	false	false		0.0000	true
wh_main_mtl_veh_soupcart		1	chariot	3	false	wh_main_mtl_veh_soupcart	1	0	2000	wh_main_shp_transport	1	1	1	2000	550	heavy		0	941444194	true	wh_main_vo_culture_Empire	emp_steam_tank	3	true	mtk_halftank		true		250.0000	600.0000	true	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	2	false	false		0.0000	true
