key	building_level	position_index	icon_name	mp_available_early	mp_available_late	info_pic	unique_index	is_civil	is_engineering	is_military
#technologies_tables;6;db/technologies_tables/ovn_hlf_buildings										
elo_halfling_conscription	wh_main_chs_port_ruin	0	wh_main_emp_state_troop_sergeants	false	false	"placeholder.tga"	8989001	false	false	true
elo_halfling_good_pots	wh_main_chs_port_ruin	0	wh_main_emp_vehicle_armour_plating	false	false	"placeholder.tga"	8989002	false	false	true
elo_halfling_farmer_tools	wh_main_chs_port_ruin	0	tech_dlc07_brt_economy_other_3	false	false	"placeholder.tga"	8989003	false	false	true
elo_halfling_training	wh_main_chs_port_ruin	0	tech_dlc07_brt_economy_other_spears	false	false	"placeholder.tga"	8989004	false	false	true
elo_halfling_housewifes	wh_main_chs_port_ruin	0	wh_main_grn_spikes_n_scythes	false	false	"placeholder.tga"	8989005	false	false	true
elo_halfling_farmer_tools_2	wh_main_chs_port_ruin	0	tech_dlc07_brt_economy_farm_1	false	false	"placeholder.tga"	8989006	false	false	true
elo_halfling_fields	wh_main_chs_port_ruin	0	tech_dlc08_nor_secrets_of_grain_n_grape	false	false	"placeholder.tga"	8989007	false	false	true
elo_halfling_borrowing	wh_main_chs_port_ruin	0	tech_dlc07_brt_economy_other_tithes	false	false	"placeholder.tga"	8989008	false	false	true
elo_halfling_tobacco_1	wh_main_chs_port_ruin	0	tech_dlc07_brt_economy_farm_3	false	false	"placeholder.tga"	8989009	false	false	true
elo_halfling_tobacco_2	wh_main_chs_port_ruin	0	tech_dlc07_brt_economy_farm_2	false	false	"placeholder.tga"	8989010	false	false	true
elo_halfling_trade_1	wh_main_chs_port_ruin	0	wh_main_emp_merchantile_fleet	false	false	"placeholder.tga"	8989011	false	false	true
elo_halfling_trade_2	wh_main_chs_port_ruin	0	tech_dlc07_brt_economy_start	false	false	"placeholder.tga"	8989012	false	false	true
elo_halfling_animals	wh_main_chs_port_ruin	0	wh2_hef_tech_pastures_call_to_the_great_herds	false	false	"placeholder.tga"	8989013	false	false	true
elo_halfling_doggos	wh_main_chs_port_ruin	0	wh_main_grn_wolf_breeding	false	false	"placeholder.tga"	8989014	false	false	true
elo_halfling_piggies	wh_main_chs_port_ruin	0	wh_main_grn_boar_breeding	false	false	"placeholder.tga"	8989015	false	false	true
elo_halfling_riders	wh_main_chs_port_ruin	0	wh2_hef_tech_skirmishing_saddles	false	false	"placeholder.tga"	8989016	false	false	true
elo_halfling_chicken	wh_main_chs_port_ruin	0	wh2_hef_tech_shredding_talons	false	false	"placeholder.tga"	8989017	false	false	true
elo_halfling_cav	wh_main_chs_port_ruin	0	tech_dlc08_nor_horsemasters_clinchers_2	false	false	"placeholder.tga"	8989018	false	false	true
elo_halfling_old_ones	wh_main_chs_port_ruin	0	wh2_liz_tech_lzd_alignment_of_geomantic_healing	false	false	"placeholder.tga"	8989019	false	false	true
elo_halfling_worship	wh_main_chs_port_ruin	0	wh_main_dwf_oaths_of_loyalty	false	false	"placeholder.tga"	8989020	false	false	true
elo_halfling_hyacinth	wh_main_chs_port_ruin	0	tech_dlc14_brt_the_ladys_favour	false	false	"placeholder.tga"	8989021	false	false	true
elo_halfling_josias	wh_main_chs_port_ruin	0	wh_dlc05_wood_elves_isha	false	false	"placeholder.tga"	8989022	false	false	true
elo_halfling_quinsberry	wh_main_chs_port_ruin	0	tech_dlc14_brt_code_of_conduct	false	false	"placeholder.tga"	8989023	false	false	true
elo_halfling_esmeralda	wh_main_chs_port_ruin	0	wh2_hef_tech_extravagant_murals_2	false	false	"placeholder.tga"	8989024	false	false	true
elo_halfling_security	wh_main_chs_port_ruin	0	wh_main_dwf_dwarven_emissaries	false	false	"placeholder.tga"	8989025	false	false	true
elo_halfling_sheriff	wh_main_chs_port_ruin	0	wh_main_dwf_sacred_duty	false	false	"placeholder.tga"	8989026	false	false	true
elo_halfling_thieves	wh_main_chs_port_ruin	0	wh2_def_tech_purge_the_weak	false	false	"placeholder.tga"	8989027	false	false	true
elo_halfling_thieves_2	wh_main_chs_port_ruin	0	wh2_def_tech_a_life_of_dread	false	false	"placeholder.tga"	8989028	false	false	true
elo_halfling_warden	wh_main_chs_port_ruin	0	wh_main_dwf_dwarf_shieldwall	false	false	"placeholder.tga"	8989029	false	false	true
elo_halfling_warden_2	wh_main_chs_port_ruin	0	wh_main_dwf_iron_readiness	false	false	"placeholder.tga"	8989030	false	false	true
elo_halfling_forest	wh_main_chs_port_ruin	0	tech_dlc16_wef_ancients_ages	false	false	"placeholder.tga"	8989031	false	false	true
elo_halfling_hunters	wh_main_chs_port_ruin	0	wh2_hef_tech_precise_fletching	false	false	"placeholder.tga"	8989032	false	false	true
elo_halfling_rangers	wh_main_chs_port_ruin	0	wh2_hef_tech_archery_prowess	false	false	"placeholder.tga"	8989033	false	false	true
elo_halfling_ranged	wh_main_chs_port_ruin	0	wh_main_emp_volley_fire	false	false	"placeholder.tga"	8989034	false	false	true
elo_halfling_trees	wh_main_chs_port_ruin	0	wh_dlc05_wood_elves_the_ancients	false	false	"placeholder.tga"	8989035	false	false	true
elo_halfling_better_trees	wh_main_chs_port_ruin	0	tech_dlc16_wef_ancients_wildwood	false	false	"placeholder.tga"	8989036	false	false	true
elo_halfling_cooking	wh_main_chs_port_ruin	0	wh_main_emp_shipwrights_guild	false	false	"placeholder.tga"	8989037	false	false	true
elo_halfling_hero_cooks	wh_main_chs_port_ruin	0	wh2_hef_tech_wine_monthly_festival	false	false	"placeholder.tga"	8989038	false	false	true
elo_halfling_hot_pot	wh_main_chs_port_ruin	0	wh_main_grn_troll_sinew	false	false	"placeholder.tga"	8989039	false	false	true
elo_halfling_cooks_unit	wh_main_chs_port_ruin	0	wh2_hef_tech_spices_trade_contract_with_the_east	false	false	"placeholder.tga"	8989040	false	false	true
elo_halfling_feast_carrier	wh_main_chs_port_ruin	0	wh_main_dwf_waterproof_packaging	false	false	"placeholder.tga"	8989041	false	false	true
elo_halfling_chuck_wagons	wh_main_chs_port_ruin	0	wh_main_dwf_underway_trade_caravans	false	false	"placeholder.tga"	8989042	false	false	true
elo_halfling_unlikely_allies	wh_main_chs_port_ruin	0	wh2_def_tech_martial_society	false	false	"placeholder.tga"	8989043	false	false	true
elo_halfling_eagles	wh_main_chs_port_ruin	0	wh2_hef_tech_swiftsense	false	false	"placeholder.tga"	8989044	false	false	true
elo_halfling_ogres	wh_main_chs_port_ruin	0	wh_main_grn_heavy_clubs	false	false	"placeholder.tga"	8989045	false	false	true
elo_halfling_ogres_2	wh_main_chs_port_ruin	0	wh_main_chs_dark_standards	false	false	"placeholder.tga"	8989046	false	false	true
elo_halfling_baby_dragon	wh_main_chs_port_ruin	0	wh2_def_tech_bewitch_dragon_eggs	false	false	"placeholder.tga"	8989047	false	false	true
elo_halfling_monsters	wh_main_chs_port_ruin	0	wh2_hef_tech_exotic_animals_awakening_of_the_ancient_ones	false	false	"placeholder.tga"	8989048	false	false	true
elo_halfling_rights_movement	wh_main_chs_port_ruin	0	tech_grn_end_4_3	false	false	"placeholder.tga"	8989049	false	false	true
elo_halfling_empire_support	wh_main_chs_port_ruin	0	tech_dlc14_brt_rally_the_peasants	false	false	"placeholder.tga"	8989050	false	false	true
elo_halfling_empire_elite	wh_main_chs_port_ruin	0	wh_main_emp_the_inner_circle	false	false	"placeholder.tga"	8989051	false	false	true
elo_halfling_empire_mages	wh_main_chs_port_ruin	0	wh2_hef_tech_magical_infusion	false	false	"placeholder.tga"	8989052	false	false	true
elo_halfling_empire_heroes	wh_main_chs_port_ruin	0	wh_main_emp_purge_dark_cults	false	false	"placeholder.tga"	8989053	false	false	true
elo_halfling_empire_equipment	wh_main_chs_port_ruin	0	wh_main_emp_state_issued_infantry_armour	false	false	"placeholder.tga"	8989054	false	false	true
