bullet_point	unit_key
#ui_unit_bullet_point_unit_overrides_tables;0;db/ui_unit_bullet_point_unit_overrides_tables/ovn_halflings_only	
anti_large	ovn_mtl_cav_poultry_riders_0
shielded	ovn_mtl_cav_poultry_riders_0
cant_fight	hlf_roast_pig
anti_infantry	half_pig
armour_piercing	halfling_milittia_great
armour_piercing	halfling_warden_great
armour_piercing	hlf_baby_dragon
support_unit	hlf_roast_pig
terror	hlf_baby_dragon
expendable	halfling_milittia_great
expendable	halfling_milittia_arch
bad_air_duelist	hlf_baby_dragon
baby_dragon_breath	hlf_baby_dragon
poor_morale	halfling_milittia_great
poor_morale	halfling_milittia_arch
spellcaster	ovn_com_cha_olorin_the_grey_wizard_0
armour_piercing_ranged	ovn_com_cha_olorin_the_grey_wizard_0
armour_piercing_melee	ovn_com_cha_aragand_the_layabout_0
transform	ovn_com_cha_aragand_the_layabout_0
stinking_drunk	ovn_com_cha_aragand_the_layabout_0
armour_piercing_melee	ovn_com_cha_aragand_the_layabout_1
transform	ovn_com_cha_aragand_the_layabout_1
melee_expert	ovn_com_cha_aragand_the_layabout_1
unbreakable	ovn_com_cha_aragand_the_layabout_1
nice_elf	ovn_com_cha_legles_the_elf_0
dodge	ovn_com_cha_legles_the_elf_0
forest_stalker	ovn_com_cha_legles_the_elf_0
wardance	ovn_com_cha_legles_the_elf_0
poor_morale	ovn_com_cha_giblit_the_dwarf_0
armour_piercing_melee	ovn_com_cha_giblit_the_dwarf_0
deathblow	ovn_com_cha_giblit_the_dwarf_0
fast_dwarf	ovn_com_cha_giblit_the_dwarf_0
anti_infantry	ovn_mtl_cav_swine_riders_0
shielded	ovn_mtl_cav_swine_riders_0
anti_infantry	ovn_mtl_art_hotpot_emp
armour_piercing_ranged	ovn_mtl_art_hotpot_emp
vanguard_deployment	ovn_mtl_cav_swan_riders_0
damage_dealer	ovn_hlf_fieldwarden_1
aquatic	ovn_hlf_fieldwarden_1
fire_whilst_moving	ovn_hlf_fieldwarden_1
vanguard_deployment	ovn_hlf_fieldwarden_1
anti_infantry	halfling_housewives
frenzy	halfling_housewives
spellcaster	ovn_hlf_ll
woolly_coat	ovn_hlf_ll_battle_ram
spellcaster	ovn_hlf_ll_battle_ram
spellcaster	ovn_hlf_ll_swan
aquatic	ovn_hlf_ll_swan
stalk	halfling_archer
vanguard_deployment	halfling_archer
stalk	halfling_cock
vanguard_deployment	halfling_warfoot
vanguard_deployment	halfling_cock
shielded	halfling_warfoot
shielded	halfling_inf
armour_piercing	sr_ogre
ogre_charge	sr_ogre
anti_infantry	sr_ogre
anti_infantry	halfling_cat
armour_piercing_ranged	halfling_cat
anti_infantry	halfling_cat_ror
armour_piercing_ranged	halfling_cat_ror
armour_piercing	sr_ogre_ror
ogre_charge	sr_ogre_ror
anti_infantry	sr_ogre_ror
shielded	halfling_spear
anti_large	halfling_spear
anti_large	halfling_cook
magical_aura	halfling_cook
anti_large	halfling_cook_ror
magical_aura	halfling_cook_ror
stalk	halfling_thief
vanguard_deployment	halfling_thief
expendable	halfling_militia
poor_morale	halfling_spear
poor_morale	halfling_militia
magical_aura	elo_supply_wagon
shielded	halfling_militia
whirling_pans	halfling_cook
whirling_pans	halfling_cook_ror
shielded	halfling_spear_emp
anti_large	halfling_spear_emp
anti_large	halfling_cook_emp
magical_aura	halfling_cook_emp
expendable	halfling_militia_emp
poor_morale	halfling_spear_emp
poor_morale	halfling_militia_emp
shielded	halfling_militia_emp
whirling_pans	halfling_cook_emp
armour_piercing	halfling_milittia_great_emp
expendable	halfling_milittia_great_emp
expendable	halfling_milittia_arch_emp
poor_morale	halfling_milittia_great_emp
poor_morale	halfling_milittia_arch_emp
anti_infantry	ovn_mtl_cav_battleram_riders_0
armour_piercing	ovn_mtl_cav_battleram_riders_0
anti_infantry	ovn_mtl_veh_reaper
poor_morale	ovn_hlf_bee_throwers
expendable	ovn_hlf_bee_throwers
very_fast	ovn_hlf_sheep_dogs
weak_anti_armour	ovn_hlf_sheep_dogs
vanguard_deployment	ovn_hlf_sheep_dogs
support_unit	ovn_hlf_sheep_dogs
anti_infantry	hlf_gatherers
armour_piercing	hlf_gatherers
aquatic	ovn_mtl_cav_swan_riders_0
fire_whilst_moving	ovn_mtl_cav_swan_riders_0
anti_large	halfling_pantry_guards_ror
magical_aura	halfling_pantry_guards_ror
armour_piercing	halfling_pantry_guards_ror
charge_reflector_vs_large	halfling_pantry_guards_ror
charge_reflector_vs_large	halfling_knights_kitchentable_ror
anti_large	halfling_knights_kitchentable_ror
shielded	halfling_knights_kitchentable_ror
armour_piercing	halfling_lords_of_harvest_ror
armour_piercing	halfling_thief
teefin'	halfling_thief
woolly_coat	ovn_mtl_cav_battleram_riders_0
vanguard_deployment	ovn_hlf_glibfoot
armour_piercing_ranged	ovn_hlf_glibfoot
armoured_and_shielded	ovn_hlf_moot_general_0
armoured_and_shielded	ovn_hlf_moot_general_2
damage_dealer	ovn_hlf_fieldwarden_0
vanguard_deployment	ovn_hlf_fieldwarden_0
duellist	ovn_hlf_sheriff_0
battle_recipes	ovn_hlf_master_chef_0
support_unit	ovn_hlf_master_chef_0
battle_recipes	ovn_hlf_master_chef_1
support_unit	ovn_hlf_master_chef_1
magical_aura	ovn_hlf_master_chef_1
duellist	ovn_hlf_sheriff_1
armoured_and_shielded	ovn_hlf_moot_general_3
aquatic	ovn_hlf_moot_general_3
spellcaster	cr_mtl_cha_matron_moot_0
