key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
#melee_weapons_tables;25;db/melee_weapons_tables/ovn_halflings_only																			
hlf_ogr_ror_great_weapon	26	0	33	77	3.0000	axe	axe	medium	3	1.0000	1.0000	0.0000	false	wh_main_unit_contact_souped	0	10	3.8000		false
hlf_gatherers_mancatcher	15	0	8	21	2.0000	spear	halberd		1	1.0000	1.0000	0.0000	false		0	10	5.6000		false
ovn_mtl_reaper	0	25	27	10	5.0000	axe		very_large	4	1.0000	1.0000	0.0000	false		4	2	4.0000		false
halfling_pigs	0	5	26	2	1.0000	sword	claw	small	2	1.0000	1.0000	0.0000	false		0	10	4.0000		false
halfling_great_weapons_militia	0	0	7	18	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
halfling_meat_tenderizer	0	0	9	26	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
baby_sun_dragon	0	0	100	300	8.0000	axe	claw	large	6	1.0000	1.0000	1.0000	false		0	10	4.0000		false
halfling_pig_cav	0	6	22	6	1.0000	sword	sword		2	1.0000	1.0000	0.0000	false		0	10	5.0000		false
chicken_rider_spear	10	0	24	15	2.0000	lance	spear		1	1.0000	1.0000	0.0000	false		0	10	4.2000		false
roasted_pig	0	0	0	0	0.0000	axe	claw	small	1	1.0000	1.0000	0.0000	false		0	10	3.8000		false
ovn_souptank	0	20	60	70	4.0000	axe	unarmed	large	4	1.0000	1.0000	0.0000	false		4	4	4.0000		false
supply_wagon_elo	0	0	22	4	3.0000	axe	unarmed	very_large	4	1.0000	1.0000	0.0000	false		3	2	4.0000		false
hlf_sheriff_bigstick	0	15	225	150	3.0000	axe	club_medium	medium	7	1.0000	1.0000	0.0000	false		0	10	4.0000		false
halfling_great_weapons_militia_bees	0	0	7	18	1.0000	axe	axe		1	1.0000	1.0000	0.0000	false	ovn_hlf_bee_throwers_contact	0	10	4.3000		false
halfling_thief_sword	0	0	6	18	1.0000	sword	sword		1	1.0000	1.0000	0.0000	false	wh_main_unit_contact_teefin	0	10	4.6000		false
ovn_hlf_mislead_summoned_weapon	0	0	0	0	3.0000	sword	sword	medium	8	1.0000	1.0000	0.0000	false		0	10	4.0000		false
albion_swordmaiden_sword	0	10	20	8	1.0000	sword	sword		4	1.0000	1.0000	0.0000	false		0	10	3.8000		false
