key	image_path	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
#character_skills_tables;5;db/character_skills_tables/ovn_halflings									
ovn_skill_innate_com_olorin_the_grey_wizard	trait_human.png			0	true	false	false	0.0	0
ovn_skill_anc_weapon_glammyding	item_weapon.png		Glammyding	9	false	false	false	0.0	0
ovn_skill_anc_talisman_bottomless_hat_of_rabbit	item_talisman.png		Bottomless Hat of Rabbit	13	false	false	false	0.0	0
ovn_skill_anc_arcane_item_cathay_fireworks	item_arcane_item.png	Olorin's special reserve of fireworks from Cathay, "borrowed" from their last diplomatic mission, whenever that was.	Cathay Fireworks	17	false	false	false	0.0	0
ovn_skill_com_lord_unique_olorin_leader_of_halflings	character_general_ability.png	Olorin is used to dealing with the usual rag-tag bunch of Halflings the Comradeship always attracts.	Leader of Halflings	7	false	false	false	0.0	0
ovn_skill_com_olorin_the_grey_wizard_ranged_3	character_ammo.png	Olorin's been meaning to try this for ages, and has finally gotten the time to do it: enchant his rockets with the Grey Wind of Magic.	Rockets' Grey Glare	0	false	false	false	0.0	0
ovn_skill_com_lord_unique_olorin_the_grey_wizard_0	character_movement.png	All members of the Comradeship are wanderers, all looking for somewhere to go. Olorin regularly gives them that "where".	The Grey Wanderer	11	false	false	false	0.0	0
ovn_skill_com_lord_unique_olorin_the_grey_wizard_1	character_military_spending.png	"The Comradeship, we're always hiring."	Comradeship Recruitment Drive	0	false	false	false	0.0	0
ovn_skill_com_lord_unique_olorin_the_grey_wizard_2	character_public_order.png	Olorin is much admired in the Moot for his fireworks displays. His enemies, however, are far less understand of his explosive obsession.	Firework Shows	0	false	false	false	0.0	0
ovn_skill_com_lord_unique_olorin_the_grey_wizard_3	character_charge.png	After being saved from an embarassing situation by an eagle (it's a long story) Olorin has become very fond of these great birds.	Eagle Lover	0	false	false	false	0.0	0
ovn_skill_com_lord_unique_olorin_the_grey_wizard_4	character_magic.png	Olorin knows a parlor trick or two, while usually employed to entertain Mootfolk, they might just have some uses out in the larger world.	Conjurer of Tricks	0	false	false	false	0.0	0
ovn_skill_com_lord_unique_olorin_the_grey_wizard_5	character_agent.png	After drinking a little too much with Aragand, Olorin lets slip his secret: The Comradeship was created as a recruiting tool for the Grey Order. It's one of the ways it covertly finds apprentices.	Agent of the Grey Order	0	false	false	false	0.0	0
ovn_skill_innate_com_aragand_the_layabout	trait_human.png			0	true	false	false	0.0	0
ovn_skill_anc_weapon_aragands_sword	item_weapon.png		Aragand the Layabout's Sword	11	false	false	false	0.0	0
ovn_skill_anc_enchanted_item_pig_swill	item_enchanted_item.png		Keigel's Natural Pig Swill	6	false	false	false	0.0	0
ovn_skill_all_dummy_agent_actions_com_aragand_the_layabout	battle_attack.png	 	Actions [HIDDEN]	0	false	false	false	0.0	0
ovn_skill_com_hero_unique_aragand_the_layabout_0	character_movement.png	Even before becoming a member of the Comradeship, Aragand has travelled the world many times over. Dwarvish beer, Norscan mead, Elvish wine, Kislevite vodka...	Well-Travelled	5	false	false	false	0.0	0
ovn_skill_com_hero_unique_aragand_the_layabout_1	character_military_spending.png	Aragand is the type of bloke you see sitting in the corner of every tavern in the Empire. The cooks of the Moot are happy to have such a loyal customer and are more than eager to serve him.	Patron of Taverns	0	false	false	false	0.0	0
ovn_skill_com_hero_unique_aragand_the_layabout_2	causes_fear.png	Aragand's disheveled appearance is all a facade. His tattered cloths? Freer movement in combat. The dirt on his face? War paint used to scare his enemies. Or at least that's what he'll tell you.	Alone and Scruffy	0	false	false	false	0.0	0
ovn_skill_com_hero_unique_aragand_the_layabout_3	character_trade.png	...Bretonnian brandy, rotgut, Orcish bitters, kvas, samogon, koumiss, Nipponese sake, fungus beer, Zhufbar ale, Cathayan baijiu....	Well-Drunk	0	false	false	false	0.0	0
