key	category	shot_type	explosion_type	spin_type	projectile_number	trajectory_sight	effective_range	minimum_range	max_elevation	muzzle_velocity	marksmanship_bonus	spread	damage	ap_damage	can_bounce	high_air_resistance	collision_radius	base_reload_time	calibration_distance	calibration_area	bonus_v_infantry	bonus_v_large	projectile_display	overhead_stat_effect	projectile_audio	shockwave_radius	can_damage_buildings	contact_stat_effect	gravity	burst_size	burst_shot_delay	mass	homing_params	first_person_params	ignition_amount	is_magical	can_target_airborne	can_damage_allies	fixed_elevation	projectile_penetration	expiry_range	is_beam_launch_burst	expire_on_impact	can_roll	trail_always_on	shots_per_volley	fired_by_mount	lock_on_multiple_fire_pos	prefer_central_targets	can_damage_vehicles	building_damage_multiplier	scaling_damage	is_spell	vegetation_ignore_time	missile_mirror_start_time
#projectiles_tables;51;db/projectiles_tables/ovn_halflings_only																																																							
reckless_taste	artillery	artillery_explosive	wh_main_mtl_soup_projectile	none	1	fixed	230	7	35	5.0	20.0	0.0	120	40	false	false	1.0	1.0	120.0	9.9	0	0	boiling_oil		none	12.0	false	wh_main_unit_contact_souped	10.0	1	0.0	0.0			1.0	false	true	true	23	very_low	-1	false	false	false	true	1	true	false	true	true	1.0		false	0.0	0.4
ovn_com_firework_rocket	misc	artillery_default	ovn_com_firework_rocket	shell_spin	1	fixed	200	20	65	72.0	100.0	0.0	52	26	false	false	1.0	15.0	100.0	10.0	0	0	ovn_com_firework_rocket		wh2_main_ability_doomrocket	1.0	true		-1.0	1	0.0	350.0			1.0	true	true	true	30	medium_magic	-1	false	false	false	true	1	false	false	true	true	1.0		false	0.58	0.4
ovn_com_firework_rocket_shrapnel	misc	artillery_default	ovn_com_firework_rocket_shrapnel	shell_spin	1	fixed	200	20	88	20.0	100.0	3.0	0	264	false	false	0.5	23.0	100.0	30.0	0	0	ovn_com_firework_rocket_shrapnel			0.5	true		-1.0	1	0.0	20.0			1.0	true	true	true	30	medium_magic	-1	false	false	false	true	1	false	false	true	true	1.0		false	2.1	0.4
ovn_com_firework_rocket_upgraded	misc	artillery_default	ovn_com_firework_rocket_upgraded	shell_spin	1	fixed	200	20	65	72.0	100.0	0.0	52	26	false	false	1.0	15.0	100.0	10.0	0	0	ovn_com_firework_rocket		wh2_main_ability_doomrocket	1.0	true	wh2_dlc11_unit_contact_disrupted	-1.0	1	0.0	350.0			1.0	true	true	true	30	medium_magic	-1	false	false	false	true	1	false	false	true	true	1.0		false	0.58	0.4
ovn_com_firework_rocket_upgraded_shrapnel	misc	artillery_default	ovn_com_firework_rocket_upgraded_shrapnel	shell_spin	1	fixed	200	20	88	20.0	100.0	3.0	0	264	false	false	0.5	23.0	100.0	30.0	0	0	ovn_com_firework_rocket_shrapnel			0.5	true	wh2_dlc11_unit_contact_disrupted	-1.0	1	0.0	20.0			1.0	true	true	true	30	medium_magic	-1	false	false	false	true	1	false	false	true	true	1.0		false	2.1	0.4
ovn_mtl_hotpot_projectile	artillery	artillery_default	wh_main_mtl_soup_projectile	grenade_spin	1	low	325	35	65	70.0	25.0	0.0	40	260	true	false	0.1	18.0	120.0	9.9	0	0	ovn_mtl_hotpot_projectile		wh2_dlc13_ability_oil_flask	1.1	true	wh_main_unit_contact_souped	3.0	1	0.0	340.0			1.0	false	true	true	45	very_high_low_entity	500	false	false	true	true	1	false	false	true	true	1.0		false	0.0	0.4
ovn_mtl_hotpot_ror_projectile	artillery	artillery_default	ovn_mtl_hotpot_ror_projectile	grenade_spin	1	low	325	35	65	70.0	25.0	0.0	40	260	true	false	0.1	18.0	120.0	9.9	0	0	ovn_mtl_hotpot_ror_projectile		wh2_dlc13_ability_oil_flask	1.1	true	wh_main_unit_contact_souped	3.0	1	0.0	340.0			1.0	false	true	true	45	very_high_low_entity	500	false	false	true	true	1	false	false	true	true	1.0		false	0.0	0.4
wh_main_mtl_soup_projectile	artillery	artillery_default	wh_main_mtl_soup_projectile	grenade_spin	1	low	230	7	35	43.0	20.0	0.0	50	40	true	false	1.0	10.0	120.0	9.9	0	0	wh_main_mtl_soup_projectile		wh2_dlc13_ability_oil_flask	1.6	true	wh_main_unit_contact_souped	10.0	1	0.0	300.0			1.0	false	true	true	45	very_low	350	false	false	true	true	1	true	false	true	true	1.0		false	0.0	0.4
hotpot	artillery	artillery_default	ovn_mtl_hotpot_ror_projectile	none	1	low	360	35	45	68.0	25.0	0.0	90	225	false	false	0.1	18.0	275.0	9.0	0	0	ovn_mtl_hotpot_ror_projectile		wh2_dlc13_ability_oil_flask	1.1	true	wh_main_unit_contact_souped	3.0	1	0.0	340.0			1.0	false	true	true	45	very_high_low_entity	500	false	false	false	true	1	true	false	true	true	1.0		false	0.0	0.4
