key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	always_affect_self	only_affect_target	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	wind_down_stance	use_loop_stance	update_phase_by_ability_duration	spawn_is_transformation	spawn_is_decoy	only_affect_owned_units	formation	behaviour	current_mana_moves_to_reserve	spawn_shares_health_and_fatigue	affect_siege_equipment	shared_recharge_time	intensity_based_activation	autoresolver_usage	autoresolver_targets	display_stops_when_display_expires	autoresolve_cp_multiplier	ability_available_ui_event	can_be_copied_to_transformation_unit	audio_switch_casting_override	audio_switch_override	ai_usage_template_group
#unit_special_abilities_tables;70;db/unit_special_abilities_tables/ovn_halflings_only																																																																				
hlf_gatherers_yank	18.0000	160.0000	2	0.0000	false	0	1	true	0.0000		false	true	false	0.0000	false	false	0.0000	false	7879951				0.0000	0.0000	wh_abilities_generic_debuff_no_ring	wh_abilities_generic_debuff_no_ring				0.0000		hex_melee	wh_group_lord_ability		vo_battle_special_ability_generic_response	159.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_unit_passive_running_with_the_herd	-1.0000	-1.0000	-1	60.0000	true	3	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	324371329				0.0000	0.0000	wh_abilities_generic_buff					0.0000		augment_melee	wh_group_character		vo_battle_special_ability_generic_response	75.0000	75.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_feast	-1.0000	-1.0000	-1	50.0000	true	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878076				0.0000	0.0000	wh_abilities_generic_buff					0.0000					vo_battle_special_ability_generic_response	116.0000	116.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_thief	-1.0000	-1.0000	-1	0.0000	true	0	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878077				0.0000	0.0000	wh_abilities_generic_buff					0.0000					vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_fight_eat	-1.0000	-1.0000	-1	50.0000	false	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878078				0.0000	0.0000	wh_abilities_generic_buff					0.0000					vo_battle_special_ability_generic_response	116.0000	116.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_take_bite	15.0000	45.0000	-1	50.0000	false	5	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878080				0.0000	0.0000	wh_abilities_generic_buff					0.0000					vo_battle_special_ability_generic_response	116.0000	116.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_dont_abandon	15.0000	30.0000	-1	50.0000	false	1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878082				0.0000	0.0000	wh_abilities_generic_buff					0.0000					vo_battle_special_ability_generic_response	116.0000	116.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_baby_dragon_breath	-1.0000	60.0000	3	0.0000	false	0	0	false	0.0000	ovn_baby_dragon_breath	false	true	false	80.0000	false	false	1.3000	false	7878084			cast_forward_short	0.0000	0.0000	wh_spell_generic_missiles	wh_spell_generic_missiles				0.0000		projectile_single	wh_main_spell_bound_fireball	fire_short	vo_battle_special_ability_spell_cast_negative	0.0000	163.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ammo_supply	-1.0000	-1.0000	-1	50.0000	false	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878085				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000					vo_battle_special_ability_generic_response	40.0000	40.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
equipment_maintanance	-1.0000	-1.0000	-1	50.0000	false	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878087				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000					vo_battle_special_ability_generic_response	40.0000	40.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
smokeleaf_smokescreen	30.0000	90.0000	2	40.0000	true	-1	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	7878088				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000		augment_defense_ranged	wh_group_dark_magic		vo_battle_special_ability_generic_response	79.0000	79.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
elo_superfood	-1.0000	-1.0000	-1	40.0000	false	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878086				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000					vo_battle_special_ability_generic_response	40.0000	40.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_character_abilities_the_recovery_of_the_king	0.0000	0.0000	-1	0.0000	true	1	0	false	0.0000		false	false	false	0.0000	false	false	3.0000	false	7878167		ovn_com_cha_aragand_the_layabout_1	cast_up_short	0.0000	0.0000	wh_abilities_generic_spawn	wh_abilities_generic_spawn				0.0000		tzarkan	wh_group_lord_ability		vo_battle_special_ability_spell_cast_fireball	0.0000	0.0000			wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false				false	false	true	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_character_passive_sobriety	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878168				0.0000	0.0000	wh_abilities_generic_spawn	wh_abilities_generic_spawn				0.0000		tzarkan			vo_battle_special_ability_generic_response	0.0000	0.0000			wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false				false	false	true	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_character_abilities_hair_of_the_dog	33.0000	60.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	7878169				0.0000	0.0000	wh_abilities_generic_regeneration_no_ring					0.0000		healing_single_use	wh_group_potion		vo_battle_special_ability_generic_response	38.0000	38.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_character_abilities_whirling_death	-1.0000	1.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	7878170				0.0000	0.0000						0.0000			wh_group_unit		vo_battle_special_ability_generic_response	86.0000	14.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_character_abilities_storm_of_blades	-1.0000	1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	1.0000	false	7878171				0.0000	0.0000						0.0000			wh_dlc05_unit_abilities_storm_of_blades		vo_battle_special_ability_generic_response	160.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_character_abilities_the_shadows_coil	-1.0000	1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	1.0000	false	7878172				0.0000	0.0000						0.0000			wh_dlc05_unit_abilities_the_shadow_coil		vo_battle_special_ability_generic_response	0.0000	82.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_character_abilities_woven_mist	-1.0000	1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	1.0000	false	7878173				0.0000	0.0000						0.0000			wh_dlc05_unit_abilities_woven_mist		vo_battle_special_ability_generic_response	0.0000	78.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_character_passive_unlikely_friendship	-1.0000	-1.0000	-1	20.0000	false	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878174				0.0000	0.0000	wh_abilities_generic_buff					0.0000					vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
