effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/ovn_halflings_only					
ovn_effect_agent_action_enable_spy_hinder_settlement_damage_building		0		campaign	true
ovn_effect_agent_action_enable_spy_hinder_agent_wound		0		campaign	true
ovn_effect_agent_action_enable_spy_hinder_settlement_assault_units		0		campaign	true
ovn_effect_agent_action_enable_champion_assist_army_enhance_mobility		0		campaign	true
ovn_effect_agent_action_enable_champion_hinder_settlement_steal_technology		0		campaign	true
ovn_diplomacy_bonus_hordes	diplomacy.png	5	diplomacy.png	campaign	true
ovn_skill_effect_charge_speed_increase_eagles	charge.png	121	charge.png	battle	true
ovn_skill_effect_melee_attack_increase_eagles	melee.png	109	melee.png	battle	true
ovn_skill_effect_movement_speed_increase_eagles	battle_movement.png	115	battle_movement.png	battle	true
ovn_projectile_replacement_olorin_the_grey_wizard_ulgu_rockets	ammo_character.png	1	ammo_character.png	battle	true
ovn_skill_effect_melee_attack_increase_cooks_and_chefs	melee.png	109	melee.png	battle	true
ovn_skill_effect_weapon_damage_increase_cooks_and_chefs	weapon_damage.png	108	weapon_damage.png	battle	true
ovn_skill_effect_upkeep_cost_reduction_cooks_and_chefs	military_spending.png	105	military_spending.png	campaign	false
ovn_skill_effect_ability_enable_the_recovery_of_the_king	general_ability.png	600	general_ability.png	battle	true
ovn_skill_effect_ability_enable_whirling_death	general_ability.png	600	general_ability.png	battle	true
ovn_skill_effect_ability_enable_storm_of_blades	general_ability.png	600	general_ability.png	battle	true
ovn_skill_effect_ability_enable_the_shadows_coil	general_ability.png	600	general_ability.png	battle	true
ovn_skill_effect_ability_enable_woven_mist	general_ability.png	600	general_ability.png	battle	true
ovn_skill_effect_ability_enable_passive_unlikely_friendship	general_ability.png	600	general_ability.png	battle	true
ovn_skill_effect_morale_increase_giblit_the_dwarf	morale.png	61	morale.png	battle	true
ovn_skill_effect_armour_increase_giblit_the_dwarf	armour.png	110	armour.png	battle	true
ovn_skill_effect_movement_speed_increase_feast_carriers	battle_movement.png	115	battle_movement.png	battle	true
