key	filename	range	animated
#warscape_animated_lod_tables;1;db/warscape_animated_lod_tables/ovn_halflings_only			
524513111	warmachines/chariot/mtl_reaper/mtl_reaper_01.wsmodel	0.0000	mtl_reaper
524513112	warmachines/chariot/mtl_reaper/mtl_reaper_01_destruct.rigid_model_v2	0.0000	mtl_reaper_destruct
655258198	warmachines\carriage\mtl_chuckwagon\mtl_chuckwagon_01.wsmodel	0.0000	mtl_chuckwagon
655258199	warmachines\carriage\mtl_chuckwagon\mtl_chuckwagon_destruct.rigid_model_v2	0.0000	mtl_chuckwagon_destruct
955958496	warmachines\engines\mtl_soupcart\mtl_soupcart_01.wsmodel	0.0000	mtl_soupcart
955958498	warmachines\engines\mtl_halftank\mtl_halftank_01.wsmodel	0.0000	mtl_halftank
86511001	warmachines\engines\mtl_hotpot\mtl_hotpot_01.wsmodel	0.0000	mtl_hotpot
86511002	warmachines\engines\mtl_hotpot\mtl_hotpot_01_destruct.wsmodel	0.0000	mtl_hotpot_destruct
86511003	warmachines\engines\mtl_hotpot\mtl_hotpot_ror_01.wsmodel	0.0000	mtl_hotpot_ror
86511004	warmachines\engines\mtl_hotpot\mtl_hotpot_ror_01_destruct.wsmodel	0.0000	mtl_hotpot_ror_destruct
