id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/ovn_hlf_climate		
ovn_hlf_moot_climate_chaotic	wh3_dlc20_climate_uninhabitable_chaotic	0.0000
ovn_hlf_moot_climate_desert	wh3_dlc20_climate_unsuitable_desert	0.0000
ovn_hlf_moot_climate_frozen	wh3_dlc20_climate_uninhabitable_frozen	0.0000
ovn_hlf_moot_climate_island	wh3_dlc20_climate_unsuitable_island	0.0000
ovn_hlf_moot_climate_jungle	wh3_dlc20_climate_unsuitable_jungle	0.0000
ovn_hlf_moot_climate_magicforest	wh3_dlc20_climate_unsuitable_magicforest	0.0000
ovn_hlf_moot_climate_mountain	wh3_dlc20_climate_unsuitable_mountain	0.0000
ovn_hlf_moot_climate_ocean	wh3_dlc20_climate_unsuitable_ocean	0.0000
ovn_hlf_moot_climate_savannah	wh3_dlc20_climate_suitable_savannah	0.0000
ovn_hlf_moot_climate_temperate	wh3_dlc20_climate_suitable_temperate	0.0000
ovn_hlf_moot_climate_wasteland	wh3_dlc20_climate_uninhabitable_wasteland	0.0000
ovn_hlf_comradeship_climate_chaotic	wh3_dlc20_climate_uninhabitable_chaotic	0.0000
ovn_hlf_comradeship_climate_desert	wh3_dlc20_climate_unsuitable_desert	0.0000
ovn_hlf_comradeship_climate_frozen	wh3_dlc20_climate_uninhabitable_frozen	0.0000
ovn_hlf_comradeship_climate_island	wh3_dlc20_climate_unsuitable_island	0.0000
ovn_hlf_comradeship_climate_jungle	wh3_dlc20_climate_unsuitable_jungle	0.0000
ovn_hlf_comradeship_climate_magicforest	wh3_dlc20_climate_unsuitable_magicforest	0.0000
ovn_hlf_comradeship_climate_mountain	wh3_dlc20_climate_suitable_mountain	0.0000
ovn_hlf_comradeship_climate_ocean	wh3_dlc20_climate_unsuitable_ocean	0.0000
ovn_hlf_comradeship_climate_savannah	wh3_dlc20_climate_suitable_savannah	0.0000
ovn_hlf_comradeship_climate_temperate	wh3_dlc20_climate_suitable_temperate	0.0000
ovn_hlf_comradeship_climate_wasteland	wh3_dlc20_climate_uninhabitable_wasteland	0.0000
