character_skill	character_skill_node	level
#character_skill_nodes_skill_locks_tables;0;db/character_skill_nodes_skill_locks_tables/ovn_halflings		
ovn_skill_com_hero_dance_legles_the_elf_1	ovn_skill_node_legles_the_elf_battle_dance_01	1
ovn_skill_com_hero_dance_legles_the_elf_0	ovn_skill_node_legles_the_elf_battle_dance_02	1
ovn_skill_com_hero_dance_legles_the_elf_3	ovn_skill_node_legles_the_elf_battle_dance_03	1
ovn_skill_com_hero_dance_legles_the_elf_2	ovn_skill_node_legles_the_elf_battle_dance_04	1
cig_Buff	wh_main_skill_node_ovn_hlf_ll_unique_13	1
meat_Buff	wh_main_skill_node_ovn_hlf_ll_unique_14	1
wh2_main_skill_hlf_glibfoot_unique_2	wh2_main_skill_node_hlf_glibfoot_unique_0	1
wh2_main_skill_hlf_glibfoot_unique_0	wh2_main_skill_node_hlf_glibfoot_unique_2	1
hlf_fieldwarden_border_patrol	wh_main_skill_node_ovn_hlf_fieldwarden_unique_02	1
hlf_fieldwarden_halfling_hero	wh_main_skill_node_ovn_hlf_fieldwarden_unique_04	1
