key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost	required_parents	pixel_offset_x	pixel_offset_y
#technology_nodes_tables;0;db/technology_nodes_tables/ovn_hlf_buildings_ogres														
wh3_main_tech_ogr_0_0_0			-1	wh3_main_tech_ogr_0_0_0	ogr_mil	0	300	0	0			0	0	0
wh3_main_tech_ogr_0_2_0			-1	wh3_main_tech_ogr_0_2_0	ogr_mil	0	400	0	0			1	0	0
wh3_main_tech_ogr_0_3_0			-1	wh3_main_tech_ogr_0_3_0	ogr_mil	0	600	0	0			1	0	0
wh3_main_tech_ogr_0_4_0			-1	wh3_main_tech_ogr_0_4_0	ogr_mil	0	600	0	0			1	0	0
wh3_main_tech_ogr_0_5_0			-1	wh3_main_tech_ogr_0_5_0	ogr_mil	0	600	0	0			0	0	0
wh3_main_tech_ogr_0_6_0			-1	wh3_main_tech_ogr_0_6_0	ogr_mil	0	600	0	0			0	0	0
wh3_main_tech_ogr_0_7_0			-1	wh3_main_tech_ogr_0_7_0	ogr_mil	0	600	0	0			0	0	0
wh3_main_tech_ogr_0_8_0			-1	wh3_main_tech_ogr_0_8_0	ogr_mil	0	600	0	0			0	0	0
wh3_main_tech_ogr_1_0_0			-1	wh3_main_tech_ogr_1_0_0	ogr_mil	0	400	0	0			0	0	0
wh3_main_tech_ogr_1_0_1			-1	wh3_main_tech_ogr_1_0_1	ogr_mil	0	400	0	0			0	0	0
wh3_main_tech_ogr_1_10_0			-1	wh3_main_tech_ogr_1_10_0	ogr_mil	0	600	0	0			0	0	0
wh3_main_tech_ogr_1_10_1			-1	wh3_main_tech_ogr_1_10_1	ogr_mil	0	600	0	0			0	0	0
wh3_main_tech_ogr_1_11_0			-1	wh3_main_tech_ogr_1_11_0	ogr_mil	0	600	0	0			0	0	0
wh3_main_tech_ogr_1_1_0			-1	wh3_main_tech_ogr_1_1_0	ogr_mil	0	400	0	0			0	0	0
wh3_main_tech_ogr_1_1_1			-1	wh3_main_tech_ogr_1_1_1	ogr_mil	0	400	0	0			0	0	0
wh3_main_tech_ogr_1_2_0			-1	wh3_main_tech_ogr_1_2_0	ogr_mil	0	400	0	0			0	0	0
