id	names_group	type	gender	frequency
#names_tables;0;db/names_tables/ovn_halflings_only				
162509577	ovn_names_hlf_halfling	forename	m	0
271572567	ovn_names_hlf_halfling	family_name	m	0
452577106	ovn_names_hlf_halfling	forename	m	0
564280971	ovn_names_hlf_halfling	family_name	m	0
252755655	ovn_names_hlf_halfling	forename	m	0
431114642	ovn_names_hlf_halfling	family_name	m	0
187373064	ovn_names_hlf_halfling	forename	m	0
854306550	ovn_names_hlf_halfling	family_name	m	0
999982316	ovn_names_hlf_halfling	forename	m	0
882011	ovn_names_hlf_halfling	forename	m	0
882010	ovn_names_hlf_halfling	family_name	m	0
858212100	ovn_names_hlf_halfling	forename	m	1
858212101	ovn_names_hlf_halfling	family_name	m	1
858212102	ovn_names_hlf_halfling	forename	m	0
858211990	ovn_names_hlf_halfling	forename	m	1
858211991	ovn_names_hlf_halfling	forename	m	1
858211992	ovn_names_hlf_halfling	forename	m	1
858211993	ovn_names_hlf_halfling	forename	m	1
858211994	ovn_names_hlf_halfling	forename	m	1
858211995	ovn_names_hlf_halfling	forename	m	1
858211996	ovn_names_hlf_halfling	forename	m	1
858211997	ovn_names_hlf_halfling	forename	m	1
858211998	ovn_names_hlf_halfling	forename	m	1
858211999	ovn_names_hlf_halfling	forename	m	1
858212000	ovn_names_hlf_halfling	forename	m	1
858212001	ovn_names_hlf_halfling	forename	m	1
858212002	ovn_names_hlf_halfling	forename	m	1
858212003	ovn_names_hlf_halfling	forename	m	1
858212004	ovn_names_hlf_halfling	forename	m	1
858212005	ovn_names_hlf_halfling	forename	m	1
858212006	ovn_names_hlf_halfling	forename	m	1
858212007	ovn_names_hlf_halfling	forename	m	1
858212008	ovn_names_hlf_halfling	forename	m	1
858212009	ovn_names_hlf_halfling	forename	m	1
858212010	ovn_names_hlf_halfling	forename	m	1
858212011	ovn_names_hlf_halfling	forename	m	1
858212012	ovn_names_hlf_halfling	forename	m	1
858212013	ovn_names_hlf_halfling	forename	m	1
858212014	ovn_names_hlf_halfling	forename	m	1
858212015	ovn_names_hlf_halfling	forename	m	1
858212016	ovn_names_hlf_halfling	forename	m	1
858212017	ovn_names_hlf_halfling	forename	m	1
858212018	ovn_names_hlf_halfling	forename	m	1
858212019	ovn_names_hlf_halfling	forename	m	1
858212020	ovn_names_hlf_halfling	forename	m	1
858212021	ovn_names_hlf_halfling	forename	m	1
858212022	ovn_names_hlf_halfling	forename	m	1
858212023	ovn_names_hlf_halfling	forename	m	1
858212024	ovn_names_hlf_halfling	forename	m	1
858212025	ovn_names_hlf_halfling	forename	m	1
858212026	ovn_names_hlf_halfling	forename	m	1
858212027	ovn_names_hlf_halfling	forename	m	1
858212028	ovn_names_hlf_halfling	forename	m	1
858212029	ovn_names_hlf_halfling	forename	m	1
858212030	ovn_names_hlf_halfling	forename	m	1
858212031	ovn_names_hlf_halfling	forename	m	1
858212032	ovn_names_hlf_halfling	forename	m	1
858212033	ovn_names_hlf_halfling	forename	m	1
858212034	ovn_names_hlf_halfling	forename	m	1
858212035	ovn_names_hlf_halfling	forename	m	1
858212036	ovn_names_hlf_halfling	forename	m	1
858212037	ovn_names_hlf_halfling	forename	m	1
858212038	ovn_names_hlf_halfling	forename	m	1
858212039	ovn_names_hlf_halfling	forename	m	1
858212040	ovn_names_hlf_halfling	forename	m	1
858212041	ovn_names_hlf_halfling	forename	m	1
858212042	ovn_names_hlf_halfling	forename	m	1
858212043	ovn_names_hlf_halfling	forename	m	1
858212044	ovn_names_hlf_halfling	family_name	m	1
858212045	ovn_names_hlf_halfling	family_name	m	1
858212046	ovn_names_hlf_halfling	family_name	m	1
858212047	ovn_names_hlf_halfling	family_name	m	1
858212048	ovn_names_hlf_halfling	family_name	m	1
858212049	ovn_names_hlf_halfling	family_name	m	1
858212050	ovn_names_hlf_halfling	family_name	m	1
858212051	ovn_names_hlf_halfling	family_name	m	1
858212052	ovn_names_hlf_halfling	family_name	m	1
858212053	ovn_names_hlf_halfling	family_name	m	1
858212054	ovn_names_hlf_halfling	family_name	m	1
858212055	ovn_names_hlf_halfling	family_name	m	1
858212056	ovn_names_hlf_halfling	family_name	m	1
858212057	ovn_names_hlf_halfling	family_name	m	1
858212058	ovn_names_hlf_halfling	family_name	m	1
858212059	ovn_names_hlf_halfling	family_name	m	1
858212060	ovn_names_hlf_halfling	family_name	m	1
858212061	ovn_names_hlf_halfling	family_name	m	1
858212062	ovn_names_hlf_halfling	family_name	m	1
858212063	ovn_names_hlf_halfling	family_name	m	1
858212064	ovn_names_hlf_halfling	family_name	m	1
858212065	ovn_names_hlf_halfling	family_name	m	1
858212066	ovn_names_hlf_halfling	family_name	m	1
858212067	ovn_names_hlf_halfling	family_name	m	1
858212068	ovn_names_hlf_halfling	family_name	m	1
858212069	ovn_names_hlf_halfling	family_name	m	1
858212070	ovn_names_hlf_halfling	family_name	m	1
858212071	ovn_names_hlf_halfling	family_name	m	1
858212072	ovn_names_hlf_halfling	family_name	m	1
858212073	ovn_names_hlf_halfling	family_name	m	1
858212074	ovn_names_hlf_halfling	family_name	m	1
858212075	ovn_names_hlf_halfling	family_name	m	1
858212076	ovn_names_hlf_halfling	family_name	m	1
858212077	ovn_names_hlf_halfling	family_name	m	1
858212078	ovn_names_hlf_halfling	family_name	m	1
858212079	ovn_names_hlf_halfling	family_name	m	1
858212080	ovn_names_hlf_halfling	family_name	m	1
858212081	ovn_names_hlf_halfling	family_name	m	1
858212082	ovn_names_hlf_halfling	family_name	m	1
858212083	ovn_names_hlf_halfling	family_name	m	1
858212084	ovn_names_hlf_halfling	family_name	m	1
858212085	ovn_names_hlf_halfling	family_name	m	1
858212086	ovn_names_hlf_halfling	family_name	m	1
858212087	ovn_names_hlf_halfling	family_name	m	1
858212088	ovn_names_hlf_halfling	family_name	m	1
858212089	ovn_names_hlf_halfling	family_name	m	1
