level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	faction_unique	first_in_world_bundle	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution	resource_cost	additional_loot_value
#building_levels_tables;0;db/building_levels_tables/ovn_hlf_buildings																						
ovn_hlf_welf_1	ovn_hlf_welf	0	2	1000	0		false	false		false	ovn_hlf_welf	false	0.0	0	true	1		true	0	0		0
ovn_hlf_welf_2	ovn_hlf_welf	1	3	1750	0		false	false		false	ovn_hlf_welf	false	0.0	0	true	2		true	0	0		0
ovn_hlf_welf_3	ovn_hlf_welf	2	4	2500	0		false	false		false	ovn_hlf_welf	false	0.0	0	true	3		true	0	0		0
ovn_hlf_cig	ovn_hlf_cig	0	3	3000	0		false	false		false	ovn_hlf_cig	false	0.0	0	true	3		true	0	0		0
ovn_half_smiths_1	ovn_half_smiths	0	3	3000	0		false	false		false	ovn_half_smiths	false	0.0	0	true	2		true	0	0		0
ovn_half_smiths_2	ovn_half_smiths	1	4	5000	0		false	false		false	ovn_half_smiths	false	0.0	0	true	3		true	0	0		0
ovn_Animal_Rearing_1	ovn_Animal_Rearing	0	2	2500	0		false	false		false	ovn_Animal_Rearing	false	0.0	0	true	2		true	0	0		0
ovn_Animal_Rearing_2	ovn_Animal_Rearing	1	3	3500	0		false	false		false	ovn_Animal_Rearing	false	0.0	0	true	3		true	0	0		0
ovn_half_industry_1	ovn_half_industry	0	2	750	0		false	false		false	ovn_half_industry	false	0.0	0	true	1		true	0	0		0
ovn_half_industry_2	ovn_half_industry	1	3	1500	0		false	false		false	ovn_half_industry	false	0.0	0	true	2		true	0	0		0
ovn_half_industry_3	ovn_half_industry	2	4	2500	0		false	false		false	ovn_half_industry	false	0.0	0	true	3		true	0	0		0
ovn_half_dragon	ovn_half_dragon	0	4	4500	0		false	false		false	ovn_half_dragon	false	0.0	0	true	4		true	0	0		0
ovn_hlf_resource_salt_1	ovn_hlf_resource_salt	0	2	750	0		false	false		false	ovn_hlf_resource_salt	false	0.0	0	true	1		true	0	0		0
ovn_hlf_resource_salt_2	ovn_hlf_resource_salt	1	3	1500	0		false	false		false	ovn_hlf_resource_salt	false	0.0	0	true	2		true	0	0		0
ovn_hlf_resource_salt_3	ovn_hlf_resource_salt	2	4	2500	0		false	false		false	ovn_hlf_resource_salt	false	0.0	0	true	3		true	0	0		0
ovn_half_barracks_1	ovn_half_barracks	0	1	1000	0		false	false		false	ovn_half_barracks	false	0.0	0	true	1		true	0	0		0
ovn_half_barracks_2	ovn_half_barracks	1	2	2000	0		false	false		false	ovn_half_barracks	false	0.0	0	true	2		true	0	0		0
ovn_half_barracks_3	ovn_half_barracks	2	3	4000	0		false	false		false	ovn_half_barracks	false	0.0	0	true	3		true	0	0		0
ovn_half_forges_1	ovn_half_forges	0	3	5000	0		false	false		false	ovn_half_forges	false	0.0	0	true	3		true	0	0		0
ovn_half_tavern_1	ovn_half_tavern	0	2	1500	0		false	false		false	ovn_half_tavern	false	0.0	0	true	2		true	0	0		0
ovn_half_tavern_2	ovn_half_tavern	1	3	3000	0		false	false		false	ovn_half_tavern	false	0.0	0	true	3		true	0	0		0
ovn_half_tavern_3	ovn_half_tavern	2	4	4500	0		false	false		false	ovn_half_tavern	false	0.0	0	true	4		true	0	0		0
ovn_hlf_roads_1	ovn_hlf_roads	0	4	500	0		false	false		false	ovn_hlf_roads	false	0.0	0	true	2		true	0	0		0
ovn_hlf_roads_2	ovn_hlf_roads	1	4	1000	0		false	false		false	ovn_hlf_roads	false	0.0	0	true	3		true	0	0		0
ovn_hlf_foreign_slot_discovery_1	ovn_hlf_foreign_slot_discovery	0	5	1000	0		false	false		false	ovn_hlf_foreign_slot_discovery	false	0.0	0	true	3		true	0	0		0
ovn_hlf_farm_basic_1	ovn_hlf_farm_basic	0	1	500	0		false	false		false	ovn_hlf_farm_basic	false	0.0	0	true	1		true	0	0		0
ovn_hlf_farm_basic_2	ovn_hlf_farm_basic	1	2	1000	0		false	false		false	ovn_hlf_farm_basic	false	0.0	0	true	2		true	0	0		0
ovn_hlf_farm_basic_3	ovn_hlf_farm_basic	2	3	2000	0		false	false		false	ovn_hlf_farm_basic	false	0.0	0	true	3		true	0	0		0
ovn_hlf_garrison_1	ovn_hlf_garrison	0	2	1500	0		false	false		false	ovn_hlf_garrison	false	0.0	0	true	2		true	0	0		0
ovn_hlf_garrison_2	ovn_hlf_garrison	1	3	3000	0		false	false		false	ovn_hlf_garrison	false	0.0	0	true	3		true	0	0		0
ovn_hlf_worship_1	ovn_hlf_worship	0	3	4000	0		false	false		false	ovn_hlf_worship	false	0.0	0	true	3		true	0	0		0
ovn_hlf_moot_cauldron_1	ovn_hlf_moot_cauldron	0	3	5000	0		false	false		false	ovn_hlf_moot_cauldron	false	0.0	0	true	2		true	0	0		0
ovn_hlf_settlement_major_1	ovn_hlf_settlement_major	1	3	1000	0		false	false		true	ovn_hlf_settlement_major	true	0.0	0	true	0	wh_cam_settlement_major_empire	true	0	0		0
ovn_hlf_settlement_major_2	ovn_hlf_settlement_major	2	4	2000	0		false	false		true	ovn_hlf_settlement_major	true	0.0	1	true	0	wh_cam_settlement_major_empire	true	0	0		0
ovn_hlf_settlement_major_3	ovn_hlf_settlement_major	3	5	4000	0		false	false		true	ovn_hlf_settlement_major	true	0.0	2	true	0	wh_cam_settlement_major_empire	true	0	0		0
ovn_hlf_settlement_major_4	ovn_hlf_settlement_major	4	6	8000	0		false	false		true	ovn_hlf_settlement_major	true	0.0	4	true	0	wh_cam_settlement_major_empire	true	0	0		0
ovn_hlf_settlement_major_5	ovn_hlf_settlement_major	5	7	16000	0		false	false		true	ovn_hlf_settlement_major	true	0.0	5	true	0	wh_cam_settlement_major_empire	true	0	0		0
ovn_hlf_settlement_major_ruin	ovn_hlf_settlement_major	0	1	0	0		false	false		true	ovn_hlf_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0		0
ovn_hlf_settlement_minor_1	ovn_hlf_settlement_minor	1	3	1000	0		false	false		true	ovn_hlf_settlement_minor	false	0.0	0	true	0	wh_cam_settlement_minor_empire	true	0	0		0
ovn_hlf_settlement_minor_2	ovn_hlf_settlement_minor	2	4	2000	0		false	false		true	ovn_hlf_settlement_minor	false	0.0	1	true	0	wh_cam_settlement_minor_empire	true	0	0		0
ovn_hlf_settlement_minor_3	ovn_hlf_settlement_minor	3	5	4000	0		false	false		true	ovn_hlf_settlement_minor	false	0.0	2	true	0	wh_cam_settlement_minor_empire	true	0	0		0
ovn_hlf_settlement_minor_ruin	ovn_hlf_settlement_minor	0	1	0	0		false	false		true	ovn_hlf_settlement_minor	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0		0
