building_chain	id
#building_chain_availability_sets_tables;0;db/building_chain_availability_sets_tables/ovn_hlf_buildings	
ovn_half_smiths	ovn_halflings
ovn_hlf_resource_salt	ovn_halflings
ovn_hlf_welf	ovn_halflings
ovn_hlf_cig	ovn_halflings
ovn_Animal_Rearing	ovn_halflings
ovn_half_industry	ovn_halflings
ovn_half_dragon	ovn_halflings
ovn_half_barracks	ovn_halflings
ovn_half_forges	ovn_halflings
ovn_half_tavern	ovn_halflings
ovn_hlf_roads	ovn_halflings
ovn_hlf_foreign_slot_discovery	ovn_halflings
ovn_hlf_farm_basic	ovn_halflings
ovn_hlf_garrison	ovn_halflings
ovn_hlf_worship	ovn_halflings
ovn_hlf_moot_cauldron	ovn_halflings
ovn_hlf_settlement_minor	ovn_halflings
ovn_hlf_settlement_major	ovn_halflings
wh2_main_special_empire_fort_emp	ovn_halflings
ovn_hlf_walls	ovn_halflings
ovn_hlf_under_set_menu	ovn_halflings
ovn_hlf_under_pick_menu	ovn_halflings
ovn_hlf_under_buffet_menu	ovn_halflings
ovn_hlf_under_special_menu	ovn_halflings
ovn_hlf_under_drinks_wine	ovn_halflings
ovn_hlf_under_drinks_cofee	ovn_halflings
ovn_hlf_under_barn	ovn_halflings
ovn_hlf_under_revelry	ovn_halflings
ovn_hlf_under_security	ovn_halflings
ovn_hlf_under_fence	ovn_halflings
