faction	stance
#campaign_stances_factions_junctions_tables;0;db/campaign_stances_factions_junctions_tables/ovn_halflings	
ovn_hlf_the_moot	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
ovn_hlf_the_moot	MILITARY_FORCE_ACTIVE_STANCE_TYPE_ASSEMBLE_FLEET
ovn_hlf_the_moot	MILITARY_FORCE_ACTIVE_STANCE_TYPE_CHANNELING
ovn_hlf_the_moot	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DEFAULT
ovn_hlf_the_moot	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DOUBLE_TIME
ovn_hlf_the_moot	MILITARY_FORCE_ACTIVE_STANCE_TYPE_LAND_RAID
ovn_hlf_the_moot	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
ovn_hlf_the_moot	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
ovn_hlf_the_moot	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP
