building	campaign_group	unit
#building_allied_units_tables;0;db/building_allied_units_tables/ovn_halflings		
wh3_main_brt_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_brt_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_brt_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_brt_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_brt_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_brt_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_brt_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_brt_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_brt_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_brt_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_brt_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_brt_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_bst_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_bst_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_bst_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_bst_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_bst_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_bst_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_bst_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_bst_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_bst_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_bst_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_bst_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_bst_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_chs_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_chs_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_chs_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_chs_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_chs_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_chs_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_chs_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_chs_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_chs_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_chs_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_chs_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_chs_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_cst_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_cst_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_cst_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_cst_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_cst_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_cst_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_cst_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_cst_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_cst_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_cst_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_cst_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_cst_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_cth_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_cth_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_cth_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_cth_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_cth_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_cth_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_cth_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_cth_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_cth_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_cth_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_cth_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_cth_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_dae_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_dae_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_dae_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_dae_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_dae_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_dae_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_dae_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_dae_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_dae_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_dae_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_dae_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_dae_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_def_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_def_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_def_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_def_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_def_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_def_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_def_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_def_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_def_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_def_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_def_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_def_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_dwf_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_dwf_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_dwf_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_dwf_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_dwf_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_dwf_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_dwf_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_dwf_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_dwf_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_dwf_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_dwf_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_dwf_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_emp_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_emp_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_emp_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_emp_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_emp_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_emp_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_emp_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_emp_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_emp_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_emp_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_emp_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_emp_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_grn_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_grn_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_grn_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_grn_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_grn_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_grn_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_grn_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_grn_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_grn_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_grn_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_grn_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_grn_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_hef_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_hef_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_hef_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_hef_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_hef_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_hef_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_hef_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_hef_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_hef_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_hef_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_hef_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_hef_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_kho_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_kho_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_kho_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_kho_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_kho_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_kho_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_kho_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_kho_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_kho_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_kho_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_kho_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_kho_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_ksl_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_ksl_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_ksl_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_ksl_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_ksl_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_ksl_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_ksl_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_ksl_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_ksl_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_ksl_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_ksl_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_ksl_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_lzd_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_lzd_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_lzd_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_lzd_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_lzd_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_lzd_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_lzd_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_lzd_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_lzd_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_lzd_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_lzd_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_lzd_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_nor_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_nor_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_nor_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_nor_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_nor_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_nor_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_nor_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_nor_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_nor_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_nor_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_nor_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_nor_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_nur_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_nur_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_nur_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_nur_allied_outpost_2	ovn_halflings	halfling_archer
wh3_main_nur_allied_outpost_2	ovn_halflings	halfling_cook
wh3_main_nur_allied_outpost_2	ovn_halflings	halfling_inf
wh3_main_nur_allied_outpost_3	ovn_halflings	ovn_mtl_cav_swine_riders_0
wh3_main_nur_allied_outpost_3	ovn_halflings	ovn_mtl_cav_battleram_riders_0
wh3_main_nur_allied_outpost_3	ovn_halflings	ovn_mtl_cav_poultry_riders_0
wh3_main_nur_allied_outpost_3	ovn_halflings	ovn_mtl_veh_reaper
wh3_main_nur_allied_outpost_3	ovn_halflings	ovn_mtl_art_hotpot
wh3_main_nur_allied_outpost_3	ovn_halflings	hlf_roast_pig
wh3_main_ogr_allied_outpost_1	ovn_halflings	halfling_militia
wh3_main_ogr_allied_outpost_1	ovn_halflings	halfling_milittia_arch
wh3_main_ogr_allied_outpost_1	ovn_halflings	halfling_milittia_great
wh3_main_ogr_allied_outpost_2	ovn_halflings	halfling_archer
