building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;0;db/building_effects_junction_tables/ovn_araby_special						
ovn_special_tomb_of_the_death_scarab	wh_main_effect_economy_gdp_mod_all		province_to_region_own_factionwide	5.0000	3.0000	0.0000
ovn_special_tomb_of_the_death_scarab	wh2_main_effect_region_resource_gold_idols_production		building_to_building_own	8.0000	4.0000	0.0000
ovn_special_tomb_of_the_death_scarab	wh3_main_effect_winds_of_magic_pool_cap		faction_to_force_own	3.0000	3.0000	0.0000
ovn_special_tomb_of_the_death_scarab	wh_main_effect_public_order_base		province_to_province_own	2.0000	1.0000	0.0000
ovn_special_tomb_of_the_death_scarab	wh_main_effect_public_order_osmosis		province_to_province_adjacent_unseen	1.0000	1.0000	0.0000
ovn_special_tomb_of_the_death_scarab	wh2_dlc09_effect_unit_cap_tmb_mon_ushabti_0		building_to_faction_own	2.0000	2.0000	0.0000
ovn_special_tomb_of_the_death_scarab	wh2_dlc09_effect_unit_cap_tmb_mon_ushabti_1		building_to_faction_own	2.0000	2.0000	0.0000
ovn_special_crypt_of_abdul_ben_rachid	wh2_dlc13_effect_morale_versus_vmp_cst_tmb		faction_to_army_own	5.0000	3.0000	0.0000
ovn_special_crypt_of_abdul_ben_rachid	wh_main_effect_economy_gdp_subsistance		building_to_building_own	200.0000	100.0000	0.0000
ovn_special_crypt_of_abdul_ben_rachid	wh3_main_effect_corruption_reduction_buildings		faction_to_province_own	-5.0000	-3.0000	0.0000
ovn_special_madrasat_el-sehr	wh_main_effect_technology_research_points		faction_to_faction_own_unseen	12.0000	6.0000	0.0000
ovn_special_madrasat_el-sehr	wh3_main_effect_winds_of_magic_pool_cap		faction_to_force_own	15.0000	7.0000	0.0000
ovn_special_the_black-gold_tower	wh_main_effect_force_stat_melee_defence_siege_defence		region_to_force_own	10.0000	10.0000	0.0000
ovn_special_the_black-gold_tower	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	500.0000	250.0000	0.0000
ovn_special_the_black-gold_tower	wh_main_effect_force_army_campaign_siege_defend_attrition		region_to_force_own_unseen	-40.0000	-20.0000	0.0000
ovn_special_the_black-gold_tower	wh_main_effect_force_stat_ammunition_siege_defence		region_to_force_own_factionwide	30.0000	15.0000	0.0000
ovn_special_the_black-gold_tower	wh_main_effect_public_order_base		province_to_province_own	6.0000	3.0000	0.0000
ovn_special_the_black-gold_tower	wh_pro01_effect_force_stat_melee_defence_defending		faction_to_force_own	6.0000	3.0000	0.0000
ovn_special_ivory_palace_of_ka-sabar	wh3_main_effect_region_resource_ivory_production		building_to_building_own	30.0000	15.0000	0.0000
ovn_special_ivory_palace_of_ka-sabar	wh2_main_effect_building_recruitment_cost_reduction_arb_ovn_elephant		province_to_province_own	-30.0000	-15.0000	0.0000
ovn_special_ivory_palace_of_ka-sabar	wh2_main_effect_building_upkeep_reduction_arb_ovn_elephant		faction_to_force_own	-5.0000	-3.0000	0.0000
ovn_special_ivory_palace_of_ka-sabar	ovn_effect_tech_unit_xp_arb_elephants		province_to_province_own	3.0000	2.0000	0.0000
ovn_special_ivory_palace_of_ka-sabar	wh2_dlc09_effect_melee_attack_arb_ovn_elephant		faction_to_force_own	4.0000	2.0000	0.0000
ovn_special_ivory_palace_of_ka-sabar	wh2_dlc09_effect_melee_defence_arb_ovn_elephant		faction_to_force_own	4.0000	2.0000	0.0000
ovn_special_fortress_of_nafel_muq	wh2_main_effect_economy_gdp_mod_trade_sea_global		faction_to_region_own	2.0000	1.0000	0.0000
ovn_special_fortress_of_nafel_muq	wh2_dlc17_effect_vision_of_all_adjacent_regions_dummy		province_to_province_own	1.0000	0.0000	0.0000
ovn_special_fortress_of_nafel_muq	wh2_main_effect_force_own_campaign_movement_range		region_to_force_own	20.0000	10.0000	0.0000
ovn_special_fortress_of_nafel_muq	wh_main_effect_force_army_campaign_experience_base_infantry		province_to_province_own	2.0000	1.0000	0.0000
ovn_special_fortress_of_nafel_muq	wh_main_effect_public_order_base		province_to_province_own	8.0000	4.0000	0.0000
ovn_special_portal_of_twilight	wh3_main_effect_corruption_tzeentch_buildings		region_to_region_own	5.0000	3.0000	0.0000
ovn_special_portal_of_twilight	wh3_main_effect_winds_of_magic_increase_chance_mod		faction_to_region_own	5.0000	5.0000	0.0000
ovn_special_portal_of_twilight	wh3_main_faction_political_diplomacy_mod_tzeentch		faction_to_faction_own_unseen	20.0000	10.0000	0.0000
ovn_special_portal_of_twilight	wh_main_effect_economy_gdp_learning		building_to_building_own	400.0000	200.0000	0.0000
ovn_special_portal_of_twilight	wh_main_effect_technology_research_points		faction_to_faction_own_unseen	10.0000	5.0000	0.0000
ovn_special_portal_of_twilight	wh2_main_effect_construction_limit_dummy		building_to_building_own	1.0000	1.0000	1.0000
ovn_special_gardens_of_bel-aliad	wh_main_effect_province_growth_building		province_to_province_own_factionwide	5.0000	3.0000	0.0000
ovn_special_gardens_of_bel-aliad	wh_main_effect_economy_gdp_mod_all		province_to_region_own	10.0000	5.0000	0.0000
ovn_special_gardens_of_bel-aliad	wh_main_effect_public_order_base		province_to_province_own	8.0000	4.0000	0.0000
ovn_special_gardens_of_bel-aliad	wh_main_effect_public_order_global		province_to_province_own_factionwide	1.0000	1.0000	0.0000
ovn_special_gardens_of_bel-aliad	wh_main_effect_region_resource_medicine_production		building_to_building_own	20.0000	10.0000	0.0000
ovn_special_gardens_of_bel-aliad	wh2_main_effect_construction_limit_dummy	IsMagusOrJaffar	building_to_building_own	1.0000	1.0000	1.0000
ovn_special_tomb_of_mullah_akland	wh3_main_effect_corruption_reduction_adjacent_provinces		province_to_province_own	-3.0000	-3.0000	0.0000
ovn_special_tomb_of_mullah_akland	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-10.0000	-3.0000	0.0000
ovn_special_tomb_of_mullah_akland	wh_main_effect_force_army_campaign_experience_base_infantry		province_to_province_own	2.0000	1.0000	0.0000
ovn_special_tomb_of_mullah_akland	wh_main_effect_public_order_base		province_to_province_own_factionwide	5.0000	3.0000	0.0000
ovn_special_tomb_of_mullah_akland	wh_main_effect_economy_trade_good_commodity_mod		faction_to_faction_own	5.0000	2.0000	0.0000
ovn_special_tomb_of_mullah_akland	wh_main_effect_economy_gdp_mining		building_to_building_own	200.0000	100.0000	0.0000
ovn_special_palace_of_the_great_sultan	wh_main_effect_public_order_base		province_to_province_own	10.0000	5.0000	0.0000
ovn_special_palace_of_the_great_sultan	wh_main_effect_public_order_global		province_to_province_own_factionwide	2.0000	1.0000	0.0000
ovn_special_palace_of_the_great_sultan	wh_main_faction_xp_increase_generals		province_to_province_own_factionwide	2.0000	1.0000	0.0000
ovn_special_palace_of_the_great_sultan	wh_main_faction_xp_increase_generals_hidden		faction_to_force_own	2.0000	1.0000	0.0000
ovn_special_palace_of_the_great_sultan	wh_main_effect_economy_gdp_mod_all		province_to_region_own	5.0000	5.0000	0.0000
ovn_special_palace_of_the_great_sultan	wh2_main_effect_building_recruitment_cost_reduction_arb_OtF_khemri_elite_guard		province_to_province_own	-30.0000	-15.0000	0.0000
ovn_special_palace_of_the_great_sultan	wh2_main_effect_building_upkeep_reduction_arb_OtF_khemri_elite_guard		faction_to_force_own	-5.0000	-3.0000	0.0000
ovn_special_galleons_graveyard_wreck_1	ovn_effect_tech_missile_strength_arb_gunpowder		faction_to_force_own	10.0000	10.0000	0.0000
ovn_special_galleons_graveyard_wreck_1	wh_main_effect_force_army_campaign_experience_base_artillery		faction_to_character_own	4.0000	4.0000	0.0000
ovn_special_galleons_graveyard_wreck_1	wh_main_effect_force_army_campaign_recruitment_cost_artillery		faction_to_force_own	-15.0000	-15.0000	0.0000
ovn_special_golden_magus_paradise_1	wh2_dlc11_effect_force_army_campaign_attrition_immunity_reef		region_to_force_own	1.0000	1.0000	0.0000
ovn_special_golden_magus_paradise_1	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	1000.0000	500.0000	0.0000
ovn_special_golden_magus_paradise_1	wh3_main_effect_chaos_realm_trait_removal	IsChaosCampaign	region_to_region_own	50.0000	25.0000	0.0000
ovn_special_golden_magus_paradise_1	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-2.0000	-2.0000	0.0000
ovn_special_golden_magus_paradise_1	wh_main_effect_construction_slot_multiple_dummy		this_building	2.0000	2.0000	2.0000
ovn_special_golden_magus_paradise_1	wh_main_effect_economy_gdp_subsistance		building_to_building_own	160.0000	80.0000	0.0000
ovn_special_golden_magus_paradise_1	wh_main_effect_province_growth_building		region_to_province_own_unseen	10.0000	5.0000	0.0000
ovn_special_golden_magus_paradise_1	wh_main_effect_technology_research_rate_mod		region_to_faction_own	5.0000	5.0000	0.0000
ovn_special_golden_magus_paradise_2	wh2_dlc11_effect_force_army_campaign_attrition_immunity_reef		region_to_force_own	1.0000	1.0000	0.0000
ovn_special_golden_magus_paradise_2	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	1000.0000	500.0000	0.0000
ovn_special_golden_magus_paradise_2	wh3_main_effect_chaos_realm_trait_removal	IsChaosCampaign	region_to_region_own	50.0000	25.0000	0.0000
ovn_special_golden_magus_paradise_2	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-2.0000	-2.0000	0.0000
ovn_special_golden_magus_paradise_2	wh_main_effect_construction_slot_multiple_dummy		this_building	4.0000	4.0000	4.0000
ovn_special_golden_magus_paradise_2	wh_main_effect_economy_gdp_subsistance		building_to_building_own	240.0000	120.0000	0.0000
ovn_special_golden_magus_paradise_2	wh_main_effect_province_growth_building		region_to_province_own_unseen	20.0000	10.0000	0.0000
ovn_special_golden_magus_paradise_2	wh_main_effect_technology_research_rate_mod		region_to_faction_own	5.0000	5.0000	0.0000
ovn_special_golden_magus_paradise_3	wh2_dlc11_effect_force_army_campaign_attrition_immunity_reef		region_to_force_own	1.0000	1.0000	0.0000
ovn_special_golden_magus_paradise_3	wh2_main_effect_ability_enable_garrison_heroes		building_to_forces_own_regionwide	1.0000	1.0000	1.0000
ovn_special_golden_magus_paradise_3	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	1000.0000	500.0000	0.0000
ovn_special_golden_magus_paradise_3	wh3_main_effect_chaos_realm_trait_removal	IsChaosCampaign	region_to_region_own	50.0000	25.0000	0.0000
ovn_special_golden_magus_paradise_3	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-2.0000	-2.0000	0.0000
ovn_special_golden_magus_paradise_3	wh_main_effect_construction_slot_multiple_dummy		this_building	6.0000	6.0000	6.0000
ovn_special_golden_magus_paradise_3	wh_main_effect_economy_gdp_subsistance		building_to_building_own	320.0000	160.0000	0.0000
ovn_special_golden_magus_paradise_3	wh_main_effect_province_growth_building		region_to_province_own_unseen	30.0000	15.0000	0.0000
ovn_special_golden_magus_paradise_3	wh_main_effect_technology_research_rate_mod		region_to_faction_own	5.0000	5.0000	0.0000
ovn_special_golden_magus_paradise_4	wh2_dlc11_effect_force_army_campaign_attrition_immunity_reef		region_to_force_own	1.0000	1.0000	0.0000
ovn_special_golden_magus_paradise_4	wh2_main_effect_ability_enable_garrison_heroes		building_to_forces_own_regionwide	1.0000	1.0000	1.0000
ovn_special_golden_magus_paradise_4	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	1000.0000	500.0000	0.0000
ovn_special_golden_magus_paradise_4	wh3_main_effect_chaos_realm_trait_removal	IsChaosCampaign	region_to_region_own	50.0000	25.0000	0.0000
ovn_special_golden_magus_paradise_4	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-2.0000	-2.0000	0.0000
ovn_special_golden_magus_paradise_4	wh_main_effect_construction_slot_multiple_dummy		this_building	8.0000	8.0000	8.0000
ovn_special_golden_magus_paradise_4	wh_main_effect_economy_gdp_subsistance		building_to_building_own	400.0000	200.0000	0.0000
ovn_special_golden_magus_paradise_4	wh_main_effect_province_growth_building		region_to_province_own_unseen	40.0000	20.0000	0.0000
ovn_special_golden_magus_paradise_4	wh_main_effect_technology_research_rate_mod		region_to_faction_own	5.0000	5.0000	0.0000
ovn_special_golden_magus_paradise_5	wh2_dlc11_effect_force_army_campaign_attrition_immunity_reef		region_to_force_own	1.0000	1.0000	0.0000
ovn_special_golden_magus_paradise_5	wh2_main_effect_ability_enable_garrison_heroes		building_to_forces_own_regionwide	1.0000	1.0000	1.0000
ovn_special_golden_magus_paradise_5	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	1000.0000	500.0000	0.0000
ovn_special_golden_magus_paradise_5	wh3_main_effect_chaos_realm_trait_removal	IsChaosCampaign	region_to_region_own	50.0000	25.0000	0.0000
ovn_special_golden_magus_paradise_5	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-2.0000	-2.0000	0.0000
ovn_special_golden_magus_paradise_5	wh_main_effect_construction_slot_multiple_dummy		this_building	9.0000	9.0000	9.0000
ovn_special_golden_magus_paradise_5	wh_main_effect_economy_gdp_subsistance		building_to_building_own	480.0000	240.0000	0.0000
ovn_special_golden_magus_paradise_5	wh_main_effect_province_growth_building		region_to_province_own_unseen	50.0000	25.0000	0.0000
ovn_special_golden_magus_paradise_5	wh_main_effect_technology_research_rate_mod		region_to_faction_own	5.0000	5.0000	0.0000
ovn_special_golden_magus_paradise_ruin	wh3_main_effect_corruption_reduction_ruins		region_to_region_own	-2.0000	-2.0000	0.0000
ovn_special_copher_port_araby_1	wh_main_effect_economy_gdp_trade_sea		building_to_building_own	200.0000	100.0000	0.0000
ovn_special_copher_port_araby_1	wh_main_effect_force_all_campaign_replenishment_rate		province_to_army_own	5.0000	3.0000	0.0000
ovn_special_copher_port_araby_1	wh_main_effect_province_growth_building		region_to_province_own_unseen	10.0000	5.0000	0.0000
ovn_special_copher_port_araby_1	wh3_main_pooled_resource_def_slaves_buildings_gained		building_to_faction_own	20.0000	0.0000	0.0000
ovn_special_copher_port_araby_1	wh_main_effect_region_resource_spices_production		building_to_building_own	12.0000	6.0000	0.0000
ovn_special_copher_port_araby_2	wh_main_effect_economy_gdp_trade_sea		building_to_building_own	400.0000	200.0000	0.0000
ovn_special_copher_port_araby_2	wh_main_effect_force_all_campaign_replenishment_rate		province_to_army_own	10.0000	5.0000	0.0000
ovn_special_copher_port_araby_2	wh_main_effect_province_growth_building		region_to_province_own_unseen	20.0000	10.0000	0.0000
ovn_special_copher_port_araby_2	wh3_main_pooled_resource_def_slaves_buildings_gained		building_to_faction_own	40.0000	0.0000	0.0000
ovn_special_copher_port_araby_2	wh_main_effect_region_resource_spices_production		building_to_building_own	24.0000	12.0000	0.0000
ovn_special_college_of_sorcerers	wh2_main_effect_ability_enable_garrison_heroes		building_to_forces_own_regionwide	1.0000	1.0000	1.0000
ovn_special_college_of_sorcerers	wh_main_effect_agent_cap_increase_wizard_arb_2		faction_to_faction_own_unseen	2.0000	2.0000	0.0000
ovn_special_college_of_sorcerers	wh_main_effect_agent_enable_recruitment_wizard_arb_2		province_to_province_own	1.0000	1.0000	0.0000
ovn_special_college_of_sorcerers	wh_main_effect_agent_recruitment_xp_wizard_arb_2		province_to_province_own	7.0000	4.0000	0.0000
ovn_special_great_slave_market	wh3_main_pooled_resource_def_slaves_buildings_gained		building_to_faction_own	100.0000	50.0000	0.0000
ovn_special_great_slave_market	wh3_main_pooled_resource_def_slaves_buildings_used_mod		faction_to_province_own	-5.0000	0.0000	0.0000
ovn_special_great_slave_market	wh3_dlc23_effect_rush_construction_cost		building_to_faction_own_factionwide	-10.0000	200.0000	0.0000
ovn_special_great_slave_market	wh_main_effect_force_all_campaign_captives		building_to_force_own_factionwide	10.0000	-5.0000	0.0000
ovn_special_great_slave_market	wh_main_effect_public_order_base		province_to_province_own_unseen	-4.0000	-4.0000	0.0000
ovn_special_great_slave_market	wh_main_effect_public_order_osmosis		province_to_province_adjacent_unseen	-2.0000	-2.0000	0.0000
ovn_special_atalan_mountain_peaks	ovn_effect_tech_recruitment_cost_reduction_giant_vultures		province_to_province_own	-30.0000	-15.0000	0.0000
ovn_special_atalan_mountain_peaks	ovn_effect_tech_upkeep_reduction_giant_vultures		faction_to_force_own	-5.0000	-3.0000	0.0000
ovn_special_atalan_mountain_peaks	ovn_effect_tech_unit_xp_increase_giant_vultures		province_to_province_own	3.0000	2.0000	0.0000
ovn_special_galleons_graveyard_magus_djinn	wh3_main_effect_corruption_reduction_buildings		region_to_province_own_unseen	-4.0000	-2.0000	0.0000
ovn_special_galleons_graveyard_magus_djinn	arb_golden_magus_wishmaster_djinn_exp		building_to_force_own_factionwide	4.0000	2.0000	0.0000
ovn_special_galleons_graveyard_magus_djinn	wh2_main_diplomatic_relations_araby		faction_to_faction_own_unseen	30.0000	15.0000	0.0000
ovn_special_galleons_graveyard_magus_djinn	arb_golden_magus_innate_djinn_upkeep		building_to_force_own_factionwide	-15.0000	-7.0000	0.0000
ovn_special_galleons_graveyard_magus_djinn	wh2_main_effect_construction_limit_dummy		building_to_building_own	1.0000	1.0000	1.0000
ovn_special_galleons_graveyard_magus_tzeentch	wh3_main_effect_corruption_tzeentch_buildings		region_to_province_own_unseen	4.0000	2.0000	0.0000
