building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;0;db/building_effects_junction_tables/ovn_araby_only						
ovn_arb_settlement_major_1	wh2_main_effect_ability_enable_garrison_heroes		building_to_forces_own_regionwide	1.0000	1.0000	1.0000
ovn_arb_settlement_major_1	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	500.0000	500.0000	0.0000
ovn_arb_settlement_major_1	wh3_main_effect_chaos_realm_trait_removal	IsChaosCampaign	region_to_region_own	50.0000	25.0000	0.0000
ovn_arb_settlement_major_1	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-2.0000	-2.0000	0.0000
ovn_arb_settlement_major_1	wh_main_effect_construction_slot_dummy		this_building	1.0000	1.0000	1.0000
ovn_arb_settlement_major_1	wh_main_effect_economy_gdp_subsistance		building_to_building_own	150.0000	75.0000	0.0000
ovn_arb_settlement_major_1	wh_main_effect_province_growth_building		region_to_province_own_unseen	10.0000	5.0000	0.0000
ovn_arb_settlement_major_1	wh_main_effect_settlement_walls	WallEffect	region_to_region_own	1.0000	1.0000	1.0000
ovn_arb_settlement_major_1	wh_main_effect_technology_research_rate_mod		region_to_faction_own	5.0000	5.0000	0.0000
ovn_arb_settlement_major_2	wh2_main_effect_ability_enable_garrison_heroes		building_to_forces_own_regionwide	1.0000	1.0000	1.0000
ovn_arb_settlement_major_2	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	500.0000	500.0000	0.0000
ovn_arb_settlement_major_2	wh3_main_effect_chaos_realm_trait_removal	IsChaosCampaign	region_to_region_own	50.0000	25.0000	0.0000
ovn_arb_settlement_major_2	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-2.0000	-2.0000	0.0000
ovn_arb_settlement_major_2	wh_main_effect_construction_slot_multiple_dummy		this_building	2.0000	2.0000	2.0000
ovn_arb_settlement_major_2	wh_main_effect_economy_gdp_subsistance		building_to_building_own	200.0000	100.0000	0.0000
ovn_arb_settlement_major_2	wh_main_effect_province_growth_building		region_to_province_own_unseen	20.0000	10.0000	0.0000
ovn_arb_settlement_major_2	wh_main_effect_settlement_walls	WallEffect	region_to_region_own	1.0000	1.0000	1.0000
ovn_arb_settlement_major_2	wh_main_effect_technology_research_rate_mod		region_to_faction_own	5.0000	5.0000	0.0000
ovn_arb_settlement_major_3	wh2_main_effect_ability_enable_garrison_heroes		building_to_forces_own_regionwide	1.0000	1.0000	1.0000
ovn_arb_settlement_major_3	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	500.0000	500.0000	0.0000
ovn_arb_settlement_major_3	wh3_main_effect_chaos_realm_trait_removal	IsChaosCampaign	region_to_region_own	50.0000	25.0000	0.0000
ovn_arb_settlement_major_3	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-2.0000	-2.0000	0.0000
ovn_arb_settlement_major_3	wh_main_effect_construction_slot_multiple_dummy		this_building	3.0000	3.0000	3.0000
ovn_arb_settlement_major_3	wh_main_effect_economy_gdp_subsistance		building_to_building_own	250.0000	125.0000	0.0000
ovn_arb_settlement_major_3	wh_main_effect_province_growth_building		region_to_province_own_unseen	30.0000	15.0000	0.0000
ovn_arb_settlement_major_3	wh_main_effect_settlement_walls	WallEffect	region_to_region_own	1.0000	1.0000	1.0000
ovn_arb_settlement_major_3	wh_main_effect_technology_research_rate_mod		region_to_faction_own	5.0000	5.0000	0.0000
ovn_arb_settlement_major_4	wh2_main_effect_ability_enable_garrison_heroes		building_to_forces_own_regionwide	1.0000	1.0000	1.0000
ovn_arb_settlement_major_4	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	500.0000	500.0000	0.0000
ovn_arb_settlement_major_4	wh3_main_effect_chaos_realm_trait_removal	IsChaosCampaign	region_to_region_own	50.0000	25.0000	0.0000
ovn_arb_settlement_major_4	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-2.0000	-2.0000	0.0000
ovn_arb_settlement_major_4	wh_main_effect_construction_slot_multiple_dummy		this_building	5.0000	5.0000	5.0000
ovn_arb_settlement_major_4	wh_main_effect_economy_gdp_subsistance		building_to_building_own	350.0000	175.0000	0.0000
ovn_arb_settlement_major_4	wh_main_effect_province_growth_building		region_to_province_own_unseen	40.0000	20.0000	0.0000
ovn_arb_settlement_major_4	wh_main_effect_settlement_walls	WallEffect	region_to_region_own	1.0000	1.0000	1.0000
ovn_arb_settlement_major_4	wh_main_effect_technology_research_rate_mod		region_to_faction_own	5.0000	5.0000	0.0000
ovn_arb_settlement_major_5	wh2_main_effect_ability_enable_garrison_heroes		building_to_forces_own_regionwide	1.0000	1.0000	1.0000
ovn_arb_settlement_major_5	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	500.0000	500.0000	0.0000
ovn_arb_settlement_major_5	wh3_main_effect_chaos_realm_trait_removal	IsChaosCampaign	region_to_region_own	50.0000	25.0000	0.0000
ovn_arb_settlement_major_5	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-2.0000	-2.0000	0.0000
ovn_arb_settlement_major_5	wh_main_effect_construction_slot_multiple_dummy		this_building	7.0000	7.0000	7.0000
ovn_arb_settlement_major_5	wh_main_effect_economy_gdp_subsistance		building_to_building_own	500.0000	250.0000	0.0000
ovn_arb_settlement_major_5	wh_main_effect_province_growth_building		region_to_province_own_unseen	50.0000	25.0000	0.0000
ovn_arb_settlement_major_5	wh_main_effect_settlement_walls	WallEffect	region_to_region_own	1.0000	1.0000	1.0000
ovn_arb_settlement_major_5	wh_main_effect_technology_research_rate_mod		region_to_faction_own	5.0000	5.0000	0.0000
ovn_arb_settlement_major_ruin	wh3_main_effect_corruption_reduction_ruins		region_to_region_own	-2.0000	-2.0000	0.0000
ovn_arb_settlement_minor_1	wh2_main_effect_ability_enable_garrison_heroes		building_to_forces_own_regionwide	1.0000	1.0000	1.0000
ovn_arb_settlement_minor_1	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	500.0000	500.0000	0.0000
ovn_arb_settlement_minor_1	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-1.0000	-1.0000	0.0000
ovn_arb_settlement_minor_1	wh_main_effect_construction_slot_dummy		this_building	1.0000	1.0000	1.0000
ovn_arb_settlement_minor_1	wh_main_effect_economy_gdp_subsistance		building_to_building_own	150.0000	75.0000	15.0000
ovn_arb_settlement_minor_1	wh_main_effect_province_growth_building		region_to_province_own_unseen	10.0000	5.0000	0.0000
ovn_arb_settlement_minor_2	wh2_main_effect_ability_enable_garrison_heroes		building_to_forces_own_regionwide	1.0000	1.0000	1.0000
ovn_arb_settlement_minor_2	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	500.0000	500.0000	0.0000
ovn_arb_settlement_minor_2	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-1.0000	-1.0000	0.0000
ovn_arb_settlement_minor_2	wh_main_effect_construction_slot_multiple_dummy		this_building	2.0000	2.0000	2.0000
ovn_arb_settlement_minor_2	wh_main_effect_economy_gdp_subsistance		building_to_building_own	200.0000	100.0000	0.0000
ovn_arb_settlement_minor_2	wh_main_effect_province_growth_building		region_to_province_own_unseen	20.0000	10.0000	0.0000
ovn_arb_settlement_minor_3	wh2_main_effect_ability_enable_garrison_heroes		building_to_forces_own_regionwide	1.0000	1.0000	1.0000
ovn_arb_settlement_minor_3	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	500.0000	500.0000	0.0000
ovn_arb_settlement_minor_3	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-1.0000	-1.0000	0.0000
ovn_arb_settlement_minor_3	wh_main_effect_construction_slot_multiple_dummy		this_building	3.0000	3.0000	3.0000
ovn_arb_settlement_minor_3	wh_main_effect_economy_gdp_subsistance		building_to_building_own	250.0000	125.0000	0.0000
ovn_arb_settlement_minor_3	wh_main_effect_province_growth_building		region_to_province_own_unseen	30.0000	15.0000	0.0000
