building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;0;db/building_effects_junction_tables/rhox_araby_fatandira						
ovn_arb_nomad_infantry_1	rhox_araby_meter_araby_effect	IsFatandira	faction_to_faction_own	1.0000	0.0000	0.0000
ovn_arb_nomad_infantry_2	rhox_araby_meter_araby_effect	IsFatandira	faction_to_faction_own	3.0000	2.0000	0.0000
ovn_arb_nomad_infantry_3	rhox_araby_meter_araby_effect	IsFatandira	faction_to_faction_own	5.0000	3.0000	0.0000
ovn_arb_nomad_cavalry_1	rhox_araby_meter_araby_effect	IsFatandira	faction_to_faction_own	1.0000	0.0000	0.0000
ovn_arb_nomad_cavalry_2	rhox_araby_meter_araby_effect	IsFatandira	faction_to_faction_own	2.0000	1.0000	0.0000
ovn_arb_nomad_cavalry_3	rhox_araby_meter_araby_effect	IsFatandira	faction_to_faction_own	3.0000	2.0000	0.0000
ovn_arb_nomad_cavalry_4	rhox_araby_meter_araby_effect	IsFatandira	faction_to_faction_own	5.0000	3.0000	0.0000
ovn_special_tomb_king_crypt_1	rhox_araby_meter_tk_effect	IsFatandira	faction_to_faction_own	-1.0000	0.0000	0.0000
ovn_special_tomb_king_crypt_1	rhox_araby_meter_tk_effect_dummy	IsFatandira	faction_to_faction_own	1.0000	0.0000	0.0000
ovn_special_tomb_king_crypt_2	rhox_araby_meter_tk_effect	IsFatandira	faction_to_faction_own	-2.0000	-1.0000	0.0000
ovn_special_tomb_king_crypt_2	rhox_araby_meter_tk_effect_dummy	IsFatandira	faction_to_faction_own	2.0000	1.0000	0.0000
ovn_special_tomb_king_crypt_3	rhox_araby_meter_tk_effect	IsFatandira	faction_to_faction_own	-4.0000	-2.0000	0.0000
ovn_special_tomb_king_crypt_3	rhox_araby_meter_tk_effect_dummy	IsFatandira	faction_to_faction_own	4.0000	2.0000	0.0000
ovn_special_tomb_of_the_death_scarab	rhox_araby_meter_tk_effect	IsFatandira	faction_to_faction_own	-10.0000	-5.0000	0.0000
ovn_special_tomb_of_the_death_scarab	rhox_araby_meter_tk_effect_dummy	IsFatandira	faction_to_faction_own	10.0000	5.0000	0.0000
ovn_arb_defence_major_1	rhox_araby_meter_araby_effect	IsFatandira	faction_to_faction_own	2.0000	1.0000	0.0000
ovn_arb_defence_major_1	wh2_main_effect_construction_limit_dummy	IsFatandira	building_to_building_own	1.0000	1.0000	1.0000
ovn_arb_defence_major_2	rhox_araby_meter_araby_effect	IsFatandira	faction_to_faction_own	4.0000	2.0000	0.0000
ovn_arb_defence_major_3	rhox_araby_meter_araby_effect	IsFatandira	faction_to_faction_own	8.0000	4.0000	0.0000
ovn_arb_defence_minor_1	rhox_araby_meter_araby_effect	IsFatandira	faction_to_faction_own	2.0000	1.0000	0.0000
ovn_arb_defence_minor_1	wh2_main_effect_construction_limit_dummy	IsFatandira	building_to_building_own	1.0000	1.0000	1.0000
ovn_arb_defence_minor_2	rhox_araby_meter_araby_effect	IsFatandira	faction_to_faction_own	4.0000	2.0000	0.0000
ovn_arb_defence_major_1_scythans	rhox_araby_meter_tk_effect	IsFatandira	faction_to_faction_own	-1.0000	0.0000	0.0000
ovn_arb_defence_major_1_scythans	rhox_araby_meter_tk_effect_dummy	IsFatandira	faction_to_faction_own	1.0000	0.0000	0.0000
ovn_arb_defence_major_1_scythans	wh2_main_effect_construction_limit_dummy	IsFatandira	building_to_building_own	1.0000	1.0000	1.0000
ovn_arb_defence_major_2_scythans	rhox_araby_meter_tk_effect	IsFatandira	faction_to_faction_own	-2.0000	-1.0000	0.0000
ovn_arb_defence_major_2_scythans	rhox_araby_meter_tk_effect_dummy	IsFatandira	faction_to_faction_own	2.0000	1.0000	0.0000
ovn_arb_defence_major_3_scythans	rhox_araby_meter_tk_effect	IsFatandira	faction_to_faction_own	-4.0000	-2.0000	0.0000
ovn_arb_defence_major_3_scythans	rhox_araby_meter_tk_effect_dummy	IsFatandira	faction_to_faction_own	4.0000	2.0000	0.0000
ovn_arb_defence_minor_1_scythans	rhox_araby_meter_tk_effect	IsFatandira	faction_to_faction_own	-1.0000	0.0000	0.0000
ovn_arb_defence_minor_1_scythans	rhox_araby_meter_tk_effect_dummy	IsFatandira	faction_to_faction_own	1.0000	0.0000	0.0000
ovn_arb_defence_minor_1_scythans	wh2_main_effect_construction_limit_dummy	IsFatandira	building_to_building_own	1.0000	1.0000	1.0000
ovn_arb_defence_minor_2_scythans	rhox_araby_meter_tk_effect	IsFatandira	faction_to_faction_own	-2.0000	-1.0000	0.0000
ovn_arb_defence_minor_2_scythans	rhox_araby_meter_tk_effect_dummy	IsFatandira	faction_to_faction_own	2.0000	1.0000	0.0000
