building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;0;db/building_effects_junction_tables/ovn_araby_golden_magus						
ovn_arb_flaming_scimitar_structure_growth_1	wh2_dlc11_cst_ship_growth		force_to_force_own	2.0000	1.0000	0.0000
ovn_arb_flaming_scimitar_structure_growth_1	wh_main_effect_agent_action_outcome_parent_army_xp_gain_factionwide		force_to_force_own	20.0000	10.0000	0.0000
ovn_arb_flaming_scimitar_structure_growth_2	wh2_dlc11_cst_ship_growth		force_to_force_own	4.0000	2.0000	0.0000
ovn_arb_flaming_scimitar_structure_growth_2	wh_main_effect_agent_action_outcome_parent_army_xp_gain_factionwide		force_to_force_own	40.0000	20.0000	0.0000
ovn_arb_flaming_scimitar_structure_growth_3	wh2_dlc11_cst_ship_growth		force_to_force_own	6.0000	3.0000	0.0000
ovn_arb_flaming_scimitar_structure_growth_3	wh_main_effect_agent_action_outcome_parent_army_xp_gain_factionwide		force_to_force_own	80.0000	40.0000	0.0000
ovn_arb_flaming_scimitar_main_1	wh2_dlc11_cst_ship_growth		force_to_force_own	10.0000	5.0000	0.0000
ovn_arb_flaming_scimitar_main_1	wh3_main_effect_chaos_realm_trait_removal	IsChaosCampaign	region_to_region_own	50.0000	25.0000	0.0000
ovn_arb_flaming_scimitar_main_1	wh_main_effect_force_all_recruitment_points		force_to_force_own	2.0000	1.0000	0.0000
ovn_arb_flaming_scimitar_main_2	wh2_dlc11_cst_ship_growth		force_to_force_own	10.0000	5.0000	0.0000
ovn_arb_flaming_scimitar_main_2	wh3_main_effect_chaos_realm_trait_removal	IsChaosCampaign	region_to_region_own	50.0000	25.0000	0.0000
ovn_arb_flaming_scimitar_main_2	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-5.0000	-5.0000	0.0000
ovn_arb_flaming_scimitar_main_2	wh_main_effect_force_all_recruitment_points		force_to_force_own	3.0000	1.0000	0.0000
ovn_arb_flaming_scimitar_main_2	roy_effect_agent_cap_increase_arb_champion		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
ovn_arb_flaming_scimitar_main_2	roy_effect_agent_enable_recruitment_arb_champion		force_to_force_own	1.0000	1.0000	0.0000
ovn_arb_flaming_scimitar_main_3	roy_effect_agent_cap_increase_arb_champion		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
ovn_arb_flaming_scimitar_main_3	wh2_dlc11_cst_ship_growth		force_to_force_own	10.0000	5.0000	0.0000
ovn_arb_flaming_scimitar_main_3	roy_effect_agent_enable_recruitment_arb_champion		force_to_force_own	1.0000	1.0000	0.0000
ovn_arb_flaming_scimitar_main_3	wh3_main_effect_chaos_realm_trait_removal	IsChaosCampaign	region_to_region_own	50.0000	25.0000	0.0000
ovn_arb_flaming_scimitar_main_3	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-10.0000	-10.0000	0.0000
ovn_arb_flaming_scimitar_main_3	wh_main_effect_force_all_recruitment_points		force_to_force_own	4.0000	2.0000	0.0000
ovn_arb_flaming_scimitar_main_3	roy_effect_agent_recruitment_xp_arb_champion		force_to_force_own	1.0000	1.0000	0.0000
ovn_arb_flaming_scimitar_main_4	roy_effect_agent_cap_increase_arb_champion		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
ovn_arb_flaming_scimitar_main_4	wh2_dlc11_cst_ship_growth		force_to_force_own	10.0000	5.0000	0.0000
ovn_arb_flaming_scimitar_main_4	roy_effect_agent_enable_recruitment_arb_champion		force_to_force_own	1.0000	1.0000	0.0000
ovn_arb_flaming_scimitar_main_4	wh3_main_effect_chaos_realm_trait_removal	IsChaosCampaign	region_to_region_own	50.0000	25.0000	0.0000
ovn_arb_flaming_scimitar_main_4	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-15.0000	-15.0000	0.0000
ovn_arb_flaming_scimitar_main_4	wh_main_effect_force_all_recruitment_points		force_to_force_own	5.0000	2.0000	0.0000
ovn_arb_flaming_scimitar_main_4	roy_effect_agent_recruitment_xp_arb_champion		force_to_force_own	2.0000	2.0000	0.0000
ovn_arb_flaming_scimitar_main_5	roy_effect_agent_cap_increase_arb_champion		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
ovn_arb_flaming_scimitar_main_5	wh2_dlc11_cst_ship_growth		force_to_force_own	10.0000	5.0000	0.0000
ovn_arb_flaming_scimitar_main_5	roy_effect_agent_enable_recruitment_arb_champion		force_to_force_own	1.0000	1.0000	0.0000
ovn_arb_flaming_scimitar_main_5	wh3_main_effect_chaos_realm_trait_removal	IsChaosCampaign	region_to_region_own	50.0000	25.0000	0.0000
ovn_arb_flaming_scimitar_main_5	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-20.0000	-20.0000	0.0000
ovn_arb_flaming_scimitar_main_5	wh_main_effect_force_all_recruitment_points		force_to_force_own	6.0000	3.0000	0.0000
ovn_arb_flaming_scimitar_main_5	roy_effect_agent_recruitment_xp_arb_champion		force_to_force_own	3.0000	3.0000	0.0000
ovn_arb_flaming_scimitar_support_mages_1	wh_main_effect_agent_enable_recruitment_wizard_arb_2		force_to_force_own	1.0000	1.0000	0.0000
ovn_arb_flaming_scimitar_support_mages_1	wh3_main_effect_winds_of_magic_pool_cap		faction_to_force_own	2.0000	1.0000	0.0000
ovn_arb_flaming_scimitar_support_mages_2	wh_main_effect_agent_cap_increase_wizard_arb_2		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
ovn_arb_flaming_scimitar_support_mages_2	wh_main_effect_agent_enable_recruitment_wizard_arb_2		force_to_force_own	1.0000	1.0000	0.0000
ovn_arb_flaming_scimitar_support_mages_2	wh3_main_effect_winds_of_magic_pool_cap		faction_to_force_own	4.0000	2.0000	0.0000
ovn_arb_flaming_scimitar_support_mages_2	wh_main_effect_agent_recruitment_xp_wizard_arb_2		force_to_force_own	2.0000	1.0000	0.0000
ovn_arb_flaming_scimitar_support_mages_3	wh_main_effect_agent_cap_increase_wizard_arb_2		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
ovn_arb_flaming_scimitar_support_mages_3	wh_main_effect_agent_enable_recruitment_wizard_arb_2		force_to_force_own	1.0000	1.0000	0.0000
ovn_arb_flaming_scimitar_support_mages_3	wh3_main_effect_winds_of_magic_pool_cap		faction_to_force_own	6.0000	3.0000	0.0000
ovn_arb_flaming_scimitar_support_mages_3	wh_main_effect_agent_recruitment_xp_wizard_arb_2		force_to_force_own	4.0000	2.0000	0.0000
ovn_arb_flaming_scimitar_structure_upkeep_1	wh3_main_effect_corruption_reduction_buildings		force_to_character_own_provincetext	-4.0000	-2.0000	0.0000
ovn_arb_flaming_scimitar_structure_upkeep_1	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-5.0000	-5.0000	0.0000
ovn_arb_flaming_scimitar_structure_upkeep_2	wh3_main_effect_corruption_reduction_buildings		force_to_character_own_provincetext	-6.0000	-3.0000	0.0000
ovn_arb_flaming_scimitar_structure_upkeep_2	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-10.0000	-10.0000	0.0000
ovn_arb_flaming_scimitar_structure_upkeep_3	wh3_main_effect_corruption_reduction_buildings		force_to_character_own_provincetext	-8.0000	-4.0000	0.0000
ovn_arb_flaming_scimitar_structure_upkeep_3	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-15.0000	-15.0000	0.0000
ovn_arb_flaming_scimitar_nomad_infantry_1	roy_effect_agent_enable_recruitment_arb_nomad		force_to_force_own	1.0000	1.0000	0.0000
ovn_arb_flaming_scimitar_nomad_infantry_2	roy_effect_agent_cap_increase_arb_nomad		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
