building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;0;db/building_effects_junction_tables/ovn_araby_resources						
ovn_arb_resource_coffee_1	wh_main_effect_economy_gdp_culture		building_to_building_own	100.0000	50.0000	0.0000
ovn_arb_resource_coffee_1	ovn_resource_production_coffee		building_to_building_own	20.0000	10.0000	0.0000
ovn_arb_resource_coffee_2	wh_main_effect_economy_gdp_culture		building_to_building_own	150.0000	75.0000	0.0000
ovn_arb_resource_coffee_2	ovn_resource_production_coffee		building_to_building_own	30.0000	15.0000	0.0000
ovn_arb_resource_coffee_3	wh_main_effect_economy_gdp_culture		building_to_building_own	200.0000	100.0000	0.0000
ovn_arb_resource_coffee_3	ovn_resource_production_coffee		building_to_building_own	45.0000	22.0000	0.0000
ovn_arb_resource_animals_1	wh_main_effect_economy_gdp_culture		building_to_building_own	100.0000	50.0000	0.0000
ovn_arb_resource_animals_1	wh_main_effect_region_resource_animals_production		building_to_building_own	20.0000	10.0000	0.0000
ovn_arb_resource_animals_2	wh_main_effect_economy_gdp_culture		building_to_building_own	150.0000	75.0000	0.0000
ovn_arb_resource_animals_2	wh_main_effect_region_resource_animals_production		building_to_building_own	30.0000	15.0000	0.0000
ovn_arb_resource_animals_3	wh_main_effect_economy_gdp_culture		building_to_building_own	200.0000	100.0000	0.0000
ovn_arb_resource_animals_3	wh_main_effect_region_resource_animals_production		building_to_building_own	45.0000	22.0000	0.0000
ovn_arb_resource_dyes_1	wh_main_effect_economy_gdp_culture		building_to_building_own	100.0000	50.0000	0.0000
ovn_arb_resource_dyes_1	wh_main_effect_region_resource_dyes_production		building_to_building_own	20.0000	10.0000	0.0000
ovn_arb_resource_dyes_2	wh_main_effect_economy_gdp_culture		building_to_building_own	150.0000	75.0000	0.0000
ovn_arb_resource_dyes_2	wh_main_effect_region_resource_dyes_production		building_to_building_own	30.0000	15.0000	0.0000
ovn_arb_resource_dyes_3	wh_main_effect_economy_gdp_culture		building_to_building_own	200.0000	100.0000	0.0000
ovn_arb_resource_dyes_3	wh_main_effect_region_resource_dyes_production		building_to_building_own	45.0000	22.0000	0.0000
ovn_arb_resource_furs_1	wh_main_effect_economy_gdp_culture		building_to_building_own	100.0000	50.0000	0.0000
ovn_arb_resource_furs_1	wh_main_effect_region_resource_furs_production		building_to_building_own	20.0000	10.0000	0.0000
ovn_arb_resource_furs_2	wh_main_effect_economy_gdp_culture		building_to_building_own	150.0000	75.0000	0.0000
ovn_arb_resource_furs_2	wh_main_effect_region_resource_furs_production		building_to_building_own	30.0000	15.0000	0.0000
ovn_arb_resource_furs_3	wh_main_effect_economy_gdp_culture		building_to_building_own	200.0000	100.0000	0.0000
ovn_arb_resource_furs_3	wh_main_effect_region_resource_furs_production		building_to_building_own	45.0000	22.0000	0.0000
ovn_arb_resource_gems_1	wh_main_effect_economy_gdp_mining		building_to_building_own	100.0000	50.0000	0.0000
ovn_arb_resource_gems_1	wh_main_effect_region_resource_gem_production		building_to_building_own	16.0000	8.0000	0.0000
ovn_arb_resource_gems_2	wh_main_effect_economy_gdp_mining		building_to_building_own	150.0000	75.0000	0.0000
ovn_arb_resource_gems_2	wh_main_effect_region_resource_gem_production		building_to_building_own	24.0000	12.0000	0.0000
ovn_arb_resource_gems_3	wh_main_effect_economy_gdp_mining		building_to_building_own	200.0000	100.0000	0.0000
ovn_arb_resource_gems_3	wh_main_effect_region_resource_gem_production		building_to_building_own	32.0000	16.0000	0.0000
ovn_arb_resource_gold_1	wh_main_effect_economy_gdp_mining		building_to_building_own	100.0000	50.0000	0.0000
ovn_arb_resource_gold_2	wh_main_effect_economy_gdp_mining		building_to_building_own	300.0000	150.0000	0.0000
ovn_arb_resource_gold_3	wh_main_effect_economy_gdp_mining		building_to_building_own	600.0000	300.0000	0.0000
ovn_arb_resource_gold_3	wh_main_effect_economy_gdp_mod_all		province_to_region_own	10.0000	3.0000	0.0000
ovn_arb_resource_iron_1	wh_main_effect_economy_gdp_mining		building_to_building_own	100.0000	50.0000	0.0000
ovn_arb_resource_iron_1	wh_main_effect_region_resource_iron_production		building_to_building_own	20.0000	10.0000	0.0000
ovn_arb_resource_iron_2	wh_main_effect_economy_gdp_mining		building_to_building_own	150.0000	75.0000	0.0000
ovn_arb_resource_iron_2	wh_main_effect_region_resource_iron_production		building_to_building_own	30.0000	15.0000	0.0000
ovn_arb_resource_iron_3	wh_main_effect_economy_gdp_mining		building_to_building_own	200.0000	100.0000	0.0000
ovn_arb_resource_iron_3	wh_main_effect_region_resource_iron_production		building_to_building_own	45.0000	22.0000	0.0000
ovn_arb_resource_ivory_1	wh3_main_effect_region_resource_ivory_production		building_to_building_own	20.0000	10.0000	0.0000
ovn_arb_resource_ivory_1	wh_main_effect_economy_gdp_culture		building_to_building_own	100.0000	50.0000	0.0000
ovn_arb_resource_ivory_2	wh3_main_effect_region_resource_ivory_production		building_to_building_own	30.0000	15.0000	0.0000
ovn_arb_resource_ivory_2	wh_main_effect_economy_gdp_culture		building_to_building_own	150.0000	75.0000	0.0000
ovn_arb_resource_ivory_3	wh3_main_effect_region_resource_ivory_production		building_to_building_own	45.0000	22.0000	0.0000
ovn_arb_resource_ivory_3	wh_main_effect_economy_gdp_culture		building_to_building_own	200.0000	100.0000	0.0000
ovn_arb_resource_marble_1	wh_main_effect_economy_gdp_mining		building_to_building_own	100.0000	50.0000	0.0000
ovn_arb_resource_marble_1	wh_main_effect_region_resource_marble_production		building_to_building_own	20.0000	10.0000	0.0000
ovn_arb_resource_marble_2	wh_main_effect_economy_gdp_mining		building_to_building_own	150.0000	75.0000	0.0000
ovn_arb_resource_marble_2	wh_main_effect_region_resource_marble_production		building_to_building_own	30.0000	15.0000	0.0000
ovn_arb_resource_marble_3	wh_main_effect_economy_gdp_mining		building_to_building_own	200.0000	100.0000	0.0000
ovn_arb_resource_marble_3	wh_main_effect_region_resource_marble_production		building_to_building_own	45.0000	22.0000	0.0000
ovn_arb_resource_medicine_1	wh_main_effect_economy_gdp_culture		building_to_building_own	100.0000	50.0000	0.0000
ovn_arb_resource_medicine_1	wh_main_effect_region_resource_medicine_production		building_to_building_own	20.0000	10.0000	0.0000
ovn_arb_resource_medicine_2	wh_main_effect_economy_gdp_culture		building_to_building_own	150.0000	75.0000	0.0000
ovn_arb_resource_medicine_2	wh_main_effect_region_resource_medicine_production		building_to_building_own	30.0000	15.0000	0.0000
ovn_arb_resource_medicine_3	wh_main_effect_economy_gdp_culture		building_to_building_own	200.0000	100.0000	0.0000
ovn_arb_resource_medicine_3	wh_main_effect_region_resource_medicine_production		building_to_building_own	45.0000	22.0000	0.0000
ovn_arb_resource_obsidian_1	wh_main_effect_economy_gdp_mining		building_to_building_own	100.0000	50.0000	0.0000
ovn_arb_resource_obsidian_1	wh_main_effect_region_resource_obsidian_production		building_to_building_own	20.0000	10.0000	0.0000
ovn_arb_resource_obsidian_2	wh_main_effect_economy_gdp_mining		building_to_building_own	150.0000	75.0000	0.0000
ovn_arb_resource_obsidian_2	wh_main_effect_region_resource_obsidian_production		building_to_building_own	30.0000	15.0000	0.0000
ovn_arb_resource_obsidian_3	wh_main_effect_economy_gdp_mining		building_to_building_own	200.0000	100.0000	0.0000
ovn_arb_resource_obsidian_3	wh_main_effect_region_resource_obsidian_production		building_to_building_own	45.0000	22.0000	0.0000
ovn_arb_resource_pasture_1	wh_main_effect_economy_gdp_culture		building_to_building_own	100.0000	50.0000	0.0000
ovn_arb_resource_pasture_1	wh_main_effect_province_growth_building		region_to_province_own_unseen	25.0000	12.0000	0.0000
ovn_arb_resource_pasture_2	wh_main_effect_economy_gdp_culture		building_to_building_own	150.0000	75.0000	0.0000
ovn_arb_resource_pasture_2	wh_main_effect_province_growth_building		region_to_province_own_unseen	35.0000	16.0000	0.0000
ovn_arb_resource_pasture_3	wh_main_effect_economy_gdp_culture		building_to_building_own	200.0000	100.0000	0.0000
ovn_arb_resource_pasture_3	wh_main_effect_province_growth_building		region_to_province_own_unseen	45.0000	22.0000	0.0000
ovn_arb_resource_pottery_1	wh_main_effect_economy_gdp_culture		building_to_building_own	100.0000	50.0000	0.0000
