id	art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	land_animation_vfx_filter	sea_animation_vfx_filter	navy_animation_vfx_filter
#campaign_character_arts_tables;0;db/campaign_character_arts_tables/ovn_albion_only																
120204	albion_warleader_01	0	0		none	albion_warleader_01			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1c_chaos_axe_and_shield	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120205	albion_warleader_02	0	0		none	albion_warleader_02			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1c_chaos_axe_and_shield	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120206	albion_warleader_03	0	0		none	albion_warleader_03			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1c_chaos_axe_and_shield	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120207	albion_warleader_04	0	0		none	albion_warleader_04			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1c_chaos_axe_and_shield	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120208	albion_truthsayer_beast_01	0	0		none	albion_truthsayer_beast			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1c_chaos_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120209	albion_truthsayer_beast_02	0	0		none	albion_truthsayer_life			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1c_chaos_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120210	albion_truthsayer_beast_03	0	0		none	albion_truthsayer_light			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1c_chaos_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120213	albion_truthsayer_beast_04	0	0		none	albion_truthsayer_truth			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1c_chaos_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120214	albion_truthsayer_life_01	0	0		none	albion_truthsayer_beast			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1c_chaos_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120215	albion_truthsayer_life_02	0	0		none	albion_truthsayer_life			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1c_chaos_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120216	albion_truthsayer_life_03	0	0		none	albion_truthsayer_light			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1c_chaos_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120217	albion_truthsayer_life_04	0	0		none	albion_truthsayer_truth			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1c_chaos_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120218	albion_truthsayer_light_01	0	0		none	albion_truthsayer_beast			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1c_chaos_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120219	albion_truthsayer_light_02	0	0		none	albion_truthsayer_life			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1c_chaos_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120220	albion_truthsayer_light_03	0	0		none	albion_truthsayer_light			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1c_chaos_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120221	albion_truthsayer_light_04	0	0		none	albion_truthsayer_truth			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1c_chaos_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120222	albion_truthsayer_truth_01	0	0		none	albion_truthsayer_beast			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1c_chaos_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120223	albion_truthsayer_truth_02	0	0		none	albion_truthsayer_life			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1c_chaos_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120224	albion_truthsayer_truth_03	0	0		none	albion_truthsayer_light			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1c_chaos_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120225	albion_truthsayer_truth_04	0	0		none	albion_truthsayer_truth			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1c_chaos_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120226	albion_wyrd_druid	0	0		none	albion_wyrd_druid			campaign_alb_ship_agent	campaign_alb_ship_agent	cam_lord_hu1b_elf_staff_and_sword	cam_agent_ship_03	cam_agent_ship_03	0	0	0
120227	albion_chief_01	0	0		none	albion_chief_01			campaign_alb_ship_agent	campaign_alb_ship_agent	cam_lord_hu1c_wh3_boris_glaive	cam_agent_ship_03	cam_agent_ship_03	0	0	0
120228	albion_chief_02	0	0		none	albion_chief_02			campaign_alb_ship_agent	campaign_alb_ship_agent	cam_lord_hu1c_wh3_boris_glaive	cam_agent_ship_03	cam_agent_ship_03	0	0	0
120211	albion_morrigan	0	0		none	albion_morrigan			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1e_mage_storm_dragon	cam_transport_ship_05	cam_transport_ship_05	0	0	0
120212	bl_elo_dural_durak	0	0		none	bl_elo_dural_durak			campaign_alb_ship_transport	campaign_alb_ship_transport	cam_hu1_empire_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	0	0	0
