group_key	unit_key	quality
#cdir_military_generator_unit_qualities_tables;2;db/cdir_military_generator_unit_qualities_tables/ovn_fimir_only		
wh3_default_land_monsters	fim_mon_fenbeast	tier_3_step_4_units
wh3_default_land_ranged_infantry	fim_inf_fimm_warriors_axe_throwers_ror	tier_3_rors
wh3_default_land_melee_infantry_trash	fim_inf_boglar	tier_1_step_3_units
wh3_default_land_melee_infantry	fim_inf_shearl	tier_1_step_5_units
wh3_default_land_ranged_infantry	fim_inf_shearl_javelineer	tier_2_step_1_units
wh3_default_land_melee_infantry_main_frontline	fim_inf_fimm_warriors	tier_2_step_3_units
wh3_default_land_melee_infantry_main	fim_inf_fimm_warriors_great_weapons	tier_2_step_3_units
wh3_default_land_melee_infantry_main_frontline	fim_inf_death_quest	tier_2_step_2_units
wh3_default_land_melee_infantry_main_frontline	fim_inf_killing_eye_ror	tier_2_rors
wh3_default_land_monsters_heavy	fim_mon_fianna_fimm	tier_3_step_3_units
wh3_default_land_monsters_heavy	fim_mon_fianna_fimm_great_weapons	tier_3_step_4_units
wh3_default_land_monsters_heavy	fim_mon_gharnus_daemon_ror	tier_4_rors
wh3_default_land_monsters	fim_mon_mistmor	tier_2_step_4_units
wh3_default_land_melee_cavalry_light	fim_inf_moor_hounds	tier_2_step_1_units
wh3_default_land_characters	fim_cha_daemon_octopus_kroll	tier_5_units
wh3_default_land_characters	fim_cha_meargh_skattach_palanquin	tier_2_step_4_units
wh3_default_land_characters	fim_cha_meargh_skattach	tier_2_step_2_units
wh3_default_land_characters	fim_cha_finmor	tier_2_step_3_units
wh3_default_land_ranged_infantry	fim_mon_balefiend_apprentices	tier_3_step_2_units
wh3_default_land_melee_cavalry	fim_cav_marsh_reavers	tier_3_step_2_units
wh3_default_land_melee_cavalry	fim_cav_marsh_reavers_kroll	tier_3_step_2_units
wh3_default_land_characters	wh_dlc08_nor_cha_fimir_balefiend_death	tier_2_step_1_units
wh3_default_land_characters	wh_dlc08_nor_cha_fimir_balefiend_beast	tier_2_step_1_units
wh3_default_land_characters	fim_cha_dirach_fire	tier_2_step_2_units
wh3_default_land_characters	fim_cha_dirach_shadow	tier_2_step_2_units
wh3_default_land_characters	fim_cha_dirach_beast	tier_2_step_2_units
wh3_default_land_characters	fim_cha_dirach_death	tier_2_step_2_units
wh3_default_land_melee_cavalry	fim_cav_nuckelavee	tier_3_step_1_units
wh3_default_land_monsters	fim_mon_daemonomaniac	tier_5_units
wh3_default_land_melee_infantry_main_flanking	fim_inf_swamp_daemons	tier_2_step_4_units
wh3_default_land_artillery_long_range	fim_veh_eye_oculus	tier_4_step_5_units
wh3_default_land_melee_cavalry_light	fim_inf_moor_hounds_ror	tier_2_rors
wh3_default_land_monsters	fim_mon_daemonomaniac_ror	tier_5_rors
wh3_default_land_melee_cavalry	fim_cav_marsh_hornets_ror	tier_4_rors
wh3_default_land_characters	fim_cha_fimirach_noble	tier_3_step_1_units
wh3_default_land_characters	fim_cha_fimirach_noble_bog_beast	tier_3_step_5_units
wh3_default_land_monsters	ovn_fim_mon_bog_octopus_0	tier_4_step_3_units
wh3_default_land_melee_infantry_main_flanking	fim_inf_swamp_daemons_summon	tier_2_step_4_units
wh3_default_land_characters	fim_cha_boglar_shaman	tier_1_step_3_units
wh3_default_land_characters	fim_cha_boglar_shaman_hound	tier_1_step_4_units
wh3_default_land_monsters	ovn_fim_mon_bog_octopus_summon	tier_4_step_4_units
wh3_default_land_monsters_flanking	fim_mon_bog_beasts	tier_2_step_5_units
wh3_default_land_monsters_flanking	fim_mon_bog_beasts_summon	tier_2_step_5_units
