order	special_ability	target_self	target_friends	target_enemies	phase
#special_ability_to_special_ability_phase_junctions_tables;2;db/special_ability_to_special_ability_phase_junctions_tables/ovn_albion_only					
1	war_fury	true	false	false	war_fury
2	war_fury_2	true	false	false	war_fury_2
1	woad_paint	true	false	false	woad_paint
1	devestating_charge	true	false	false	devestating_charge
1	spell_truth_gift_life	true	true	false	spell_truth_gift_life
1	spell_truth_gift_life_upgraded	true	true	false	spell_truth_gift_life_upgraded
1	wh2_main_lore_passive_truthsayer	true	true	false	wh2_main_lore_passive_truthsayer
1	spell_truth_valor	true	true	false	spell_truth_valor
1	spell_truth_valor_upgraded	true	true	false	spell_truth_valor_upgraded
1	spell_truth_protection	true	true	false	spell_truth_protection
1	spell_truth_protection_upgraded	true	true	false	spell_truth_protection_upgraded
1	spell_truth_voice_command	true	true	false	spell_truth_voice_command
1	spell_truth_voice_command_upgraded	true	true	false	spell_truth_voice_command_upgraded
1	spell_truth_boon_courage	true	true	false	spell_truth_boon_courage
1	spell_truth_boon_courage_upgraded	true	true	false	spell_truth_boon_courage_upgraded
1	magic_siphon	false	false	true	magic_siphon
1	embodiment_albion	true	false	false	embodiment_albion
1	albion_warcry	true	true	false	albion_warcry
1	omen_of_doom	false	false	true	omen_of_doom
1	omen_of_war	true	true	false	omen_of_war
1	murder_crows	false	false	true	murder_crows
1	howling_shields	false	false	true	howling_shields
1	darkened_skies	false	false	true	darkened_skies
1	murder_crows_upgraded	false	false	true	murder_crows_upgraded
1	morrigan_hunters_dmg	false	false	true	morrigan_hunters_dmg
1	lesser_shield_of_the_old_ones	true	true	false	lesser_shield_of_the_old_ones
1	elo_staff_of_dural_durak	true	false	false	elo_staff_of_dural_durak
1	elo_amulet_old_ones	true	false	false	elo_amulet_old_ones
1	elo_albion_freedom	true	false	false	elo_albion_freedom
1	elo_champion_of_albion	true	false	false	elo_champion_of_albion
1	elo_albion_bologs	true	false	false	elo_albion_bologs
1	elo_hengus_blessing	true	false	false	elo_hengus_blessing
1	elo_albion_something_prove	true	true	false	elo_albion_something_prove
1	elo_albion_holy_warriors_unbreakable	true	true	false	elo_albion_holy_warriors_unbreakable
1	elo_albion_protectors_world	true	true	false	elo_albion_protectors_world
