bonus_value_id	effect	unit_set
#effect_bonus_value_ids_unit_sets_tables;0;db/effect_bonus_value_ids_unit_sets_tables/ovn_albion		
melee_attack_mod	elo_champions_r7_mattk	elo_champions_r7
armour_mod	elo_champions_r7_arm	elo_champions_r7
unit_damage_resistance_physical_mod	elo_champions_r7_phyres	elo_champions_r7
missile_damage_mod_mult	elo_hunters_r7_dmg	elo_hunters_r7
reload	elo_hunters_r7_reload	elo_hunters_r7
unit_damage_resistance_missile_mod	elo_hunters_r7_misres	elo_hunters_r7
melee_attack_mod	elo_riders_r7_mattk	elo_riders_r7
charge_add	elo_riders_r7_charge	elo_riders_r7
melee_damage_mod_mult	elo_riders_r7_dmg	elo_riders_r7
melee_attack_mod	elo_monsters_r7_mattk	elo_monsters_r7
melee_damage_mod_mult	elo_monsters_r7_dmg	elo_monsters_r7
charge_add	elo_monsters_r7_charge	elo_monsters_r7
melee_attack_mod	sessair_troops_mattk	elo_albion_humans
melee_damage_mod_mult	sessair_troops_wps	elo_albion_humans
damage_vs_infantry	sessair_troops_antiIn	elo_albion_humans
charge_bonus	sessair_troops_charge	elo_albion_humans
melee_defence_mod	fir_troops_mdef	elo_albion_shielded
melee_attack_mod	fir_troops_mattk	elo_albion_shielded
armour_mod	finian_troops_armour	elo_albion_humans
melee_defence_mod	finian_troops_mdef	elo_albion_humans
unit_damage_resistance_missile_mod	albion_ancient_allies_missiles_res	albion_ancient_allies
mod_land_movement_battle	albion_ancient_allies_speed	albion_ancient_allies
