building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;0;db/building_effects_junction_tables/ovn_albion_outpost						
ovn_albion_allied_outpost_1	wh3_main_effect_allied_recruitment_enabled_local_DUMMY		foreign_building_to_foreign_building_own	1.0	1.0	0.0
ovn_albion_allied_outpost_1	wh3_main_effect_allied_recruitment_level		foreign_building_to_foreign_building_own	1.0	1.0	0.0
ovn_albion_allied_outpost_1	wh3_main_effect_allied_recruitment_outside_allied_territory_cost_percentage_mod_OUTPOSTS		foreign_building_to_foreign_building_own	100.0	100.0	0.0
ovn_albion_allied_outpost_1	wh_main_effect_force_all_campaign_replenishment_rate		region_to_force_any	2.0	1.0	0.0
ovn_albion_allied_outpost_2	wh3_main_effect_allied_recruitment_enabled_global_DUMMY		foreign_building_to_foreign_building_own	1.0	1.0	0.0
ovn_albion_allied_outpost_2	wh3_main_effect_allied_recruitment_level		foreign_building_to_foreign_building_own	2.0	2.0	0.0
ovn_albion_allied_outpost_2	wh3_main_effect_allied_recruitment_outside_allied_territory_cost_percentage_mod_OUTPOSTS		foreign_building_to_foreign_building_own	100.0	100.0	0.0
ovn_albion_allied_outpost_2	wh_main_effect_force_all_campaign_replenishment_rate		region_to_force_any	3.0	2.0	0.0
ovn_albion_allied_outpost_3	wh3_main_effect_allied_recruitment_enabled_global_DUMMY		foreign_building_to_foreign_building_own	1.0	1.0	0.0
ovn_albion_allied_outpost_3	wh3_main_effect_allied_recruitment_level		foreign_building_to_foreign_building_own	3.0	3.0	0.0
ovn_albion_allied_outpost_3	wh3_main_effect_allied_recruitment_outside_allied_territory_cost_percentage_mod_DUMMY		foreign_building_to_foreign_building_own	-50.0	-50.0	0.0
ovn_albion_allied_outpost_3	wh_main_effect_force_all_campaign_replenishment_rate		region_to_force_any	4.0	2.0	0.0
