group_key	unit_key	quality
#cdir_military_generator_unit_qualities_tables;1;db/cdir_military_generator_unit_qualities_tables/ovn_albion_only		
wh3_default_land_monsters	elo_fenbeast	18
wh3_default_land_melee_infantry	elo_albion_warriors	3
wh3_default_land_ranged_infantry	elo_youngbloods	4
wh3_default_land_melee_infantry	elo_woadraider	8
wh3_default_land_melee_infantry	elo_bloodhounds	1
wh3_default_land_monsters	albion_giant	25
wh3_default_land_ranged_infantry	druid_neophytes	10
wh3_default_land_artillery	albion_stonethrower	4
wh3_default_land_ranged_infantry	albion_huntresses	10
wh3_default_land_melee_infantry_main_frontline_spears	elo_albion_warriors_spears	3
wh3_default_land_melee_infantry	elo_albion_warriors_2h	6
wh3_default_land_melee_cavalry_main_mounted	albion_riders	7
wh3_default_land_ranged_infantry_main_light_skirmisher	albion_riders_javelins	7
wh3_default_land_melee_infantry	albion_hearthguard	10
wh3_default_land_melee_infantry_main_frontline_spears	albion_hearthguard_halberd	10
wh3_default_land_melee_infantry	albion_hearthguard_2h	15
wh3_default_land_melee_infantry	albion_swordmaiden	10
wh3_default_land_melee_cavalry_main_chariots	albion_chariot	10
wh3_default_land_characters	albion_truthsayer_beast	10
wh3_default_land_characters	albion_truthsayer_beast_horse	10
wh3_default_land_characters	albion_truthsayer_life	10
wh3_default_land_characters	albion_truthsayer_life_horse	10
wh3_default_land_characters	albion_truthsayer_light	10
wh3_default_land_characters	albion_truthsayer_light_horse	10
wh3_default_land_monsters	albion_fenhulk	25
wh3_default_land_characters	albion_warleader	10
wh3_default_land_characters	albion_warleader_horse	10
wh3_default_land_characters	albion_warleader_chariot	10
wh3_default_land_characters	albion_chief	10
wh3_default_land_characters	albion_chief_horse	10
wh3_default_land_characters	albion_chief_chariot	10
wh3_default_land_characters	albion_wyrd_druid	10
wh3_default_land_characters	albion_wyrd_druid_horse	10
wh3_default_land_melee_infantry_main_frontline_spears	albion_shieldmaiden_ror	18
wh3_default_land_monsters	albion_bologs_giant_ror	35
wh3_default_land_monsters	elo_fly_infested_rotwood	20
wh3_default_land_melee_infantry	albion_woadraider_sworn_ror	10
wh3_default_land_melee_cavalry_main_mounted	alb_cav_noble_first_ror	18
wh3_default_land_melee_infantry	albion_warriors_lugh	10
wh3_default_land_ranged_infantry	albion_huntresses_warden_ror	15
wh3_default_land_ranged_infantry_main_light_skirmisher	albion_centaur_hunter_ror	18
wh3_default_land_monsters	albion_cachtorr_stonethrower	25
wh3_default_land_melee_infantry	albion_highlander_ror	20
wh3_default_land_melee_cavalry_main_mounted	elo_bloodhounds	1
wh3_default_land_melee_infantry	albion_hearthguard_halberd	12
wh3_default_land_melee_infantry_main_frontline_spears	albion_hearthguard_2h	15
wh3_default_land_melee_cavalry_main_mounted	albion_centaurs	15
wh3_default_land_monsters	albion_half_giants	15
wh3_default_land_melee_cavalry_main_mounted	alb_cav_noble	12
wh3_default_land_melee_cavalry_main_mounted	alb_cav_noble_spear	15
wh3_default_land_melee_infantry	alb_viridian_champ	20
wh3_default_land_monsters	elo_albion_gryphon	10
wh3_default_land_melee_infantry	ovn_barrow_wight	15
wh3_default_land_melee_cavalry_main_mounted	albion_riders_spear	15
wh3_default_land_characters	bl_elo_dural_durak	10
wh3_default_land_characters	bl_elo_dural_durak_horse	10
wh3_default_land_characters	bl_elo_dural_durak_chariot	10
