unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	unique_index	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed
#main_units_tables;4;db/main_units_tables/ovn_albion_only																																											
elo_albion_barghest		-1	war_beast	1	false	elo_albion_barghest	48	0	750	wh_main_shp_transport	1	1	48	750	180	medium		0	787880038	true	wh_main_vo_culture_Dire_Wolves_WarHound	war_beast	3	false	vamp_dire_wolf		false		750.0	0.0	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0	true
ovn_alb_inf_stone_throw_giant		-1	missile_infantry	2	false	ovn_alb_inf_stone_throw_giant	1	0	1750	wh_main_shp_transport	1	1	1	1750	425	very_heavy		0	52474513123	true	wh_main_vo_culture_Giant	wh_dlc03_bst_cygor	3	true	bst_cygor		true		800.0	800.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	2	false	false		0.0	true
elo_fenbeast		-1	monstrous_infantry	2	false	elo_fenbeast	16	0	1350	wh_main_shp_transport	1	1	16	1350	275	very_heavy		0	787878001	false	wh_dlc03_vo_culture_Spawn	ovn_fenbeasts	3	true	chaos_spawn		false		1100.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	6	false	false		0.0	true
elo_albion_cha_queen		-1	lord	1	false	elo_albion_cha_queen	1	0	950	wh_main_shp_transport	1	1	1	1000	250	heavy		0	787878002	false	wh2_main_vo_culture_Dark_Elves	lord_infantry_sword	0	true	emp_general_foot		true		1000.0	0.0	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_DreadlordFemale	0	true	false	0	false	false		0.0	true
elo_albion_warriors		-1	melee_infantry	1	false	elo_albion_warriors	120	0	375	wh_main_shp_transport	1	1	120	375	95	medium		0	787878003	false	wh_main_vo_culture_Bretonnian	infantry_sword	1	false	chaos_warrior_15_degrees		false		450.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	6	false	false		0.0	true
elo_albion_warriors_spears		-1	melee_infantry	1	false	elo_albion_warriors_spears	120	0	375	wh_main_shp_transport	1	1	120	375	95	medium		0	787878011	false	wh_main_vo_culture_Bretonnian	infantry_spear	1	false	chaos_warrior_45_degrees		false		450.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	6	false	false		0.0	true
elo_albion_warriors_2h		-1	melee_infantry	1	false	elo_albion_warriors_2h	120	0	500	wh_main_shp_transport	1	1	120	500	110	medium		0	787878012	false	wh_main_vo_culture_Bretonnian	infantry_axe_great	2	false	chaos_warrior_30_degrees		false		550.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	6	false	false		0.0	true
elo_youngbloods		-1	missile_infantry	1	false	elo_youngbloods	100	0	500	wh_main_shp_transport	1	1	100	500	125	medium		0	787878004	false	wh_main_vo_culture_Bretonnian	wh2_main_missile_infantry_sling	2	false	chaos_warrior_30_degrees		false		100.0	350.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	6	false	false		0.0	true
elo_woadraider		-1	melee_infantry	1	false	elo_woadraider	100	0	600	wh_main_shp_transport	1	1	100	650	160	medium		0	787878005	false	wh_main_vo_culture_Bretonnian	wh2_main_infantry_dual_swords	2	false	chaos_warrior_30_degrees		false		650.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	6	false	false		0.0	true
elo_bloodhounds		-1	war_beast	1	false	elo_bloodhounds	80	0	350	wh_main_shp_transport	1	1	80	350	70	heavy		0	787878006	false	wh_main_vo_culture_Dire_Wolves_WarHound	war_beast	1	false	vamp_dire_wolf		false		350.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0	true
albion_giant		-1	monster	3	false	albion_giant	1	0	1650	wh_main_shp_transport	1	1	1	1650	350	very_heavy		0	787878007	false	wh_main_vo_culture_Giant	giant	3	true	grn_giant		true		1650.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	2	false	false		0.0	true
druid_neophytes		-1	melee_infantry	1	false	druid_neophytes	60	0	700	wh_main_shp_transport	1	1	60	700	130	medium		0	787878008	false	wh_main_vo_culture_Bretonnian	ovn_druids	1	false	chaos_warrior_15_degrees		false		550.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	6	false	false		0.0	true
