ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/ovn_albion_only	
wh3_main_unit_passive_single_entity	ovn_alb_inf_stone_throw_giant
woad_paint	ovn_alb_inf_stone_throw_giant
war_fury	alb_viridian_champ
wh_main_unit_passive_regeneration	alb_viridian_champ
wh2_dlc09_unit_passive_unstable_mark_ii_sand	alb_viridian_champ
wh2_dlc09_unit_passive_unstable_sand	alb_viridian_champ
war_fury_2	albion_riders_spear
war_fury	alb_cav_noble
war_fury	alb_cav_noble_spear
war_fury	albion_riders_spear
war_fury_2	elo_albion_warriors
war_fury	elo_albion_warriors
war_fury_2	elo_youngbloods
war_fury	elo_youngbloods
war_fury_2	elo_woadraider
war_fury	elo_woadraider
wh_main_unit_passive_frenzy	elo_woadraider
woad_paint	elo_woadraider
war_fury_2	druid_neophytes
war_fury	druid_neophytes
woad_paint	druid_neophytes
druid_bound_awakening_of_the_wood	druid_neophytes
wh_dlc05_spell_bound_shield_of_thorns	druid_neophytes
war_fury_2	albion_huntresses
war_fury	albion_huntresses
wh3_main_unit_passive_single_entity	albion_giant
woad_paint	albion_giant
wh_main_unit_passive_regeneration	elo_fenbeast
wh_main_unit_passive_unstable	elo_fenbeast
wh_main_unit_passive_unstable_mark_ii	elo_fenbeast
war_fury_2	elo_albion_warriors_spears
war_fury	elo_albion_warriors_spears
war_fury_2	elo_albion_warriors_2h
war_fury	elo_albion_warriors_2h
war_fury_2	albion_riders
war_fury	albion_riders
war_fury_2	albion_riders_javelins
war_fury	albion_riders_javelins
war_fury	albion_hearthguard
war_fury	albion_hearthguard_halberd
war_fury	albion_hearthguard_2h
war_fury	albion_swordmaiden
woad_paint	albion_swordmaiden
devestating_charge	albion_swordmaiden
devestating_charge	albion_chariot
war_fury_2	albion_chariot
war_fury	albion_chariot
war_fury_2	albion_truthsayer_beast
war_fury	albion_truthsayer_beast
woad_paint	albion_truthsayer_beast
war_fury_2	albion_truthsayer_life
war_fury	albion_truthsayer_life
woad_paint	albion_truthsayer_life
war_fury_2	albion_truthsayer_light
war_fury	albion_truthsayer_light
woad_paint	albion_truthsayer_light
war_fury_2	albion_truthsayer_beast_horse
war_fury	albion_truthsayer_beast_horse
woad_paint	albion_truthsayer_beast_horse
war_fury_2	albion_truthsayer_life_horse
war_fury	albion_truthsayer_life_horse
wh3_main_unit_passive_single_entity	albion_truthsayer_life_horse
woad_paint	albion_truthsayer_life_horse
war_fury_2	albion_truthsayer_light_horse
war_fury	albion_truthsayer_light_horse
woad_paint	albion_truthsayer_light_horse
war_fury_2	albion_truthsayer_truth
war_fury	albion_truthsayer_truth
woad_paint	albion_truthsayer_truth
war_fury_2	albion_truthsayer_truth_horse
war_fury	albion_truthsayer_truth_horse
woad_paint	albion_truthsayer_truth_horse
magic_siphon	elo_fenbeast
war_fury_2	albion_centaurs
war_fury	albion_centaurs
woad_paint	albion_centaurs
magic_siphon	albion_fenhulk
wh2_dlc12_unit_passive_arcane_configuration	albion_fenhulk
wh_main_unit_passive_unstable	albion_fenhulk
wh_main_unit_passive_unstable_mark_ii	albion_fenhulk
wh_main_unit_passive_regeneration	albion_fenhulk
wh3_main_unit_passive_single_entity	albion_fenhulk
embodiment_albion	albion_fenhulk
war_fury_2	albion_warleader
war_fury	albion_warleader
wh_main_character_abilities_foe_seeker	albion_warleader
war_fury_2	albion_warleader_horse
war_fury	albion_warleader_horse
wh_main_character_abilities_foe_seeker	albion_warleader_horse
war_fury_2	albion_warleader_chariot
war_fury	albion_warleader_chariot
wh_main_character_abilities_foe_seeker	albion_warleader_chariot
devestating_charge	albion_warleader_chariot
wh3_main_unit_passive_single_entity	albion_warleader_chariot
albion_warcry	albion_warleader_chariot
wh3_main_unit_passive_single_entity	albion_warleader_horse
albion_warcry	albion_warleader_horse
wh3_main_unit_passive_single_entity	albion_warleader
albion_warcry	albion_warleader
war_fury_2	albion_chief
war_fury	albion_chief
wh_main_character_abilities_foe_seeker	albion_chief
wh3_main_unit_passive_single_entity	albion_chief
