attribute	attribute_group
#unit_attributes_to_groups_junctions_tables;2;db/unit_attributes_to_groups_junctions_tables/ovn_albion_only	
stalk	ovn_attribute_elo_albion_barghest
guerrilla_deploy	ovn_attribute_elo_albion_barghest
hide_forest	ovn_attribute_elo_albion_barghest
immune_to_psychology	ovn_attribute_elo_albion_barghest
causes_fear	ovn_attribute_elo_albion_gryphon
causes_terror	ovn_attribute_elo_albion_gryphon
flying	ovn_attribute_elo_albion_gryphon
hide_forest	ovn_attribute_alb_cav_noble
hide_forest	ovn_attribute_alb_cav_noble_spear
immune_to_psychology	ovn_attribute_alb_cav_noble_spear
causes_fear	ovn_attribute_alb_viridian_champ
hide_forest	ovn_attribute_alb_viridian_champ
guerrilla_deploy	ovn_attribute_albion_riders_spear
hide_forest	ovn_attribute_albion_riders_spear
causes_fear	ovn_attribute_ovn_alb_inf_stone_throw_giant
causes_terror	ovn_attribute_ovn_alb_inf_stone_throw_giant
hide_forest	ovn_attribute_elo_albion_cha_queen
encourages	ovn_attribute_elo_albion_cha_queen
hide_forest	ovn_attribute_elo_albion_warriors
hide_forest	ovn_attribute_elo_albion_warriors_spears
charge_defense_vs_large	ovn_attribute_elo_albion_warriors_spears
charge_reflection	ovn_attribute_elo_albion_warriors_spears
hide_forest	ovn_attribute_elo_albion_warriors_2h
mounted_fire_move	ovn_attribute_elo_youngbloods
hide_forest	ovn_attribute_elo_youngbloods
hide_forest	ovn_attribute_elo_woadraider
guerrilla_deploy	ovn_attribute_elo_bloodhounds
hide_forest	ovn_attribute_elo_bloodhounds
strider	ovn_attribute_elo_bloodhounds
causes_fear	ovn_attribute_albion_giant
causes_terror	ovn_attribute_albion_giant
wallbreaker	ovn_attribute_albion_giant
hide_forest	ovn_attribute_druid_neophytes
encourages	ovn_attribute_druid_neophytes
cant_run	ovn_attribute_albion_stonethrower
stalk	ovn_attribute_albion_huntresses
strider	ovn_attribute_albion_huntresses
hide_forest	ovn_attribute_albion_huntresses
