key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	always_affect_self	only_affect_target	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	wind_down_stance	use_loop_stance	update_phase_by_ability_duration	spawn_is_transformation	spawn_is_decoy	only_affect_owned_units	formation	behaviour	current_mana_moves_to_reserve	spawn_shares_health_and_fatigue	affect_siege_equipment	shared_recharge_time	intensity_based_activation	autoresolver_usage	autoresolver_targets	display_stops_when_display_expires	autoresolve_cp_multiplier	ability_available_ui_event	can_be_copied_to_transformation_unit	audio_switch_casting_override	audio_switch_override	ai_usage_template_group
#unit_special_abilities_tables;70;db/unit_special_abilities_tables/ovn_albion_only																																																																				
cr_unit_formation_shieldwall	-1.0	-1.0	-1	0.0	true	0	0	false	-1.0		false	false	false	0.0	false	false	0.0	false	7878061				0.0	0.0						0.0		augment_defense_melee	wh_group_wedge_formation		vo_battle_special_ability_generic_response	74.0	0.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	1.0		true			
war_fury	-1.0	-1.0	-1	0.0	true	1	0	true	-1.0		false	false	false	0.0	false	false	0.0	true	7878003				0.0	0.0	wh_abilities_generic_buff					0.0					vo_battle_special_ability_generic_response	40.0	40.0				false	false	false	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	1.0		true			
war_fury_2	-1.0	-1.0	-1	0.0	true	1	0	true	-1.0		false	false	false	0.0	false	false	0.0	true	7878004				0.0	0.0	wh_abilities_generic_debuff					0.0					vo_battle_special_ability_generic_response	40.0	40.0				false	false	false	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	1.0		true			
woad_paint	-1.0	-1.0	-1	0.0	true	1	0	true	-1.0		false	false	false	0.0	false	false	0.0	true	7878005				0.0	0.0	wh_abilities_generic_buff					0.0					vo_battle_special_ability_generic_response	40.0	40.0				false	false	false	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	1.0		true			
druid_bound_awakening_of_the_wood	12.0	31.0	2	0.0	false	0	0	false	0.0		false	true	true	200.0	false	false	1.0	false	7878006			cast_up_short	0.0	0.0	wh_abilities_generic_explosion	wh_abilities_generic_explosion			wh_dlc05_spell_life_awakening_of_the_wood	0.0		aoe	wh_dlc05_spell_life_awakening_of_the_wood	life_medium	vo_battle_special_ability_spell_cast_wef_life	41.0	41.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	1.0		true			
devestating_charge	-1.0	-1.0	-1	0.0	true	1	0	true	-1.0		false	false	false	0.0	false	false	0.0	true	7878007				0.0	0.0	wh_abilities_generic_buff					0.0					vo_battle_special_ability_generic_response	40.0	40.0				false	false	false	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	1.0		true			
spell_truth_gift_life	25.0	48.0	-1	0.0	true	1	0	false	0.0		true	false	false	200.0	false	false	5.0	false	7878008			cast_up_long	7.0	0.0	wh_abilities_generic_regeneration_no_ring	wh_abilities_generic_regeneration_no_ring				0.0		healing	wh_dlc05_spell_life_regrowth	life_long	vo_battle_special_ability_spell_cast_wef_life	121.0	121.0				false	false	true	true				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	1.0		true			
spell_truth_gift_life_upgraded	25.0	48.0	-1	30.0	true	4	0	false	0.0		true	false	false	200.0	false	false	5.0	false	7878009			cast_up_long	14.0	0.0	wh_abilities_generic_regeneration_no_ring	wh_abilities_generic_regeneration_no_ring				0.5	wh_dlc05_spell_life_miscast	healing	wh_dlc05_spell_life_regrowth_upgraded	life_long	vo_battle_special_ability_spell_cast_wef_life	121.0	121.0				false	false	true	true				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	1.0		true			
wh2_main_lore_passive_truthsayer	-1.0	-1.0	-1	-1.0	true	-1	0	true	-1.0		false	false	false	0.0	false	false	0.0	true	7878010				0.0	0.0	wh_abilities_generic_buff_no_ring					0.0					vo_battle_special_ability_generic_response	40.0	40.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	1.0		true			
spell_truth_valor	22.0	30.0	-1	0.0	true	1	0	false	0.0		true	false	false	200.0	false	false	1.0	false	7878011			cast_up_short	6.0	0.0	wh_abilities_generic_buff_no_ring	wh_abilities_generic_buff_no_ring				0.0		augment_melee	wh_main_spell_heavens_harmonic_convergence	life_short	vo_battle_special_ability_spell_cast_positive	82.0	0.0				false	false	true	true				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	1.0		true			
spell_truth_valor_upgraded	44.0	30.0	-1	40.0	true	-1	0	false	0.0		true	false	false	200.0	false	false	1.0	false	7878012			cast_up_short	10.0	0.0	wh_abilities_generic_buff_no_ring	wh_abilities_generic_buff_no_ring				0.5	wh_dlc05_spell_life_miscast	augment_melee_area	wh_main_spell_heavens_harmonic_convergence_upgraded	life_short	vo_battle_special_ability_spell_cast_positive	82.0	0.0				false	false	true	true				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	1.0		true			
spell_truth_protection	30.0	43.0	-1	0.0	true	1	0	false	0.0		true	false	false	200.0	false	false	3.0	false	7878013			cast_up_medium	7.0	0.0	wh_abilities_generic_buff_no_ring	wh_abilities_generic_buff_no_ring				0.0		augment_defense_melee	wh_dlc03_spell_beasts_panns_impenetrable_pelt	life_medium	vo_battle_special_ability_spell_cast_positive	80.0	80.0				false	false	true	true				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	1.0		true			
spell_truth_protection_upgraded	30.0	43.0	-1	40.0	true	-1	0	false	0.0		true	false	true	200.0	false	false	3.0	false	7878014			cast_up_medium	14.0	0.0	wh_abilities_generic_buff	wh_abilities_generic_buff				0.5	wh_dlc05_spell_life_miscast	augment_defense_melee_area	wh_dlc03_spell_beasts_panns_impenetrable_pelt_upgraded	life_medium	vo_battle_special_ability_spell_cast_positive	80.0	80.0				false	false	true	true				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	1.0		true			
spell_truth_voice_command	35.0	43.0	-1	0.0	false	0	1	false	0.0		false	true	false	250.0	false	false	2.0	false	7878015			cast_up_medium	7.0	20.0	wh_abilities_generic_debuff_no_ring	wh_abilities_generic_debuff_no_ring				0.0		hex_ranged	wh_main_spell_light_net_of_amyntok	life_medium	vo_battle_special_ability_spell_cast_negative	79.0	82.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	1.0		true			
spell_truth_voice_command_upgraded	35.0	43.0	-1	40.0	false	0	-1	true	0.0		false	true	true	250.0	false	false	2.0	false	7878016			cast_up_medium	14.0	0.0	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh_abilities_generic_debuff			0.5	wh_dlc05_spell_life_miscast	hex_ranged_area	wh_main_spell_light_net_of_amyntok_upgraded	life_medium	vo_battle_special_ability_spell_cast_negative	79.0	82.0				false	false	true	false				false	false	false	false	false			false	false	true	-1.0	false	default	1	false	1.0		true			
