building	campaign_group	unit
#building_allied_units_tables;0;db/building_allied_units_tables/ovn_albion_outpost		
ovn_albion_allied_outpost_1	wh3_main_feature_nurgle	wh3_main_nur_inf_nurglings_0
ovn_albion_allied_outpost_1	wh3_main_feature_nurgle	wh3_main_nur_inf_plaguebearers_0
ovn_albion_allied_outpost_1	wh3_main_feature_nurgle	wh3_main_nur_mon_plague_toads_0
ovn_albion_allied_outpost_1	wh_dlc03_feature_beastmen	wh_dlc03_bst_inf_gor_herd_0
ovn_albion_allied_outpost_1	wh_dlc03_feature_beastmen	wh_dlc03_bst_inf_ungor_raiders_0
ovn_albion_allied_outpost_1	wh_main_feature_chaos	wh_main_chs_cav_marauder_horsemen_1
ovn_albion_allied_outpost_1	wh_main_feature_chaos	wh_main_chs_inf_chaos_marauders_0
ovn_albion_allied_outpost_1	wh_main_feature_chaos	wh_main_chs_inf_chaos_warriors_0
ovn_albion_allied_outpost_2	wh3_main_feature_nurgle	wh3_main_nur_inf_forsaken_0
ovn_albion_allied_outpost_2	wh3_main_feature_nurgle	wh3_main_nur_inf_nurglings_0
ovn_albion_allied_outpost_2	wh3_main_feature_nurgle	wh3_main_nur_inf_plaguebearers_0
ovn_albion_allied_outpost_2	wh3_main_feature_nurgle	wh3_main_nur_mon_beast_of_nurgle_0
ovn_albion_allied_outpost_2	wh3_main_feature_nurgle	wh3_main_nur_mon_plague_toads_0
ovn_albion_allied_outpost_2	wh3_main_feature_nurgle	wh3_main_nur_mon_rot_flies_0
ovn_albion_allied_outpost_2	wh_dlc03_feature_beastmen	wh_dlc03_bst_cav_razorgor_chariot_0
ovn_albion_allied_outpost_2	wh_dlc03_feature_beastmen	wh_dlc03_bst_inf_centigors_1
ovn_albion_allied_outpost_2	wh_dlc03_feature_beastmen	wh_dlc03_bst_inf_gor_herd_0
ovn_albion_allied_outpost_2	wh_dlc03_feature_beastmen	wh_dlc03_bst_inf_ungor_raiders_0
ovn_albion_allied_outpost_2	wh_main_feature_chaos	wh_main_chs_cav_marauder_horsemen_1
ovn_albion_allied_outpost_2	wh_main_feature_chaos	wh_main_chs_inf_chaos_marauders_0
ovn_albion_allied_outpost_2	wh_main_feature_chaos	wh_main_chs_inf_chaos_warriors_0
ovn_albion_allied_outpost_2	wh_main_feature_chaos	wh_main_chs_inf_chosen_0
ovn_albion_allied_outpost_3	wh3_main_feature_nurgle	wh3_main_nur_cav_plague_drones_0
ovn_albion_allied_outpost_3	wh3_main_feature_nurgle	wh3_main_nur_inf_forsaken_0
ovn_albion_allied_outpost_3	wh3_main_feature_nurgle	wh3_main_nur_inf_nurglings_0
ovn_albion_allied_outpost_3	wh3_main_feature_nurgle	wh3_main_nur_inf_plaguebearers_0
ovn_albion_allied_outpost_3	wh3_main_feature_nurgle	wh3_main_nur_inf_plaguebearers_1
ovn_albion_allied_outpost_3	wh3_main_feature_nurgle	wh3_main_nur_mon_beast_of_nurgle_0
ovn_albion_allied_outpost_3	wh3_main_feature_nurgle	wh3_main_nur_mon_plague_toads_0
ovn_albion_allied_outpost_3	wh3_main_feature_nurgle	wh3_main_nur_mon_rot_flies_0
ovn_albion_allied_outpost_3	wh3_main_feature_nurgle	wh3_main_nur_mon_spawn_of_nurgle_0
ovn_albion_allied_outpost_3	wh_main_feature_chaos	wh_dlc01_chs_inf_chosen_2
ovn_albion_allied_outpost_3	wh_main_feature_chaos	wh_dlc01_chs_mon_dragon_ogre
ovn_albion_allied_outpost_3	wh_dlc03_feature_beastmen	wh_dlc03_bst_cav_razorgor_chariot_0
ovn_albion_allied_outpost_3	wh_dlc03_feature_beastmen	wh_dlc03_bst_inf_centigors_1
ovn_albion_allied_outpost_3	wh_dlc03_feature_beastmen	wh_dlc03_bst_inf_gor_herd_0
ovn_albion_allied_outpost_3	wh_dlc03_feature_beastmen	wh_dlc03_bst_inf_minotaurs_0
ovn_albion_allied_outpost_3	wh_dlc03_feature_beastmen	wh_dlc03_bst_inf_ungor_raiders_0
ovn_albion_allied_outpost_3	wh_main_feature_chaos	wh_main_chs_cav_chaos_knights_0
ovn_albion_allied_outpost_3	wh_main_feature_chaos	wh_main_chs_cav_marauder_horsemen_1
ovn_albion_allied_outpost_3	wh_main_feature_chaos	wh_main_chs_inf_chaos_marauders_0
ovn_albion_allied_outpost_3	wh_main_feature_chaos	wh_main_chs_inf_chaos_warriors_0
ovn_albion_allied_outpost_3	wh_main_feature_chaos	wh_main_chs_inf_chosen_0
