level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	faction_unique	first_in_world_bundle	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution	resource_cost	additional_loot_value
#building_levels_tables;0;db/building_levels_tables/ovn_albion_buildings																						
elo_ogham_stone_1	elo_ogham_stone	0	1	1500	0		false	false		true	elo_ogham_stone	false	0.0	0	true	1		true	0	0		0
elo_ogham_stone_2	elo_ogham_stone	1	3	3000	0		false	false		true	elo_ogham_stone	false	0.0	0	true	3		true	0	0		0
elo_ogham_stone_4	elo_ogham_stone	2	4	4000	0		false	false		true	elo_ogham_stone	false	0.0	0	true	4		true	0	0		0
elo_ogham_stone_3	elo_ogham_stone	3	5	6000	0		false	false		true	elo_ogham_stone	false	0.0	0	true	5		true	0	0		0
elo_temple_danu_1	elo_temple_danu	0	3	4000	0		false	false		true	elo_temple_danu	false	0.0	0	true	3		true	0	0		0
elo_temple_danu_2	elo_temple_danu	1	4	5000	0		false	false		true	elo_temple_danu	false	0.0	0	true	4		true	0	0		0
elo_temple_danu_3	elo_temple_danu	2	5	7000	0		false	false		true	elo_temple_danu	false	0.0	0	true	5		true	0	0		0
albion_hunters_1	albion_hunters	0	1	1000	0		false	false		true	albion_hunters	false	0.0	0	true	1		true	0	0		0
albion_hunters_2	albion_hunters	1	2	1500	0		false	false		true	albion_hunters	false	0.0	0	true	2		true	0	0		0
albion_hunters_3	albion_hunters	2	4	2000	0		false	false		true	albion_hunters	false	0.0	0	true	3		true	0	0		0
albion_order_1	albion_order	0	2	2000	0		false	false		true	albion_order	false	0.0	0	true	2		true	0	0		0
albion_order_2	albion_order	1	4	4000	0		false	false		true	albion_order	false	0.0	0	true	3		true	0	0		0
albion_order_3	albion_order	2	5	6000	0		false	false		true	albion_order	false	0.0	0	true	4		true	0	0		0
albion_smith_1	albion_smith	0	2	2500	0		false	false		true	albion_smith	false	0.0	0	true	2		true	0	0		0
albion_smith_2	albion_smith	1	4	5000	0		false	false		true	albion_smith	false	0.0	0	true	3		true	0	0		0
albion_hall_heroes	albion_hall_heroes	0	5	7000	0		false	false		true	albion_hall_heroes	false	0.0	0	true	5		true	0	0		0
albion_gryphon_eyrie_1	albion_gryphon_eyrie	0	2	2000	0		false	false		true	albion_gryphon_eyrie	false	0.0	0	true	2		true	0	0		0
albion_gryphon_eyrie_2	albion_gryphon_eyrie	1	3	3500	0		false	false		true	albion_gryphon_eyrie	false	0.0	0	true	3		true	0	0		0
albion_oracle_hall_1	albion_oracle_hall	0	2	2500	0		false	false		true	albion_oracle_hall	false	0.0	0	true	2		true	0	0		0
albion_oracle_hall_2	albion_oracle_hall	1	3	4500	0		false	false		true	albion_oracle_hall	false	0.0	0	true	3		true	0	0		0
elo_great_ogham	elo_great_ogham	0	4	6000	0		false	false		true	elo_great_ogham	false	0.0	0	true	3		true	0	0		0
elo_forge_old_ones	elo_forge_old_ones	0	6	8000	0		false	false		true	elo_forge_old_ones	false	0.0	0	true	4		true	0	0		0
elo_citadel_lead	elo_citadel_lead	0	4	6000	0		false	false		true	elo_citadel_lead	false	0.0	0	true	3		true	0	0		0
ovn_albion_military_1	ovn_albion_military	0	1	1000	0		false	false		true	ovn_albion_military	false	0.0	0	true	1		true	0	0		0
ovn_albion_military_2	ovn_albion_military	1	2	2000	0		false	false		true	ovn_albion_military	false	0.0	0	true	2		true	0	0		0
ovn_albion_military_3	ovn_albion_military	2	3	4000	0		false	false		true	ovn_albion_military	false	0.0	0	true	3		true	0	0		0
ovn_albion_stables_1	ovn_albion_stables	0	2	1000	0		false	false		true	ovn_albion_stables	false	0.0	0	true	1		true	0	0		0
ovn_albion_stables_2	ovn_albion_stables	1	3	2000	0		false	false		true	ovn_albion_stables	false	0.0	0	true	2		true	0	0		0
ovn_albion_stables_3	ovn_albion_stables	2	4	3000	0		false	false		true	ovn_albion_stables	false	0.0	0	true	3		true	0	0		0
ovn_Waystone_1	ovn_Waystone	0	3	2500	0		false	false		true	ovn_Waystone	false	0.0	0	true	1		true	0	0		0
ovn_Waystone_2	ovn_Waystone	1	8	3500	0		false	false		true	ovn_Waystone	false	0.0	0	true	2		true	0	0		0
ovn_Waystone_3	ovn_Waystone	2	12	5000	0		false	false		true	ovn_Waystone	false	0.0	0	true	3		true	0	0		0
ovn_Waystone_marker	ovn_Waystone_marker	0	2	3000	0		false	false		true	ovn_Waystone_marker	false	0.0	0	true	3		true	0	0		0
