key	group	initial_unit_count	pool	faction_requirement	subculture_requirement	tech_requirement
#mercenary_pool_to_groups_junctions_tables;1;db/mercenary_pool_to_groups_junctions_tables/ovn_albion						
1436885094	albion_shieldmaiden_ror	1	ovn_albion_ror			
1436885095	albion_bologs_giant_ror	1	ovn_albion_ror			
1436885096	elo_fly_infested_rotwood	1	ovn_albion_ror			
1436885097	albion_woadraider_sworn_ror	1	ovn_albion_ror			
1436885098	alb_cav_noble_first_ror	1	ovn_albion_ror			
1436885099	albion_warriors_lugh	1	ovn_albion_ror			
1436885100	albion_huntresses_warden_ror	1	ovn_albion_ror			
1436885101	albion_centaur_hunter_ror	1	ovn_albion_ror			
1436885102	albion_cachtorr_stonethrower	1	ovn_albion_ror			
1436885103	albion_highlander_ror	1	ovn_albion_ror			
