id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables;1;db/building_level_armed_citizenry_junctions_tables/ovn_albion_outpost		
844334301	ovn_albion_allied_outpost_2	elo_woadraider
844334304	ovn_albion_allied_outpost_3	druid_neophytes
844334305	ovn_albion_allied_outpost_3	albion_chariot
844334302	ovn_albion_allied_outpost_2	albion_riders_spear
844334298	ovn_albion_allied_outpost_1	elo_albion_warriors
844334299	ovn_albion_allied_outpost_1	elo_youngbloods
844334303	ovn_albion_allied_outpost_2	druid_neophytes
844334306	ovn_albion_allied_outpost_3	albion_hearthguard
844334300	ovn_albion_allied_outpost_1	albion_riders
