faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character	campaign_exclusive	armory_item_set
#units_custom_battle_permissions_tables;10;db/units_custom_battle_permissions_tables/ovn_albion_only									
ovn_alb_order_of_the_truthsayers	false	elo_albion_gryphon	true	true				false	
ovn_alb_order_of_the_truthsayers	false	elo_fenbeast	true	true				false	
ovn_alb_order_of_the_truthsayers	false	elo_albion_warriors	true	true				false	
ovn_alb_order_of_the_truthsayers	false	elo_youngbloods	true	true				false	
ovn_alb_order_of_the_truthsayers	false	elo_woadraider	true	true				false	
ovn_alb_order_of_the_truthsayers	false	elo_bloodhounds	true	true				false	
ovn_alb_order_of_the_truthsayers	false	albion_giant	true	true				false	
ovn_alb_order_of_the_truthsayers	false	druid_neophytes	true	true				false	
ovn_alb_order_of_the_truthsayers	false	albion_stonethrower	true	true				false	
ovn_alb_order_of_the_truthsayers	false	albion_huntresses	true	true				false	
ovn_alb_order_of_the_truthsayers	false	elo_albion_warriors_spears	true	true				false	
ovn_alb_order_of_the_truthsayers	false	elo_albion_warriors_2h	true	true				false	
ovn_alb_order_of_the_truthsayers	false	albion_riders	true	true				false	
ovn_alb_order_of_the_truthsayers	false	albion_riders_javelins	true	true				false	
ovn_alb_order_of_the_truthsayers	false	albion_hearthguard	true	true				false	
ovn_alb_order_of_the_truthsayers	false	albion_hearthguard_halberd	true	true				false	
ovn_alb_order_of_the_truthsayers	false	albion_hearthguard_2h	true	true				false	
ovn_alb_order_of_the_truthsayers	false	albion_swordmaiden	true	true				false	
ovn_alb_order_of_the_truthsayers	false	albion_chariot	true	true				false	
ovn_alb_order_of_the_truthsayers	true	albion_truthsayer_beast	true	true	ui/portraits/portholes/no_culture/albion_truthsayer.png		wh_dlc05_emp_cha_wizard_life_0	false	
ovn_alb_order_of_the_truthsayers	true	albion_truthsayer_beast_horse	true	true	ui/portraits/portholes/no_culture/albion_truthsayer.png		wh_dlc05_emp_cha_wizard_life_0	false	
