building	campaign_group	unit
#building_allied_units_tables;0;db/building_allied_units_tables/ovn_albion		
wh3_main_brt_allied_outpost_1	wh_feature_nor_albion	elo_albion_warriors
wh3_main_brt_allied_outpost_1	wh_feature_nor_albion	elo_youngbloods
wh3_main_brt_allied_outpost_1	wh_feature_nor_albion	albion_riders
wh3_main_brt_allied_outpost_1	wh_feature_nor_albion	albion_riders_javelins
wh3_main_brt_allied_outpost_1	wh_feature_nor_albion	albion_riders_spear
wh3_main_brt_allied_outpost_2	wh_feature_nor_albion	elo_woadraider
wh3_main_brt_allied_outpost_2	wh_feature_nor_albion	albion_stonethrower
wh3_main_brt_allied_outpost_2	wh_feature_nor_albion	druid_neophytes
wh3_main_brt_allied_outpost_2	wh_feature_nor_albion	albion_huntresses
wh3_main_brt_allied_outpost_3	wh_feature_nor_albion	albion_half_giants
wh3_main_brt_allied_outpost_3	wh_feature_nor_albion	alb_cav_noble
wh3_main_brt_allied_outpost_3	wh_feature_nor_albion	albion_chariot
wh3_main_brt_allied_outpost_3	wh_feature_nor_albion	albion_hearthguard
wh3_main_brt_allied_outpost_3	wh_feature_nor_albion	alb_cav_noble_spear
wh3_main_brt_allied_outpost_3	wh_feature_nor_albion	albion_swordmaiden
wh3_main_bst_allied_outpost_1	wh_feature_nor_albion	elo_albion_warriors
wh3_main_bst_allied_outpost_1	wh_feature_nor_albion	elo_youngbloods
wh3_main_bst_allied_outpost_1	wh_feature_nor_albion	albion_riders
wh3_main_bst_allied_outpost_1	wh_feature_nor_albion	albion_riders_javelins
wh3_main_bst_allied_outpost_1	wh_feature_nor_albion	albion_riders_spear
wh3_main_bst_allied_outpost_2	wh_feature_nor_albion	elo_woadraider
wh3_main_bst_allied_outpost_2	wh_feature_nor_albion	albion_stonethrower
wh3_main_bst_allied_outpost_2	wh_feature_nor_albion	druid_neophytes
wh3_main_bst_allied_outpost_2	wh_feature_nor_albion	albion_huntresses
wh3_main_bst_allied_outpost_3	wh_feature_nor_albion	albion_half_giants
wh3_main_bst_allied_outpost_3	wh_feature_nor_albion	alb_cav_noble
wh3_main_bst_allied_outpost_3	wh_feature_nor_albion	albion_chariot
wh3_main_bst_allied_outpost_3	wh_feature_nor_albion	albion_hearthguard
wh3_main_bst_allied_outpost_3	wh_feature_nor_albion	alb_cav_noble_spear
wh3_main_bst_allied_outpost_3	wh_feature_nor_albion	albion_swordmaiden
wh3_main_chs_allied_outpost_1	wh_feature_nor_albion	elo_albion_warriors
wh3_main_chs_allied_outpost_1	wh_feature_nor_albion	elo_youngbloods
wh3_main_chs_allied_outpost_1	wh_feature_nor_albion	albion_riders
wh3_main_chs_allied_outpost_1	wh_feature_nor_albion	albion_riders_javelins
wh3_main_chs_allied_outpost_1	wh_feature_nor_albion	albion_riders_spear
wh3_main_chs_allied_outpost_2	wh_feature_nor_albion	elo_woadraider
wh3_main_chs_allied_outpost_2	wh_feature_nor_albion	albion_stonethrower
wh3_main_chs_allied_outpost_2	wh_feature_nor_albion	druid_neophytes
wh3_main_chs_allied_outpost_2	wh_feature_nor_albion	albion_huntresses
wh3_main_chs_allied_outpost_3	wh_feature_nor_albion	albion_half_giants
wh3_main_chs_allied_outpost_3	wh_feature_nor_albion	alb_cav_noble
wh3_main_chs_allied_outpost_3	wh_feature_nor_albion	albion_chariot
wh3_main_chs_allied_outpost_3	wh_feature_nor_albion	albion_hearthguard
wh3_main_chs_allied_outpost_3	wh_feature_nor_albion	alb_cav_noble_spear
wh3_main_chs_allied_outpost_3	wh_feature_nor_albion	albion_swordmaiden
wh3_main_cst_allied_outpost_1	wh_feature_nor_albion	elo_albion_warriors
wh3_main_cst_allied_outpost_1	wh_feature_nor_albion	elo_youngbloods
wh3_main_cst_allied_outpost_1	wh_feature_nor_albion	albion_riders
wh3_main_cst_allied_outpost_1	wh_feature_nor_albion	albion_riders_javelins
wh3_main_cst_allied_outpost_1	wh_feature_nor_albion	albion_riders_spear
wh3_main_cst_allied_outpost_2	wh_feature_nor_albion	elo_woadraider
wh3_main_cst_allied_outpost_2	wh_feature_nor_albion	albion_stonethrower
wh3_main_cst_allied_outpost_2	wh_feature_nor_albion	druid_neophytes
wh3_main_cst_allied_outpost_2	wh_feature_nor_albion	albion_huntresses
wh3_main_cst_allied_outpost_3	wh_feature_nor_albion	albion_half_giants
wh3_main_cst_allied_outpost_3	wh_feature_nor_albion	alb_cav_noble
wh3_main_cst_allied_outpost_3	wh_feature_nor_albion	albion_chariot
wh3_main_cst_allied_outpost_3	wh_feature_nor_albion	albion_hearthguard
wh3_main_cst_allied_outpost_3	wh_feature_nor_albion	alb_cav_noble_spear
wh3_main_cst_allied_outpost_3	wh_feature_nor_albion	albion_swordmaiden
wh3_main_cth_allied_outpost_1	wh_feature_nor_albion	elo_albion_warriors
wh3_main_cth_allied_outpost_1	wh_feature_nor_albion	elo_youngbloods
wh3_main_cth_allied_outpost_1	wh_feature_nor_albion	albion_riders
wh3_main_cth_allied_outpost_1	wh_feature_nor_albion	albion_riders_javelins
wh3_main_cth_allied_outpost_1	wh_feature_nor_albion	albion_riders_spear
wh3_main_cth_allied_outpost_2	wh_feature_nor_albion	elo_woadraider
wh3_main_cth_allied_outpost_2	wh_feature_nor_albion	albion_stonethrower
wh3_main_cth_allied_outpost_2	wh_feature_nor_albion	druid_neophytes
wh3_main_cth_allied_outpost_2	wh_feature_nor_albion	albion_huntresses
wh3_main_cth_allied_outpost_3	wh_feature_nor_albion	albion_half_giants
wh3_main_cth_allied_outpost_3	wh_feature_nor_albion	alb_cav_noble
wh3_main_cth_allied_outpost_3	wh_feature_nor_albion	albion_chariot
wh3_main_cth_allied_outpost_3	wh_feature_nor_albion	albion_hearthguard
wh3_main_cth_allied_outpost_3	wh_feature_nor_albion	alb_cav_noble_spear
wh3_main_cth_allied_outpost_3	wh_feature_nor_albion	albion_swordmaiden
wh3_main_dae_allied_outpost_1	wh_feature_nor_albion	elo_albion_warriors
wh3_main_dae_allied_outpost_1	wh_feature_nor_albion	elo_youngbloods
wh3_main_dae_allied_outpost_1	wh_feature_nor_albion	albion_riders
wh3_main_dae_allied_outpost_1	wh_feature_nor_albion	albion_riders_javelins
wh3_main_dae_allied_outpost_1	wh_feature_nor_albion	albion_riders_spear
wh3_main_dae_allied_outpost_2	wh_feature_nor_albion	elo_woadraider
wh3_main_dae_allied_outpost_2	wh_feature_nor_albion	albion_stonethrower
wh3_main_dae_allied_outpost_2	wh_feature_nor_albion	druid_neophytes
wh3_main_dae_allied_outpost_2	wh_feature_nor_albion	albion_huntresses
wh3_main_dae_allied_outpost_3	wh_feature_nor_albion	albion_half_giants
wh3_main_dae_allied_outpost_3	wh_feature_nor_albion	alb_cav_noble
wh3_main_dae_allied_outpost_3	wh_feature_nor_albion	albion_chariot
wh3_main_dae_allied_outpost_3	wh_feature_nor_albion	albion_hearthguard
wh3_main_dae_allied_outpost_3	wh_feature_nor_albion	alb_cav_noble_spear
wh3_main_dae_allied_outpost_3	wh_feature_nor_albion	albion_swordmaiden
wh3_main_def_allied_outpost_1	wh_feature_nor_albion	elo_albion_warriors
wh3_main_def_allied_outpost_1	wh_feature_nor_albion	elo_youngbloods
wh3_main_def_allied_outpost_1	wh_feature_nor_albion	albion_riders
wh3_main_def_allied_outpost_1	wh_feature_nor_albion	albion_riders_javelins
wh3_main_def_allied_outpost_1	wh_feature_nor_albion	albion_riders_spear
wh3_main_def_allied_outpost_2	wh_feature_nor_albion	elo_woadraider
wh3_main_def_allied_outpost_2	wh_feature_nor_albion	albion_stonethrower
wh3_main_def_allied_outpost_2	wh_feature_nor_albion	druid_neophytes
wh3_main_def_allied_outpost_2	wh_feature_nor_albion	albion_huntresses
wh3_main_def_allied_outpost_3	wh_feature_nor_albion	albion_half_giants
wh3_main_def_allied_outpost_3	wh_feature_nor_albion	alb_cav_noble
wh3_main_def_allied_outpost_3	wh_feature_nor_albion	albion_chariot
wh3_main_def_allied_outpost_3	wh_feature_nor_albion	albion_hearthguard
wh3_main_def_allied_outpost_3	wh_feature_nor_albion	alb_cav_noble_spear
wh3_main_def_allied_outpost_3	wh_feature_nor_albion	albion_swordmaiden
wh3_main_dwf_allied_outpost_1	wh_feature_nor_albion	elo_albion_warriors
wh3_main_dwf_allied_outpost_1	wh_feature_nor_albion	elo_youngbloods
wh3_main_dwf_allied_outpost_1	wh_feature_nor_albion	albion_riders
wh3_main_dwf_allied_outpost_1	wh_feature_nor_albion	albion_riders_javelins
wh3_main_dwf_allied_outpost_1	wh_feature_nor_albion	albion_riders_spear
wh3_main_dwf_allied_outpost_2	wh_feature_nor_albion	elo_woadraider
wh3_main_dwf_allied_outpost_2	wh_feature_nor_albion	albion_stonethrower
wh3_main_dwf_allied_outpost_2	wh_feature_nor_albion	druid_neophytes
wh3_main_dwf_allied_outpost_2	wh_feature_nor_albion	albion_huntresses
wh3_main_dwf_allied_outpost_3	wh_feature_nor_albion	albion_half_giants
wh3_main_dwf_allied_outpost_3	wh_feature_nor_albion	alb_cav_noble
wh3_main_dwf_allied_outpost_3	wh_feature_nor_albion	albion_chariot
wh3_main_dwf_allied_outpost_3	wh_feature_nor_albion	albion_hearthguard
wh3_main_dwf_allied_outpost_3	wh_feature_nor_albion	alb_cav_noble_spear
wh3_main_dwf_allied_outpost_3	wh_feature_nor_albion	albion_swordmaiden
wh3_main_emp_allied_outpost_1	wh_feature_nor_albion	elo_albion_warriors
