effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/ovn_albion_buildings					
ovn_albion_waystone_geomancy	waystone_geo.png	1	waystone_geo.png	campaign	true
wh_main_effect_ovn_Waystone_1_dummy	effect_rite.png	301	effect_rite.png	campaign	false
wh_main_effect_ovn_Waystone_2_dummy	effect_rite.png	301	effect_rite.png	campaign	false
wh_main_effect_ovn_Waystone_3_dummy	effect_rite.png	301	effect_rite.png	campaign	false
wh_main_effect_ovn_Waystone_global_dummy	effect_rite.png	301	effect_rite.png	campaign	true
increase_cap_albion_chief	exalted_hero.png	111	exalted_hero.png	campaign	true
enable_recruitment_chief	wizard.png	111	wizard.png	campaign	true
increase_cap_albion_wyrd_druid	exalted_hero.png	111	exalted_hero.png	campaign	true
enable_recruitment_albion_wyrd_druid	wizard.png	111	wizard.png	campaign	true
ovn_albion_waystone_construction_penalty_dummy	construction.png	102	construction.png	campaign	false
elo_warband_matt	melee.png	109	melee.png	battle	true
elo_warband_mdef	defence.png	101	defence.png	battle	true
elo_elite_matt	melee.png	109	melee.png	battle	true
elo_allrange_ammo	ammo.png	55	ammo.png	battle	true
elo_allrange_dmg	ranged_damage.png	109	ranged_damage.png	battle	true
elo_riders_charge	charge.png	121	charge.png	battle	true
elo_riders_speed	battle_movement.png	101	battle_movement.png	battle	true
elo_warband_cost	military_spending.png	111	military_spending.png	campaign	false
elo_ranged_reload	icon_stat_reload_time_force.png	111	icon_stat_reload_time_force.png	battle	true
elo_ranged_xp	experience.png	111	experience.png	battle	true
disable_war_fury_2	general_ability.png	111	general_ability.png	battle	true
elo_elite_warband_wps	weapon_damage.png	109	weapon_damage.png	battle	true
elo_noble_cav_chariot_armour	armour.png	111	armour.png	battle	true
elo_noble_cav_chariot_vigour	vigour.png	101	vigour.png	battle	false
albion_ancient_allies_missiles_res	resistance_missile.png	109	resistance_missile.png	battle	true
albion_ancient_allies_speed	battle_movement.png	109	battle_movement.png	battle	true
albion_ancient_mattk	melee.png	109	melee.png	battle	true
albion_monsters_fen_anti_small	bonus_vs_small.png	109	bonus_vs_small.png	battle	true
albion_monsters_fen_mdef	defence.png	101	defence.png	battle	true
albion_monsters_fen_mattk	melee.png	109	melee.png	battle	true
enable_zeal_holy_albion	general_ability.png	109	general_ability.png	battle	true
elo_albion_upkeep_all	military_spending.png	109	military_spending.png	campaign	false
elo_hunting_parties_upkeep	military_spending.png	109	military_spending.png	campaign	false
elo_wooden_structures_cost	military_spending.png	109	military_spending.png	campaign	false
elo_albion_protectors_world	general_ability.png	109	general_ability.png	battle	true
