building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;0;db/building_effects_junction_tables/ovn_albion_buildings						
elo_great_ogham	increase_cap_albion_wyrd_druid		faction_to_faction_own_unseen	2.0000	2.0000	0.0000
elo_great_ogham	enable_recruitment_albion_wyrd_druid		province_to_province_own	1.0000	1.0000	0.0000
elo_great_ogham	wh3_main_effect_corruption_chaos_events_bad		region_to_region_own	6.0000	8.0000	0.0000
elo_citadel_lead	wh_main_faction_political_diplomacy_mod_norsca		faction_to_faction_own_unseen	-15.0000	-8.0000	0.0000
elo_great_ogham	wh3_main_effect_winds_of_magic_pooled_resource_change_positive_mod		region_to_force_own	30.0000	15.0000	0.0000
elo_great_ogham	wh2_main_faction_political_diplomacy_mod_high_elves_lizardmen		faction_to_faction_own_unseen	10.0000	5.0000	0.0000
elo_citadel_lead	wh_main_faction_xp_increase_generals		faction_to_province_own_unseen	8.0000	4.0000	0.0000
elo_citadel_lead	wh_main_faction_political_diplomacy_mod_chaos		faction_to_faction_own_unseen	-40.0000	-20.0000	0.0000
elo_citadel_lead	wh_main_effect_agent_action_success_chance		faction_to_character_own_unseen	15.0000	7.0000	0.0000
elo_citadel_lead	wh_main_effect_agent_recruitment_xp_all_agents		faction_to_province_own_unseen	8.0000	4.0000	0.0000
elo_forge_old_ones	wh_main_effect_region_resource_iron_production		building_to_building_own	20.0000	10.0000	0.0000
elo_forge_old_ones	wh_main_effect_region_resource_marble_production		building_to_building_own	30.0000	15.0000	0.0000
elo_forge_old_ones	wh2_main_effect_region_resource_gold_idols_production		building_to_building_own	8.0000	4.0000	0.0000
elo_forge_old_ones	wh_main_effect_economy_gdp_culture		building_to_building_own	1000.0000	500.0000	0.0000
elo_forge_old_ones	wh_main_effect_economy_gdp_mod_all		province_to_region_own	50.0000	25.0000	0.0000
elo_forge_old_ones	wh_main_effect_region_resource_gem_production		building_to_building_own	24.0000	12.0000	0.0000
elo_ogham_stone_1	wh3_main_effect_corruption_chaos_events_bad		region_to_region_own	1.0000	0.0000	0.0000
elo_ogham_stone_1	wh3_main_effect_corruption_reduction_adjacent_provinces		province_to_province_adjacent	-1.0000	0.0000	0.0000
elo_ogham_stone_2	wh3_main_effect_corruption_chaos_events_bad		region_to_region_own	2.0000	1.0000	0.0000
elo_ogham_stone_2	wh3_main_effect_corruption_reduction_adjacent_provinces		province_to_province_adjacent	-2.0000	-1.0000	0.0000
elo_ogham_stone_2	wh3_main_effect_winds_of_magic_pooled_resource_change_positive_mod		region_to_force_own	10.0000	5.0000	0.0000
elo_ogham_stone_3	wh3_main_effect_corruption_chaos_events_bad		region_to_region_own	3.0000	2.0000	0.0000
elo_ogham_stone_3	wh3_main_effect_corruption_reduction_adjacent_provinces		province_to_province_adjacent	-3.0000	-2.0000	0.0000
elo_ogham_stone_3	wh3_main_effect_winds_of_magic_pooled_resource_change_positive_mod		region_to_force_own	15.0000	7.0000	0.0000
elo_ogham_stone_4	wh3_main_effect_corruption_chaos_events_bad		region_to_region_own	4.0000	2.0000	0.0000
elo_ogham_stone_4	wh3_main_effect_corruption_reduction_adjacent_provinces		province_to_province_adjacent	-4.0000	-2.0000	0.0000
elo_ogham_stone_4	wh3_main_effect_winds_of_magic_pooled_resource_change_positive_mod		region_to_force_own	25.0000	12.0000	0.0000
elo_temple_danu_1	wh_main_effect_force_all_campaign_replenishment_rate		province_to_army_own	10.0000	5.0000	0.0000
elo_temple_danu_1	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-6.0000	-3.0000	0.0000
elo_temple_danu_1	wh_main_effect_technology_research_points		faction_to_faction_own_unseen	2.0000	1.0000	0.0000
elo_temple_danu_2	wh_main_effect_force_all_campaign_replenishment_rate		province_to_army_own	15.0000	7.0000	0.0000
elo_temple_danu_2	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-9.0000	-2.0000	0.0000
elo_temple_danu_2	wh_main_effect_technology_research_points		faction_to_faction_own_unseen	5.0000	1.0000	0.0000
elo_temple_danu_3	wh_main_effect_force_all_campaign_replenishment_rate		province_to_army_own	20.0000	10.0000	0.0000
elo_temple_danu_3	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-12.0000	-7.0000	0.0000
elo_temple_danu_3	wh_main_effect_technology_research_points		faction_to_faction_own_unseen	10.0000	1.0000	0.0000
albion_hunters_1	wh_main_effect_region_resource_furs_production		building_to_building_own	4.0000	2.0000	0.0000
albion_hunters_1	wh_main_effect_province_growth_building		region_to_province_own	20.0000	6.0000	0.0000
albion_hunters_1	wh_main_effect_economy_gdp_subsistance		building_to_building_own	150.0000	50.0000	0.0000
albion_hunters_2	wh_main_effect_region_resource_furs_production		building_to_building_own	8.0000	2.0000	0.0000
albion_hunters_2	wh_main_effect_economy_gdp_subsistance		building_to_building_own	275.0000	100.0000	0.0000
albion_hunters_2	wh_main_effect_province_growth_building		region_to_province_own	35.0000	11.0000	0.0000
albion_hunters_3	wh_main_effect_economy_gdp_subsistance		building_to_building_own	400.0000	150.0000	0.0000
albion_hunters_3	wh_main_effect_region_resource_furs_production		building_to_building_own	12.0000	2.0000	0.0000
albion_hunters_3	wh_main_effect_province_growth_building		region_to_province_own	40.0000	13.0000	0.0000
albion_order_1	wh_main_effect_public_order_base		province_to_province_own	4.0000	2.0000	0.0000
albion_order_2	wh_main_effect_public_order_base		province_to_province_own	6.0000	3.0000	0.0000
albion_order_2	wh_main_effect_public_order_osmosis		province_to_province_adjacent_unseen	1.0000	1.0000	0.0000
albion_order_3	wh_main_effect_public_order_base		province_to_province_own	10.0000	5.0000	0.0000
albion_order_3	wh_main_effect_public_order_osmosis		province_to_province_adjacent_unseen	2.0000	1.0000	0.0000
albion_smith_1	wh_main_effect_force_all_campaign_experience_base_all		province_to_province_own	1.0000	1.0000	0.0000
albion_smith_1	wh_main_effect_unit_recruitment_points		province_to_province_own	1.0000	1.0000	0.0000
albion_smith_2	wh_main_effect_force_all_campaign_experience_base_all		province_to_province_own	2.0000	2.0000	0.0000
albion_smith_2	wh_main_effect_unit_recruitment_points		province_to_province_own	2.0000	2.0000	0.0000
albion_smith_2	wh_main_effect_economy_trade_tariff_mod		faction_to_region_own	5.0000	2.0000	0.0000
albion_hall_heroes	wh_main_effect_force_all_campaign_post_battle_loot_mod		faction_to_faction_own	10.0000	5.0000	0.0000
albion_hall_heroes	wh_main_effect_agent_recruitment_xp_all_agents		province_to_province_own_factionwide	2.0000	1.0000	0.0000
albion_hall_heroes	wh_main_effect_force_all_campaign_raid_income		building_to_force_own_factionwide	15.0000	7.0000	0.0000
albion_hall_heroes	wh_main_effect_agent_action_success_chance_enemy_building		region_to_character_enemy	-15.0000	-8.0000	0.0000
albion_hall_heroes	wh_main_effect_agent_action_success_chance		province_to_character_own	15.0000	8.0000	0.0000
albion_gryphon_eyrie_2	wh_main_effect_region_resource_animals_production		building_to_building_own	20.0000	10.0000	0.0000
ovn_albion_military_3	increase_cap_albion_chief		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
ovn_albion_military_3	enable_recruitment_chief		province_to_province_own	1.0000	1.0000	0.0000
ovn_Waystone_1	wh2_main_effect_force_enemy_campaign_movement_range		region_to_force_enemy	-15.0000	-8.0000	0.0000
ovn_Waystone_1	wh_main_effect_force_stat_leadership		region_to_force_own	4.0000	2.0000	0.0000
ovn_Waystone_1	wh_main_effect_force_army_campaign_ambush_attack_success_chance		province_to_force_own_provincewide	10.0000	5.0000	0.0000
ovn_Waystone_1	wh_main_effect_agent_action_success_chance_enemy_building		region_to_character_enemy	-10.0000	-5.0000	0.0000
ovn_Waystone_1	wh_main_effect_economy_gdp_manufacture		building_to_building_own	100.0000	50.0000	0.0000
ovn_Waystone_2	wh2_main_effect_force_enemy_campaign_movement_range		region_to_force_enemy	-20.0000	-8.0000	0.0000
ovn_Waystone_2	wh_main_effect_force_stat_leadership		region_to_force_own	5.0000	2.0000	0.0000
ovn_Waystone_2	wh_main_effect_force_army_campaign_ambush_attack_success_chance		province_to_force_own_provincewide	12.0000	5.0000	0.0000
ovn_Waystone_2	wh_main_effect_agent_action_success_chance_enemy_building		region_to_character_enemy	-12.0000	-5.0000	0.0000
ovn_Waystone_2	wh_main_effect_economy_gdp_manufacture		building_to_building_own	200.0000	100.0000	0.0000
ovn_Waystone_3	wh2_main_effect_force_enemy_campaign_movement_range		region_to_force_enemy	-25.0000	-8.0000	0.0000
ovn_Waystone_3	wh_main_effect_force_stat_leadership		region_to_force_own	6.0000	2.0000	0.0000
