effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/ovn_albion_only				
ovn_faction_trait_albion	wh_dlc08_effect_siege_engine_number_nor_battering_ram	faction_to_force_own	2.0	start_turn_completed
ovn_faction_trait_albion	wh_dlc08_effect_siege_engine_number_nor_siege_tower	faction_to_force_own	1.0	start_turn_completed
ovn_faction_trait_albion	wh_dlc05_effect_global_recruitment_duration_all	faction_to_faction_own_unseen	1.0	start_turn_completed
ovn_faction_trait_albion	wh2_dlc09_effect_increase_army_capacity_hidden	faction_to_faction_own_unseen	9999.0	start_turn_completed
ovn_lord_trait_alb_dural_durak	chaos_attrition_immunity_dummy	faction_to_force_own_unseen	1.0	start_turn_completed
ovn_lord_trait_alb_dural_durak	wh_main_effect_force_army_campaign_ambush_attack_success_chance	faction_to_force_own_unseen	25.0	start_turn_completed
ovn_lord_trait_alb_dural_durak	wh_main_effect_force_all_campaign_raid_income	faction_to_force_own_unseen	25.0	start_turn_completed
ovn_lord_trait_alb_morrigan	chaos_attrition_immunity_dummy	faction_to_force_own_unseen	1.0	start_turn_completed
ovn_lord_trait_alb_morrigan	wh3_main_effect_corruption_reduction_faction	faction_to_force_own_unseen	-25.0	start_turn_completed
ovn_lord_trait_alb_morrigan	wh_main_effect_force_stat_melee_attack_vs_chaos_norsca	faction_to_force_own_unseen	7.0	start_turn_completed
