faction_key	unit_key
#faction_rebellion_units_junctions_tables;0;db/faction_rebellion_units_junctions_tables/rhox_araby	
ovn_arb_araby_rebels	ovn_arb_inf_sharkas_slaves
ovn_arb_araby_rebels	ovn_arb_inf_arabyan_warriors
ovn_arb_araby_rebels	ovn_arb_inf_arabyan_spearmen
ovn_arb_araby_rebels	ovn_arb_inf_arabyan_bowmen
ovn_arb_araby_rebels	ovn_arb_inf_arabyan_guard
ovn_arb_araby_rebels	ovn_arb_inf_dervishers
ovn_arb_araby_rebels	ovn_arb_inf_pit_fighters
ovn_arb_araby_rebels	ovn_arb_inf_southland_warriors
ovn_arb_araby_rebels	ovn_arb_inf_corsairs
ovn_arb_araby_rebels	ovn_arb_inf_alrahem_nomads
ovn_arb_araby_rebels	ovn_arb_inf_jezzails
ovn_arb_araby_rebels	ovn_arb_cav_bedouin_scouts
ovn_arb_araby_rebels	ovn_arb_cav_lancer_camels
ovn_arb_araby_rebels	ovn_arb_cav_archer_camels
ovn_arb_araby_rebels	ovn_arb_cav_jezzail_camels
ovn_arb_araby_rebels	ovn_arb_cav_arabyan_knights
ovn_arb_araby_rebels	ovn_arb_cav_sipahis
ovn_arb_araby_rebels	ovn_arb_cav_flying_carpets
ovn_arb_araby_rebels	ovn_arb_cav_waghzen
ovn_arb_araby_rebels	ovn_arb_mon_elephant
ovn_arb_araby_rebels	ovn_arb_mon_war_elephant
ovn_arb_araby_rebels	ovn_arb_mon_enchanted_rope
ovn_arb_araby_rebels	ovn_arb_mon_genie
ovn_arb_araby_rebels	ovn_arb_mon_book_djinn
ovn_arb_araby_rebels	ovn_arb_mon_giant_vulture_feral
ovn_arb_araby_rebels	ovn_arb_djinn_carriage
ovn_arb_araby_rebels	ovn_arb_art_quadballista
ovn_arb_araby_rebels	ovn_arb_art_grand_bombard
ovn_arb_araby_rebels	ovn_arb_art_naphtha_thrower
